"V1","V2","V3","V4","V5","V6","V7","V8","V9"
458,544,315,237,312,484,600,534,"1"
853,651,661,609,615,595,349,309,"1"
493,369,411,481,394,597,566,418,"1"
666,453,469,733,606,466,456,465,"1"
205,596,554,455,263,387,433,486,"1"
500,465,340,609,335,739,455,428,"1"
529,395,482,538,645,539,714,317,"1"
422,382,626,506,506,468,467,358,"1"
660,595,525,543,367,502,461,573,"1"
412,357,508,561,436,329,568,493,"1"
467,373,426,501,614,436,533,545,"1"
486,718,642,433,484,637,587,429,"1"
537,429,450,571,630,471,467,689,"1"
558,467,473,517,555,743,489,435,"1"
532,583,656,551,677,328,630,502,"1"
459,558,549,396,564,438,359,360,"1"
531,638,498,467,574,422,422,467,"1"
418,527,558,527,773,385,503,395,"1"
430,545,589,531,547,505,504,592,"1"
442,262,458,541,492,480,454,404,"1"
604,500,589,596,485,703,403,404,"1"
502,656,531,634,497,657,426,461,"1"
613,388,634,400,297,534,528,561,"1"
633,595,620,501,483,387,466,463,"1"
527,429,745,460,534,444,496,651,"1"
435,560,635,535,558,420,580,511,"1"
305,500,642,464,326,506,282,390,"1"
504,566,382,522,480,388,495,393,"1"
478,333,567,432,521,610,625,297,"1"
412,567,472,593,548,451,600,411,"1"
505,324,691,340,510,376,743,583,"1"
571,421,459,414,438,439,420,462,"1"
691,544,487,437,513,206,390,425,"1"
418,448,539,376,491,551,496,436,"1"
370,559,388,319,421,498,604,425,"1"
526,427,485,347,643,570,427,435,"1"
382,556,750,521,402,495,445,518,"1"
652,456,416,366,360,533,535,548,"1"
503,643,690,372,285,377,423,668,"1"
563,356,481,607,648,547,735,372,"1"
383,463,693,577,553,412,445,585,"1"
382,569,441,746,553,451,488,694,"1"
555,604,461,489,485,675,486,572,"1"
627,429,515,546,519,521,568,442,"1"
584,517,622,601,770,315,477,274,"1"
584,548,502,379,380,593,447,509,"1"
360,495,545,608,427,487,528,425,"1"
450,487,485,573,684,370,433,647,"1"
682,516,519,590,504,325,502,494,"1"
433,544,566,538,712,535,345,484,"1"
401,503,643,642,587,503,589,346,"1"
718,573,511,670,436,341,407,376,"1"
638,386,449,339,483,573,523,446,"1"
499,546,380,468,360,481,615,484,"1"
411,434,617,616,397,501,575,501,"1"
534,422,510,315,507,568,402,485,"1"
462,454,354,507,691,578,474,585,"1"
481,545,610,464,261,553,602,549,"1"
389,402,593,395,621,567,717,586,"1"
629,431,543,421,355,575,502,446,"1"
504,286,447,611,554,484,511,426,"1"
469,408,599,627,552,493,678,474,"1"
673,537,321,252,479,397,369,395,"1"
610,464,575,511,395,458,686,606,"1"
473,571,513,411,402,654,490,320,"1"
684,506,560,672,602,535,456,610,"1"
457,467,422,609,558,548,536,591,"1"
479,530,416,570,356,508,453,577,"1"
539,447,673,495,463,334,634,438,"1"
394,585,446,424,420,384,548,592,"1"
489,554,553,439,466,485,533,621,"1"
409,389,544,489,339,464,506,692,"1"
478,389,652,215,506,440,468,394,"1"
554,612,484,484,594,771,481,395,"1"
565,348,496,446,461,491,443,392,"1"
307,461,523,540,493,427,404,472,"1"
689,478,534,320,570,552,432,484,"1"
443,502,461,556,503,542,329,497,"1"
466,743,438,611,356,427,427,480,"1"
501,542,637,457,266,459,457,471,"1"
564,423,267,600,404,461,671,368,"1"
364,499,554,352,682,557,342,470,"1"
518,501,821,411,432,380,553,618,"1"
664,477,561,608,458,322,463,357,"1"
535,775,618,502,383,594,526,566,"1"
530,653,228,674,657,588,307,696,"1"
607,604,330,469,703,568,491,290,"1"
482,415,395,489,344,467,484,516,"1"
575,605,494,509,443,411,534,689,"1"
461,307,618,505,344,452,546,419,"1"
541,466,474,253,640,643,597,556,"1"
448,530,430,529,440,545,512,474,"1"
675,497,610,461,546,533,465,511,"1"
554,643,514,539,462,403,627,512,"1"
526,534,473,585,609,360,518,452,"1"
641,528,446,506,354,459,433,456,"1"
477,323,429,498,544,708,487,308,"1"
522,433,568,550,597,527,387,585,"1"
610,441,487,432,451,388,438,500,"1"
499,442,431,552,530,566,594,485,"1"
531,322,458,408,585,558,578,647,"1"
687,648,567,404,522,454,604,559,"1"
480,406,625,541,284,488,535,420,"1"
542,543,524,583,432,539,505,555,"1"
548,543,532,421,448,616,513,556,"1"
495,544,449,541,652,484,591,519,"1"
449,479,487,559,685,605,467,574,"1"
529,450,461,394,692,355,526,381,"1"
440,508,488,640,478,556,343,333,"1"
484,430,404,359,372,473,564,384,"1"
444,463,455,442,503,456,509,433,"1"
232,333,415,699,558,644,660,583,"1"
430,405,555,504,626,552,384,557,"1"
581,461,492,345,513,415,508,487,"1"
506,675,330,508,447,471,407,333,"1"
487,575,636,473,590,448,474,442,"1"
565,448,632,679,410,454,618,608,"1"
546,486,479,551,529,405,380,518,"1"
406,691,553,599,467,538,512,359,"1"
513,579,461,415,754,603,560,502,"1"
586,469,456,420,287,499,422,462,"1"
448,570,548,794,548,634,654,427,"1"
459,339,522,310,431,392,393,490,"1"
453,482,517,250,402,527,505,466,"1"
529,517,577,585,482,490,461,602,"1"
561,526,255,534,498,700,516,588,"1"
320,309,341,480,669,401,343,716,"1"
452,588,518,518,427,427,491,579,"1"
345,545,430,519,472,381,429,544,"1"
429,446,421,498,383,673,574,519,"1"
418,575,434,628,466,424,559,525,"1"
585,504,538,406,465,462,466,430,"1"
405,381,554,587,620,444,553,701,"1"
449,427,381,460,633,395,521,646,"1"
409,374,604,644,496,501,498,581,"1"
347,453,719,345,469,572,392,585,"1"
631,646,434,511,434,496,441,361,"1"
497,376,339,591,660,517,549,520,"1"
371,528,486,457,379,432,551,537,"1"
604,650,725,513,675,309,399,547,"1"
601,387,458,585,460,324,441,629,"1"
508,528,511,516,513,341,624,462,"1"
534,364,637,403,705,502,542,373,"1"
584,642,367,400,514,400,553,489,"1"
343,374,419,538,431,621,570,444,"1"
761,423,558,387,454,674,340,657,"1"
461,330,605,417,499,299,440,576,"1"
628,714,537,417,490,692,541,522,"1"
423,453,566,510,566,585,527,537,"1"
413,336,623,476,501,615,374,527,"1"
446,475,530,544,432,584,400,412,"1"
416,353,576,656,546,343,471,404,"1"
609,578,690,452,524,578,628,412,"1"
447,672,708,593,416,417,589,517,"1"
508,501,328,653,515,481,442,511,"1"
545,476,562,389,434,669,497,554,"1"
431,491,579,520,548,498,546,430,"1"
644,470,471,457,451,509,480,472,"1"
507,659,448,663,530,333,533,530,"1"
558,503,374,494,478,368,635,481,"1"
441,422,567,354,301,454,436,615,"1"
463,383,571,500,509,495,393,608,"1"
513,359,422,439,662,386,536,538,"1"
582,585,642,559,494,457,410,709,"1"
477,562,424,510,548,317,608,568,"1"
579,465,383,504,595,523,552,565,"1"
422,481,272,593,473,351,535,576,"1"
621,714,414,439,420,364,635,508,"1"
777,485,591,332,536,511,359,231,"1"
486,470,450,427,396,411,501,437,"1"
379,361,430,450,531,433,675,530,"1"
452,663,473,660,483,645,420,593,"1"
545,594,413,648,578,540,521,488,"1"
438,504,486,406,505,303,431,527,"1"
344,417,603,453,420,471,494,308,"1"
460,592,609,484,442,574,591,579,"1"
460,515,531,643,416,366,512,625,"1"
500,433,581,520,562,598,346,516,"1"
494,429,508,515,531,633,555,477,"1"
616,460,647,508,457,493,496,537,"1"
403,330,345,386,427,393,488,578,"1"
380,517,435,491,573,325,459,447,"1"
405,524,294,558,513,534,603,525,"1"
352,448,503,599,621,544,475,565,"1"
433,427,584,369,428,639,387,435,"1"
453,618,475,577,465,406,605,549,"1"
466,458,607,556,335,547,604,317,"1"
293,622,334,680,579,511,481,651,"1"
443,327,621,601,387,488,555,557,"1"
349,355,556,428,412,502,407,700,"1"
520,660,424,571,581,339,576,564,"1"
363,396,449,544,360,502,648,462,"1"
587,380,515,667,547,322,433,417,"1"
608,404,457,558,425,428,554,444,"1"
403,589,432,490,574,447,353,477,"1"
352,362,613,584,350,525,478,312,"1"
572,564,449,491,466,537,357,542,"1"
406,311,452,632,481,535,483,418,"1"
445,539,577,361,563,433,667,515,"1"
423,418,356,430,522,446,451,674,"1"
643,529,445,433,358,296,490,395,"1"
662,501,520,434,489,609,586,533,"1"
489,560,382,473,700,518,583,625,"1"
511,584,618,598,423,395,523,512,"1"
495,522,561,461,503,388,689,576,"1"
479,609,649,515,468,469,280,487,"1"
465,521,569,404,430,563,466,447,"1"
455,397,451,687,561,589,480,616,"1"
661,451,578,386,642,594,374,561,"1"
539,359,393,575,417,358,443,333,"1"
353,307,451,487,454,754,466,428,"1"
376,361,477,549,390,447,363,407,"1"
502,433,449,488,473,374,341,559,"1"
442,351,583,446,453,579,667,414,"1"
202,467,511,505,503,484,414,473,"1"
621,317,498,581,345,563,473,473,"1"
508,721,468,400,536,608,367,675,"1"
503,507,400,686,555,503,444,245,"1"
540,573,473,545,721,474,556,494,"1"
341,433,547,530,518,475,432,389,"1"
431,366,477,646,372,465,450,702,"1"
605,470,630,415,588,599,431,563,"1"
510,182,602,483,464,427,434,385,"1"
380,739,539,581,586,569,625,550,"1"
430,378,758,548,526,557,431,417,"1"
467,419,466,616,677,568,544,541,"1"
224,585,525,570,596,626,585,509,"1"
573,555,544,378,449,544,578,345,"1"
440,732,636,458,401,458,678,620,"1"
578,547,505,526,567,699,344,600,"1"
292,522,687,333,570,342,245,504,"1"
475,411,593,552,466,493,392,490,"1"
637,410,569,470,608,484,598,636,"1"
408,403,512,394,487,522,550,531,"1"
631,374,542,411,544,331,675,350,"1"
661,473,579,584,326,445,427,689,"1"
688,517,656,493,383,562,613,239,"1"
490,470,466,351,513,508,617,486,"1"
401,534,529,520,600,602,724,546,"1"
573,334,546,529,485,609,492,431,"1"
449,416,601,618,543,412,408,476,"1"
499,538,622,434,760,492,496,656,"1"
573,602,603,494,596,542,634,538,"1"
330,506,349,618,426,644,466,386,"1"
387,579,428,357,437,484,490,459,"1"
297,638,598,291,655,324,351,696,"1"
573,537,529,554,665,346,494,587,"1"
550,506,343,399,542,497,499,254,"1"
476,434,583,377,473,367,595,401,"1"
343,500,626,568,469,423,435,388,"1"
415,450,569,351,591,426,519,667,"1"
546,613,527,474,597,348,438,494,"1"
643,616,611,412,561,603,292,584,"1"
698,483,647,398,540,368,511,494,"1"
443,530,567,466,517,444,405,442,"1"
463,294,632,408,564,342,543,465,"1"
455,604,332,555,748,534,440,619,"1"
551,469,498,376,625,540,550,666,"1"
371,575,574,557,436,408,600,357,"1"
458,661,283,711,619,328,302,591,"1"
502,447,297,533,383,600,607,560,"1"
477,591,699,487,451,511,501,424,"1"
354,334,628,383,336,540,591,457,"1"
726,534,334,353,576,433,535,560,"1"
687,659,474,445,405,492,376,347,"1"
376,556,439,661,655,596,425,335,"1"
396,547,545,363,516,487,581,586,"1"
353,598,530,643,500,684,592,505,"1"
515,617,532,465,528,437,406,405,"1"
613,368,566,543,471,584,502,509,"1"
518,343,474,742,444,347,528,445,"1"
414,653,363,367,475,470,620,726,"1"
464,403,501,416,475,544,516,537,"1"
636,521,520,533,423,353,500,616,"1"
456,326,531,418,404,358,523,519,"1"
590,411,354,697,571,428,552,505,"1"
596,447,476,342,461,559,733,497,"1"
476,551,503,488,536,515,291,512,"1"
421,462,390,466,582,332,329,445,"1"
483,576,571,465,581,392,336,482,"1"
365,511,668,410,613,363,597,361,"1"
579,460,321,332,544,482,705,616,"1"
634,712,558,454,506,599,650,480,"1"
402,500,464,570,591,481,441,532,"1"
407,510,412,488,468,601,610,561,"1"
500,612,636,538,507,528,509,745,"1"
480,474,349,390,450,506,574,578,"1"
531,576,509,597,402,558,312,575,"1"
484,397,387,577,541,460,521,545,"1"
371,383,411,626,384,447,371,614,"1"
390,326,498,548,457,649,688,396,"1"
590,492,512,565,492,327,443,278,"1"
592,493,461,603,447,457,522,468,"1"
452,445,596,520,534,362,508,591,"1"
398,634,546,276,636,561,588,684,"1"
435,636,372,633,538,490,371,399,"1"
426,387,381,411,365,299,561,391,"1"
364,480,423,646,503,652,273,451,"1"
555,417,471,651,643,484,515,566,"1"
676,525,532,579,585,444,489,536,"1"
476,496,307,408,408,610,414,467,"1"
564,416,435,372,549,552,542,522,"1"
437,508,409,577,392,469,426,532,"1"
242,330,310,413,617,496,686,547,"1"
666,637,417,471,368,529,564,343,"1"
337,564,360,561,284,627,306,611,"1"
651,464,474,679,482,394,540,413,"1"
436,572,545,477,489,639,445,608,"1"
368,515,617,408,600,476,419,376,"1"
398,449,408,546,534,393,429,671,"1"
598,772,555,554,565,465,602,226,"1"
569,471,609,467,334,391,412,545,"1"
500,775,465,618,520,433,541,350,"1"
406,450,573,651,462,588,452,540,"1"
542,632,477,397,748,609,472,466,"1"
435,503,488,387,592,361,417,429,"1"
477,384,580,585,741,496,510,578,"1"
509,436,659,559,619,520,345,573,"1"
570,487,348,500,498,581,281,652,"1"
454,502,374,428,425,524,526,434,"1"
375,610,495,494,609,442,430,250,"1"
458,506,495,328,700,362,608,434,"1"
612,566,500,497,559,577,298,553,"1"
487,374,526,541,597,470,314,455,"1"
382,452,483,363,415,457,306,570,"1"
579,653,274,345,508,219,643,614,"1"
441,511,343,447,366,563,506,419,"1"
459,278,681,690,497,461,415,465,"1"
350,646,130,384,473,475,531,407,"1"
421,497,486,496,501,468,827,521,"1"
396,536,672,418,591,466,403,560,"1"
341,509,366,510,529,394,695,670,"1"
451,554,348,508,539,446,612,512,"1"
489,480,470,489,501,498,526,455,"1"
510,574,525,412,589,593,410,474,"1"
497,523,663,341,398,477,525,549,"1"
372,613,659,378,437,446,455,309,"1"
285,464,428,366,448,696,564,456,"1"
406,340,309,471,528,547,544,435,"1"
431,433,259,489,793,556,506,423,"1"
497,524,508,372,418,478,343,509,"1"
358,256,536,616,332,490,393,391,"1"
548,458,633,423,497,701,684,408,"1"
409,523,510,468,563,471,643,579,"1"
436,442,301,524,733,653,610,655,"1"
458,478,525,517,612,529,575,530,"1"
383,503,391,595,711,570,611,632,"1"
552,656,508,513,371,371,377,490,"1"
532,605,396,478,540,673,532,394,"1"
362,545,523,587,430,435,530,238,"1"
447,284,498,439,377,539,483,487,"1"
409,285,379,627,597,661,468,416,"1"
497,603,350,557,315,510,430,586,"1"
314,474,560,473,495,285,349,673,"1"
570,559,445,350,362,505,491,446,"1"
430,426,530,504,516,379,510,484,"1"
427,517,461,520,472,453,640,430,"1"
442,593,512,346,659,437,595,520,"1"
479,169,548,444,425,364,701,392,"1"
517,508,343,560,477,278,551,498,"1"
525,607,402,499,631,539,421,555,"1"
402,529,421,705,525,429,518,482,"1"
454,496,492,687,473,479,340,588,"1"
423,516,422,384,418,575,525,387,"1"
507,665,495,558,521,737,590,598,"1"
492,605,438,289,459,512,671,298,"1"
463,634,748,513,431,641,496,628,"1"
611,423,475,464,424,536,494,516,"1"
388,662,332,395,442,367,724,593,"1"
577,389,438,256,468,479,600,537,"1"
362,619,392,381,488,389,426,469,"1"
591,647,431,371,495,359,245,337,"1"
473,539,520,421,423,398,469,536,"1"
496,495,617,685,566,339,619,453,"1"
559,512,431,417,449,399,617,582,"1"
359,524,328,382,605,426,397,574,"1"
642,392,383,460,283,567,586,505,"1"
684,562,367,302,439,629,427,639,"1"
287,548,453,544,408,568,518,494,"1"
362,437,625,530,372,573,468,582,"1"
468,509,492,475,581,471,656,568,"1"
425,656,542,396,552,539,312,288,"1"
491,446,319,489,454,412,472,714,"1"
336,413,619,663,634,478,663,517,"1"
510,555,409,440,365,443,557,506,"1"
300,577,511,545,555,291,487,601,"1"
369,555,461,538,386,523,463,532,"1"
494,473,321,427,693,406,367,487,"1"
569,386,624,436,311,489,659,699,"1"
247,498,578,494,506,541,422,537,"1"
453,469,473,220,574,628,546,518,"1"
539,633,450,309,510,747,494,424,"1"
563,489,567,417,388,506,343,481,"1"
499,443,343,584,631,542,597,468,"1"
586,564,663,499,581,387,469,417,"1"
369,424,544,509,605,378,564,441,"1"
484,447,669,470,342,486,375,414,"1"
262,313,468,448,578,355,354,683,"1"
421,535,379,642,481,540,475,439,"1"
471,384,566,411,554,615,458,414,"1"
696,402,556,534,530,300,608,600,"1"
430,480,516,471,226,573,494,623,"1"
494,385,401,563,406,462,503,542,"1"
566,377,398,516,489,500,366,486,"1"
480,509,604,424,438,675,525,433,"1"
406,566,538,510,554,463,453,379,"1"
617,518,613,505,451,405,477,480,"1"
494,668,656,385,709,484,578,540,"1"
358,491,590,564,485,549,473,495,"1"
624,606,432,279,594,402,497,294,"1"
447,353,363,443,412,566,576,499,"1"
434,655,590,479,581,494,501,417,"1"
467,277,370,552,510,566,317,383,"1"
805,443,560,339,385,480,560,415,"1"
404,528,441,502,402,399,481,663,"1"
585,547,401,412,491,512,266,669,"1"
712,286,610,339,693,418,613,473,"1"
559,521,359,568,514,640,454,512,"1"
464,490,625,428,520,646,356,401,"1"
447,485,528,547,635,598,534,552,"1"
552,441,579,489,731,315,528,512,"1"
510,462,358,517,606,692,556,775,"1"
536,443,398,367,419,508,444,450,"1"
486,558,565,699,541,574,542,530,"1"
335,490,545,332,545,479,352,667,"1"
556,294,707,463,396,539,448,577,"1"
517,461,275,455,449,490,645,544,"1"
455,525,544,650,336,454,522,572,"1"
436,435,553,522,560,459,483,570,"1"
496,598,746,404,316,438,408,355,"1"
495,723,562,425,630,574,562,328,"1"
431,637,370,431,629,386,553,531,"1"
292,561,530,453,592,479,457,455,"1"
397,755,327,453,392,600,568,582,"1"
436,475,513,604,515,387,586,580,"1"
343,302,659,515,536,644,401,461,"1"
485,418,434,499,430,387,555,373,"1"
543,576,486,512,545,353,457,362,"1"
501,681,507,497,553,462,392,645,"1"
388,381,269,358,413,549,676,582,"1"
529,605,621,516,406,470,636,588,"1"
508,510,452,247,544,474,572,389,"1"
567,365,510,595,473,503,612,440,"1"
604,522,568,456,559,425,527,453,"1"
632,578,470,557,693,489,511,480,"1"
478,550,551,478,499,459,468,520,"1"
454,622,460,737,474,555,440,470,"1"
334,586,615,393,631,439,300,458,"1"
558,630,426,583,561,670,573,699,"1"
361,672,444,577,571,488,430,399,"1"
634,516,544,599,404,488,484,457,"1"
432,454,535,328,408,571,493,401,"1"
552,548,549,371,539,638,513,449,"1"
559,542,658,768,185,621,515,521,"1"
595,416,439,221,596,564,539,365,"1"
336,510,513,413,593,356,428,482,"1"
573,519,401,653,571,303,439,763,"1"
359,415,620,628,670,373,533,713,"1"
469,642,493,503,650,449,475,614,"1"
515,516,423,449,568,438,606,371,"1"
544,479,514,427,582,515,551,581,"1"
443,527,574,389,615,525,573,630,"1"
575,418,240,546,333,484,506,415,"1"
599,503,343,587,525,447,572,474,"1"
443,507,532,503,391,524,483,478,"1"
476,546,467,427,659,324,456,307,"1"
409,521,497,497,498,523,519,628,"1"
546,500,579,348,601,708,576,432,"1"
403,599,497,740,560,619,525,497,"1"
743,300,481,461,554,459,474,318,"1"
636,382,696,535,421,542,346,439,"1"
587,374,519,497,421,581,584,450,"1"
469,707,361,293,686,445,467,391,"1"
538,653,398,495,647,531,514,501,"1"
561,531,409,591,388,328,474,510,"1"
576,565,433,551,594,340,593,484,"1"
421,567,473,638,398,658,466,498,"1"
354,510,499,562,385,654,536,537,"1"
341,390,404,567,351,513,463,388,"1"
537,528,439,525,411,502,392,459,"1"
560,458,502,313,589,583,399,325,"1"
609,580,471,466,560,552,509,522,"1"
524,437,552,351,432,549,531,491,"1"
398,395,537,499,561,435,365,632,"1"
639,556,631,601,586,580,476,304,"1"
530,440,570,596,601,506,434,441,"1"
634,355,606,459,597,417,581,468,"1"
404,383,596,471,502,494,482,607,"1"
482,541,507,543,557,396,646,486,"1"
639,539,631,534,504,443,433,474,"1"
368,414,784,639,535,330,319,632,"1"
502,617,362,605,446,661,630,555,"1"
159,442,456,407,472,442,420,294,"1"
374,460,460,524,500,474,613,510,"1"
557,569,649,392,580,603,394,354,"1"
357,590,658,701,405,515,511,707,"1"
379,234,531,664,516,527,635,470,"1"
444,306,523,458,369,514,628,563,"1"
577,497,684,633,584,540,431,554,"1"
432,473,575,532,391,554,510,637,"1"
668,604,464,560,295,610,591,455,"1"
439,668,458,308,440,419,410,672,"1"
428,645,457,597,537,409,547,450,"1"
203,303,575,523,450,281,641,479,"1"
324,669,500,496,514,474,517,435,"1"
674,455,416,539,403,365,426,417,"1"
474,514,438,480,466,593,446,444,"1"
600,595,399,618,493,520,618,571,"1"
363,666,442,596,355,540,493,426,"1"
525,411,452,511,521,419,584,434,"1"
582,557,572,496,536,455,485,574,"1"
589,436,352,511,696,245,412,341,"1"
501,343,494,411,508,671,373,658,"1"
587,311,627,485,646,433,487,553,"1"
675,463,521,466,563,631,392,393,"1"
637,345,574,401,480,345,570,507,"1"
511,526,394,472,369,594,374,436,"1"
530,457,587,690,596,400,543,641,"1"
649,549,441,499,600,449,598,452,"1"
466,591,479,451,439,385,465,398,"1"
522,420,657,574,738,491,526,483,"1"
396,331,571,490,451,490,486,358,"1"
714,684,485,377,462,507,569,448,"1"
573,519,542,489,381,543,702,409,"1"
412,392,274,605,445,467,497,498,"1"
557,451,487,458,350,662,481,439,"1"
453,420,561,406,437,348,614,451,"1"
491,520,538,341,400,574,392,602,"1"
571,589,588,593,536,270,536,376,"1"
394,490,591,365,660,380,442,505,"1"
485,638,542,679,459,278,526,508,"1"
569,499,538,437,502,610,543,450,"1"
419,475,282,394,499,523,411,354,"1"
337,461,488,547,330,366,515,493,"1"
613,588,372,432,510,564,640,391,"1"
530,581,607,365,491,617,555,508,"1"
600,584,470,585,570,475,530,440,"1"
387,542,479,442,470,389,422,604,"1"
677,455,525,540,654,455,682,392,"1"
420,366,446,539,527,617,450,515,"1"
515,642,395,401,661,490,334,391,"1"
476,300,481,470,422,532,473,558,"1"
476,611,554,491,421,607,399,485,"1"
461,409,434,543,514,441,312,317,"1"
385,480,559,480,715,559,518,343,"1"
603,422,401,548,367,540,591,673,"1"
544,584,635,540,650,523,590,563,"1"
470,521,443,581,428,614,532,562,"1"
425,445,436,697,542,475,414,482,"1"
460,549,487,428,341,357,686,404,"1"
636,507,776,667,395,471,570,465,"1"
500,508,592,707,481,489,599,413,"1"
549,417,500,548,457,569,442,459,"1"
627,388,560,489,467,319,449,517,"1"
334,451,484,587,482,425,383,625,"1"
435,355,581,341,480,614,552,441,"1"
459,501,436,445,480,521,558,399,"1"
513,529,446,570,518,514,432,445,"1"
684,571,449,580,506,606,406,455,"1"
441,538,778,492,481,568,451,470,"1"
574,568,373,556,498,650,419,620,"1"
478,560,636,446,308,767,463,466,"1"
528,786,677,370,291,525,505,404,"1"
514,466,520,526,628,565,620,456,"1"
533,500,741,467,512,398,410,576,"1"
625,371,386,331,407,389,471,582,"1"
338,291,352,440,312,584,572,589,"1"
427,624,533,667,464,475,248,663,"1"
