"V1","V2","V3","V4","V5","V6","V7","V8","V9"
525,446,478,486,463,473,463,492,"1"
478,469,507,485,541,469,535,508,"1"
520,493,509,465,468,466,469,471,"1"
559,531,446,480,488,488,537,501,"1"
533,522,511,496,503,520,462,522,"1"
504,505,537,516,483,520,440,563,"1"
506,466,454,492,455,503,528,468,"1"
481,479,501,463,528,486,481,506,"1"
528,452,519,456,497,518,479,499,"1"
516,516,531,493,521,484,432,494,"1"
513,479,473,478,540,508,508,499,"1"
473,514,541,486,503,528,526,539,"1"
506,454,477,498,539,473,463,441,"1"
521,423,457,523,486,480,514,532,"1"
497,449,478,495,533,556,509,507,"1"
498,471,503,520,427,504,508,505,"1"
501,536,485,447,483,485,566,515,"1"
506,487,473,489,486,505,497,448,"1"
502,485,445,516,470,521,502,400,"1"
519,521,492,490,450,521,488,522,"1"
443,429,543,483,501,446,482,453,"1"
518,531,505,450,497,463,496,558,"1"
546,493,474,485,542,445,459,499,"1"
506,556,495,524,492,486,514,492,"1"
503,513,508,499,499,509,511,496,"1"
520,523,505,513,450,525,543,504,"1"
514,447,492,579,462,451,461,429,"1"
437,520,512,520,485,522,554,569,"1"
455,533,489,432,505,509,452,486,"1"
493,525,489,485,500,493,482,518,"1"
523,467,486,495,487,463,498,515,"1"
481,532,447,484,490,498,492,483,"1"
501,489,545,503,458,506,448,461,"1"
516,495,414,457,515,502,487,514,"1"
516,528,530,529,497,554,505,556,"1"
499,490,508,529,469,484,481,457,"1"
470,487,478,452,529,450,557,544,"1"
478,516,528,462,495,469,504,518,"1"
514,518,512,490,529,468,498,517,"1"
494,455,499,483,428,541,514,468,"1"
524,493,526,524,512,460,571,475,"1"
507,455,535,544,505,515,592,477,"1"
488,486,552,418,499,465,479,499,"1"
537,484,457,435,493,516,528,462,"1"
471,533,455,503,502,483,542,469,"1"
520,450,504,488,473,543,450,474,"1"
522,507,576,534,523,499,563,484,"1"
481,554,523,472,556,484,531,474,"1"
553,592,525,458,508,540,502,418,"1"
443,481,483,545,429,510,501,455,"1"
499,454,490,511,496,537,461,499,"1"
501,464,541,486,527,531,515,507,"1"
451,425,521,508,495,553,533,518,"1"
552,551,474,509,427,499,526,499,"1"
489,497,558,430,469,491,480,486,"1"
470,426,530,500,476,517,514,493,"1"
472,515,504,541,487,520,512,499,"1"
493,484,523,505,553,461,510,470,"1"
510,478,526,481,498,503,470,565,"1"
478,545,496,481,516,525,502,530,"1"
504,474,537,508,527,469,513,536,"1"
489,493,508,493,507,504,494,468,"1"
520,472,527,493,512,492,506,597,"1"
526,520,481,510,526,517,484,520,"1"
438,519,483,480,474,538,500,478,"1"
544,497,493,493,481,514,509,486,"1"
524,492,496,482,541,511,537,538,"1"
490,574,485,576,455,504,469,519,"1"
508,483,450,477,498,507,471,504,"1"
505,476,452,489,514,507,461,505,"1"
528,492,493,472,452,476,442,454,"1"
497,506,536,486,523,516,478,498,"1"
487,545,522,510,488,501,456,527,"1"
537,540,523,510,502,520,517,484,"1"
559,517,545,513,457,465,537,513,"1"
558,509,465,505,471,553,499,515,"1"
517,500,499,503,464,501,477,520,"1"
539,503,515,516,496,506,465,489,"1"
428,488,504,489,534,473,591,505,"1"
451,515,498,446,506,489,465,467,"1"
493,535,556,470,481,529,518,506,"1"
509,535,526,468,560,513,564,499,"1"
458,545,510,427,584,502,504,518,"1"
528,495,484,486,452,503,480,507,"1"
533,485,507,491,517,540,508,540,"1"
515,487,521,497,464,529,479,530,"1"
445,474,547,478,495,521,536,523,"1"
499,538,503,523,530,548,507,468,"1"
479,501,497,460,484,463,520,503,"1"
551,511,511,476,528,484,463,476,"1"
491,482,520,529,471,532,500,546,"1"
479,493,440,512,479,507,497,585,"1"
518,524,459,491,506,485,520,501,"1"
534,531,529,475,544,513,491,524,"1"
485,544,469,559,531,529,528,473,"1"
557,450,474,495,536,547,516,483,"1"
519,517,487,498,520,517,547,482,"1"
519,444,493,491,527,513,523,439,"1"
494,473,450,469,527,548,514,528,"1"
484,549,522,528,515,412,520,529,"1"
546,505,496,528,494,525,522,499,"1"
498,546,461,536,528,532,468,515,"1"
483,485,477,521,543,539,534,549,"1"
531,491,517,447,474,530,514,531,"1"
518,513,502,507,487,529,526,538,"1"
495,506,518,483,469,444,516,497,"1"
536,492,539,437,466,485,543,439,"1"
498,488,458,498,528,509,509,508,"1"
554,492,512,492,482,522,496,530,"1"
506,532,504,473,501,506,502,477,"1"
455,516,532,531,483,510,496,514,"1"
540,520,478,512,498,519,483,549,"1"
521,502,483,512,524,555,480,554,"1"
492,477,553,488,518,426,453,494,"1"
529,507,503,494,527,478,500,558,"1"
487,495,511,495,484,487,533,516,"1"
510,542,545,493,516,475,495,503,"1"
485,469,504,502,448,510,537,525,"1"
497,500,491,524,474,539,494,447,"1"
477,483,467,509,545,489,498,503,"1"
517,473,550,450,534,521,468,502,"1"
504,484,510,494,480,482,517,563,"1"
505,507,529,504,460,488,479,470,"1"
473,497,479,533,511,552,457,483,"1"
469,499,487,530,509,526,512,485,"1"
462,485,511,504,530,489,502,500,"1"
490,504,460,463,485,521,526,494,"1"
475,516,504,520,434,499,495,514,"1"
453,479,464,484,497,531,491,536,"1"
515,533,493,493,494,502,493,502,"1"
511,510,492,470,561,483,447,524,"1"
540,501,506,524,519,523,501,484,"1"
525,522,540,482,477,487,475,483,"1"
470,476,545,512,549,510,485,533,"1"
507,467,508,536,478,475,536,535,"1"
495,533,533,477,510,519,447,509,"1"
578,556,450,549,540,552,515,490,"1"
488,461,537,508,503,471,479,507,"1"
488,495,532,498,459,478,532,546,"1"
511,519,535,530,477,474,483,495,"1"
474,500,519,467,553,519,512,465,"1"
543,493,485,494,520,537,485,515,"1"
548,505,483,508,504,515,596,507,"1"
503,477,480,485,503,458,559,492,"1"
456,492,494,532,505,503,465,536,"1"
485,504,529,469,515,471,518,517,"1"
447,504,473,475,511,485,515,548,"1"
503,477,499,488,519,472,498,478,"1"
504,545,485,480,447,453,500,507,"1"
478,461,490,508,474,440,468,484,"1"
574,491,533,484,436,498,544,488,"1"
492,467,516,500,475,529,504,487,"1"
510,472,491,472,517,502,506,495,"1"
495,507,535,522,519,447,495,492,"1"
480,462,503,458,550,548,497,426,"1"
542,444,529,480,494,520,493,485,"1"
508,537,521,505,509,481,514,465,"1"
508,521,470,469,588,442,468,451,"1"
505,485,463,560,470,522,504,468,"1"
490,474,516,566,525,520,496,509,"1"
518,475,491,519,524,489,499,450,"1"
503,512,458,481,515,478,482,533,"1"
478,527,447,490,507,487,502,466,"1"
494,508,502,512,468,532,523,482,"1"
505,512,519,452,455,547,500,544,"1"
543,481,506,503,515,480,496,495,"1"
524,496,507,538,529,532,494,474,"1"
483,494,476,516,519,464,465,512,"1"
494,499,546,516,493,505,547,528,"1"
549,517,499,480,505,450,486,481,"1"
524,470,433,495,501,500,467,507,"1"
524,426,478,507,520,500,493,563,"1"
532,502,550,476,463,518,441,509,"1"
506,521,510,512,556,438,470,522,"1"
489,517,536,526,518,530,543,505,"1"
521,449,463,499,480,509,559,475,"1"
453,502,451,445,509,502,511,494,"1"
512,548,536,471,518,507,490,500,"1"
495,521,451,504,532,546,529,484,"1"
479,561,480,528,559,508,547,480,"1"
500,480,514,496,490,548,500,566,"1"
457,569,479,487,461,513,550,508,"1"
467,514,465,454,522,453,494,504,"1"
516,509,497,524,479,502,529,539,"1"
475,504,500,517,516,500,514,473,"1"
511,500,475,468,502,534,454,492,"1"
555,463,523,455,533,528,449,523,"1"
496,452,397,530,531,487,378,439,"1"
489,425,445,541,473,520,486,492,"1"
555,510,490,485,475,509,556,468,"1"
540,490,498,489,478,545,478,519,"1"
515,481,453,531,475,520,514,491,"1"
509,507,513,451,465,514,488,452,"1"
460,518,488,464,516,515,530,521,"1"
514,498,490,475,495,506,517,526,"1"
515,469,513,559,525,523,558,503,"1"
466,524,481,525,466,458,513,456,"1"
497,484,538,516,475,500,534,491,"1"
526,522,507,447,483,487,487,485,"1"
524,469,477,518,479,514,499,511,"1"
512,537,502,477,472,499,548,466,"1"
486,526,552,511,497,514,473,476,"1"
497,493,512,513,527,481,526,422,"1"
463,568,479,502,556,518,516,512,"1"
473,491,532,486,519,464,503,503,"1"
520,540,557,473,498,438,538,435,"1"
512,526,514,529,479,517,442,528,"1"
515,485,484,474,489,487,528,528,"1"
531,520,509,514,459,523,482,520,"1"
489,499,505,495,500,442,553,540,"1"
522,482,496,484,539,433,479,526,"1"
554,458,537,461,496,503,454,515,"1"
527,545,462,513,467,512,505,490,"1"
483,501,534,542,498,576,487,521,"1"
480,494,510,490,533,489,516,525,"1"
546,531,480,473,528,517,472,575,"1"
514,495,516,561,525,476,466,477,"1"
528,518,567,485,506,497,497,487,"1"
523,448,506,453,516,496,544,505,"1"
493,434,482,518,492,461,518,530,"1"
499,463,504,485,481,489,505,485,"1"
479,473,499,494,463,524,494,460,"1"
429,527,501,508,527,476,509,484,"1"
487,434,516,488,443,485,508,504,"1"
446,404,495,497,445,461,533,468,"1"
502,553,495,480,569,479,469,458,"1"
518,471,469,524,523,510,449,567,"1"
465,507,519,529,490,480,451,511,"1"
515,542,483,475,453,551,461,453,"1"
470,462,524,470,474,531,516,495,"1"
464,462,507,503,530,523,491,473,"1"
466,558,514,472,506,526,470,466,"1"
489,532,477,517,484,486,523,507,"1"
493,482,536,500,488,559,524,535,"1"
498,441,503,420,480,523,505,495,"1"
471,523,503,517,541,468,492,490,"1"
516,517,473,523,513,501,490,501,"1"
489,477,425,488,497,500,499,493,"1"
506,557,477,477,509,475,501,447,"1"
531,508,525,542,529,511,499,482,"1"
504,512,513,463,496,500,507,528,"1"
528,504,495,546,535,436,462,568,"1"
458,501,462,501,492,506,483,509,"1"
508,493,482,508,518,478,562,515,"1"
524,458,499,515,407,519,486,498,"1"
494,551,533,493,485,536,476,494,"1"
473,530,498,532,491,442,439,476,"1"
508,559,513,497,529,468,514,523,"1"
461,459,509,486,519,521,458,436,"1"
466,588,486,530,487,505,532,486,"1"
517,482,556,452,479,510,492,544,"1"
496,477,466,470,511,534,485,517,"1"
537,468,497,530,475,491,523,420,"1"
454,531,478,532,466,480,502,499,"1"
481,512,499,452,485,485,531,514,"1"
497,472,565,506,445,495,538,485,"1"
483,513,503,498,503,505,493,491,"1"
500,498,487,520,538,546,508,466,"1"
502,481,506,487,494,501,524,526,"1"
482,498,535,480,465,479,494,536,"1"
472,467,486,504,481,481,504,540,"1"
497,490,520,463,495,489,474,528,"1"
517,533,516,522,480,471,503,477,"1"
501,518,512,497,523,508,483,475,"1"
546,506,464,508,451,542,466,436,"1"
538,494,483,527,519,461,481,477,"1"
474,566,513,502,500,510,497,527,"1"
480,483,495,451,488,546,499,482,"1"
468,510,488,534,542,516,491,486,"1"
483,458,481,480,436,446,460,452,"1"
472,480,512,501,438,519,490,526,"1"
503,541,457,493,503,456,476,522,"1"
546,516,458,505,474,509,468,500,"1"
472,474,440,470,503,536,502,502,"1"
511,467,436,478,539,503,486,510,"1"
579,480,484,469,518,525,473,491,"1"
501,566,488,486,488,555,480,449,"1"
506,481,513,528,543,452,524,459,"1"
536,513,544,489,496,482,463,472,"1"
521,542,525,480,513,504,474,488,"1"
517,521,522,532,502,510,467,475,"1"
510,442,452,545,567,478,432,511,"1"
514,506,479,511,467,577,502,547,"1"
534,452,475,513,436,500,475,545,"1"
481,534,428,448,520,470,490,504,"1"
501,495,521,522,485,469,523,557,"1"
504,493,495,527,506,471,528,486,"1"
546,545,495,418,515,504,487,487,"1"
512,467,457,510,512,524,463,504,"1"
494,459,485,504,494,485,423,493,"1"
504,512,557,494,535,527,438,491,"1"
492,528,532,500,504,451,441,486,"1"
484,477,509,472,467,539,538,467,"1"
558,562,514,502,569,472,519,516,"1"
564,500,506,503,501,496,555,481,"1"
493,524,552,507,518,519,521,500,"1"
471,467,472,478,469,494,526,502,"1"
494,532,521,498,532,518,498,513,"1"
516,501,516,456,540,475,601,528,"1"
491,489,531,517,481,488,455,508,"1"
544,501,491,449,518,524,499,537,"1"
525,479,501,523,481,558,479,526,"1"
488,466,507,496,469,527,487,541,"1"
566,499,529,504,498,503,545,516,"1"
517,470,518,529,526,556,487,490,"1"
482,471,527,508,514,512,534,549,"1"
486,471,501,497,479,483,478,493,"1"
468,420,550,477,501,454,506,529,"1"
528,488,485,520,458,500,513,515,"1"
456,466,509,491,500,553,513,502,"1"
476,452,516,483,490,483,500,428,"1"
469,505,526,513,528,494,534,559,"1"
509,501,471,502,517,506,515,503,"1"
514,505,484,518,505,509,544,514,"1"
509,534,426,536,514,458,521,528,"1"
484,486,538,514,501,541,481,475,"1"
444,514,551,449,517,493,481,523,"1"
516,500,530,477,492,524,522,445,"1"
498,497,472,451,511,550,521,529,"1"
464,448,511,488,483,512,501,468,"1"
555,478,531,468,482,500,451,511,"1"
486,464,500,556,498,480,478,513,"1"
529,530,489,554,498,556,537,496,"1"
457,509,492,540,532,526,483,500,"1"
470,565,589,498,540,500,485,480,"1"
462,441,521,475,528,493,465,509,"1"
515,484,539,485,511,466,484,531,"1"
476,522,453,484,482,451,516,499,"1"
524,475,469,497,436,507,496,465,"1"
502,506,518,510,541,541,502,562,"1"
468,506,489,521,513,505,500,525,"1"
485,510,508,498,506,510,554,499,"1"
563,542,479,472,481,447,521,484,"1"
518,488,470,466,464,536,518,562,"1"
492,506,464,487,509,521,492,516,"1"
499,500,507,502,564,506,468,427,"1"
526,468,509,487,479,508,501,465,"1"
523,494,482,536,511,529,530,498,"1"
506,460,483,443,518,487,522,428,"1"
476,522,498,534,515,505,446,487,"1"
530,475,459,537,482,505,547,557,"1"
509,523,491,507,506,517,498,472,"1"
496,539,493,433,485,490,486,514,"1"
524,491,523,489,506,506,503,479,"1"
464,488,483,567,498,464,559,568,"1"
541,492,485,552,538,550,512,508,"1"
471,536,453,464,449,546,516,524,"1"
443,510,473,481,500,505,524,518,"1"
472,526,504,543,577,478,498,479,"1"
516,510,506,537,512,523,539,530,"1"
482,535,473,549,485,480,508,503,"1"
531,520,532,484,565,475,471,513,"1"
551,503,525,494,507,478,459,557,"1"
561,545,475,468,488,464,569,529,"1"
499,525,474,567,466,456,477,479,"1"
502,483,507,482,506,513,502,492,"1"
567,513,523,489,517,489,481,516,"1"
462,504,490,524,472,503,497,511,"1"
469,495,497,478,488,485,488,494,"1"
490,563,463,513,462,582,489,533,"1"
488,493,518,526,506,434,481,510,"1"
513,487,470,504,514,455,552,493,"1"
475,537,515,507,557,515,523,504,"1"
530,530,486,477,565,514,475,482,"1"
473,512,524,520,489,529,496,512,"1"
495,543,499,484,523,493,447,525,"1"
465,460,504,532,497,456,454,528,"1"
548,486,491,517,489,525,482,503,"1"
504,526,490,481,507,524,477,446,"1"
545,527,528,501,521,458,501,528,"1"
457,490,506,566,534,494,497,487,"1"
496,473,439,491,508,530,506,463,"1"
532,495,457,483,511,509,491,559,"1"
487,483,493,480,539,544,490,492,"1"
476,527,504,484,518,476,504,532,"1"
534,479,487,530,505,463,477,448,"1"
496,497,518,491,504,472,481,531,"1"
539,485,529,467,470,519,503,537,"1"
513,515,511,528,411,440,499,516,"1"
447,510,447,525,519,513,479,520,"1"
466,484,504,541,465,569,568,527,"1"
504,517,456,503,504,481,529,469,"1"
514,532,541,486,515,474,450,491,"1"
467,521,485,477,583,529,518,487,"1"
517,497,523,471,524,527,499,532,"1"
513,491,528,466,530,498,509,525,"1"
457,505,519,508,439,458,505,495,"1"
505,538,480,538,533,543,459,516,"1"
486,528,471,490,457,538,528,508,"1"
458,529,535,509,495,480,477,529,"1"
520,499,482,456,534,535,521,481,"1"
522,473,519,505,462,478,535,516,"1"
493,522,489,486,547,522,484,488,"1"
518,470,505,549,526,459,528,527,"1"
498,464,497,527,527,453,464,500,"1"
495,469,527,497,525,452,463,516,"1"
441,464,510,492,514,490,491,494,"1"
463,503,489,474,439,504,540,520,"1"
525,467,552,519,514,529,510,527,"1"
439,505,523,534,477,493,503,536,"1"
522,510,455,484,498,489,481,529,"1"
467,486,467,502,534,467,503,492,"1"
542,493,496,580,485,445,521,577,"1"
470,468,483,535,540,483,499,584,"1"
479,534,476,487,497,520,534,493,"1"
467,464,499,500,488,480,471,489,"1"
540,447,473,508,522,481,481,476,"1"
529,536,490,514,542,456,492,496,"1"
480,559,456,462,478,513,507,475,"1"
500,533,470,494,477,517,545,468,"1"
476,448,532,483,551,470,554,481,"1"
472,487,470,533,502,478,486,448,"1"
493,470,547,456,540,509,539,528,"1"
517,541,533,520,475,448,518,482,"1"
521,449,459,479,475,527,523,438,"1"
542,538,556,510,533,466,512,523,"1"
564,511,540,517,527,471,562,478,"1"
486,485,454,498,511,534,495,488,"1"
508,483,489,476,473,468,506,485,"1"
503,539,464,498,539,500,513,454,"1"
546,506,480,487,494,500,532,521,"1"
486,507,471,502,542,508,512,484,"1"
508,535,513,502,481,582,491,512,"1"
466,486,503,463,476,458,518,480,"1"
477,521,540,524,491,545,489,514,"1"
531,508,480,495,492,471,468,487,"1"
434,449,466,525,495,503,446,502,"1"
516,481,527,507,551,456,497,453,"1"
481,501,516,516,511,492,478,502,"1"
551,491,532,507,487,459,509,527,"1"
528,520,482,482,510,485,492,469,"1"
469,497,539,501,472,479,501,525,"1"
482,492,501,487,543,535,503,453,"1"
556,471,458,557,489,513,519,553,"1"
511,487,510,490,530,445,488,485,"1"
489,465,533,497,488,488,490,540,"1"
467,527,468,478,503,533,476,480,"1"
552,539,514,496,476,518,476,489,"1"
474,492,505,506,472,469,484,485,"1"
482,492,522,494,486,607,507,536,"1"
547,485,446,500,515,475,540,470,"1"
494,517,536,520,460,473,504,473,"1"
504,493,525,470,467,495,461,501,"1"
476,489,547,513,480,496,484,490,"1"
440,471,442,458,536,517,485,458,"1"
506,533,547,494,494,535,484,502,"1"
459,523,518,507,478,495,527,479,"1"
490,482,546,506,464,543,498,549,"1"
562,500,503,535,496,529,485,498,"1"
483,488,470,483,530,497,540,480,"1"
508,468,525,529,477,467,488,491,"1"
441,488,565,486,535,565,491,467,"1"
501,520,482,508,546,469,492,468,"1"
533,559,468,515,483,479,499,529,"1"
532,480,490,476,494,463,486,496,"1"
536,554,547,529,449,488,474,483,"1"
429,503,435,466,510,544,507,526,"1"
496,531,492,506,507,514,522,461,"1"
463,467,471,512,530,495,508,505,"1"
484,482,514,481,522,489,513,514,"1"
429,549,564,492,475,510,455,424,"1"
516,500,539,453,488,486,538,481,"1"
439,542,565,478,449,463,461,522,"1"
534,515,480,541,544,482,455,496,"1"
457,523,466,507,530,518,516,500,"1"
529,465,502,513,483,452,538,493,"1"
492,473,535,542,497,494,504,477,"1"
465,485,503,522,561,533,510,500,"1"
518,510,498,480,495,489,487,533,"1"
458,484,520,493,526,509,460,455,"1"
474,466,460,492,493,499,519,479,"1"
512,512,455,512,515,487,538,487,"1"
537,500,550,478,455,499,512,520,"1"
507,485,509,502,491,503,483,485,"1"
542,505,479,500,497,461,489,487,"1"
508,553,464,501,467,526,491,486,"1"
465,558,495,525,491,506,530,477,"1"
519,494,486,520,512,513,521,504,"1"
493,475,519,489,509,499,516,539,"1"
516,477,470,461,520,550,521,469,"1"
498,513,456,451,474,513,515,505,"1"
476,544,522,449,519,523,501,478,"1"
462,463,489,478,514,464,494,508,"1"
469,518,532,526,475,545,518,466,"1"
503,426,499,529,472,504,473,522,"1"
443,558,565,478,477,473,510,479,"1"
447,536,511,505,528,482,545,450,"1"
465,523,457,527,494,527,460,478,"1"
506,526,486,478,487,506,500,491,"1"
514,517,445,513,498,523,542,550,"1"
510,507,543,435,486,482,509,515,"1"
516,497,486,543,469,511,511,525,"1"
488,529,478,514,535,512,484,499,"1"
500,534,475,486,514,513,486,519,"1"
495,518,559,502,537,510,515,504,"1"
524,501,565,513,512,499,461,483,"1"
509,479,483,537,449,484,445,489,"1"
498,497,517,477,483,481,508,517,"1"
455,512,522,528,512,528,471,513,"1"
504,517,503,416,565,505,479,470,"1"
483,483,469,566,538,511,460,507,"1"
490,501,561,518,504,526,479,514,"1"
472,579,575,526,507,509,512,482,"1"
457,453,528,474,487,481,473,509,"1"
528,518,462,498,527,473,508,523,"1"
533,480,494,467,478,491,473,489,"1"
512,490,524,530,510,556,459,481,"1"
510,468,487,483,450,528,498,498,"1"
501,547,499,493,522,533,502,470,"1"
513,470,547,511,429,453,460,492,"1"
515,523,545,475,506,476,544,545,"1"
508,501,496,491,487,479,535,493,"1"
488,534,530,478,518,562,400,494,"1"
513,523,503,531,496,481,530,484,"1"
424,463,488,512,480,542,524,561,"1"
442,470,478,544,494,499,497,496,"1"
537,481,540,509,517,524,479,491,"1"
461,476,556,511,529,440,514,471,"1"
509,492,464,482,483,550,507,533,"1"
462,516,470,487,496,438,468,489,"1"
490,499,498,441,525,514,502,507,"1"
530,483,468,510,504,468,479,467,"1"
516,477,470,482,499,470,513,540,"1"
486,460,482,519,542,520,501,508,"1"
482,507,471,487,464,505,508,473,"1"
517,488,503,452,493,474,508,463,"1"
499,509,521,468,501,512,472,494,"1"
487,487,477,505,506,538,538,486,"1"
485,553,494,453,496,495,502,502,"1"
492,493,512,509,545,518,464,482,"1"
454,468,529,504,495,487,483,470,"1"
503,499,485,467,462,508,528,489,"1"
511,491,506,475,515,430,461,452,"1"
488,501,510,478,495,492,507,493,"1"
514,516,549,510,499,512,509,473,"1"
468,532,495,483,492,537,514,531,"1"
469,495,514,490,522,481,520,462,"1"
521,511,516,483,564,520,509,550,"1"
524,502,557,516,513,487,544,514,"1"
488,517,462,542,521,457,527,486,"1"
553,536,458,523,497,491,498,473,"1"
531,497,497,503,523,489,511,481,"1"
483,523,486,519,541,491,513,552,"1"
473,515,492,532,441,489,460,465,"1"
503,465,467,466,528,498,515,496,"1"
511,503,482,465,487,504,511,517,"1"
442,465,528,558,535,515,534,521,"1"
496,507,482,542,532,550,518,475,"1"
476,488,524,474,481,509,501,503,"1"
474,550,480,480,470,536,490,490,"1"
540,492,527,492,489,515,451,533,"1"
516,502,573,477,533,571,510,487,"1"
469,456,482,485,470,508,481,476,"1"
462,472,517,516,444,527,500,500,"1"
554,493,535,476,509,478,487,510,"1"
510,541,461,511,516,500,557,476,"1"
474,442,486,528,430,471,526,513,"1"
480,452,463,515,510,517,486,507,"1"
474,535,489,514,521,517,493,492,"1"
493,451,470,472,519,565,448,498,"1"
541,488,460,506,475,478,486,461,"1"
517,531,488,533,522,508,520,527,"1"
542,509,559,548,537,549,526,497,"1"
462,465,489,549,491,519,499,500,"1"
492,510,456,475,494,475,463,466,"1"
549,523,423,550,490,516,523,496,"1"
496,528,479,507,518,453,525,523,"1"
505,525,453,479,498,456,483,512,"1"
536,468,488,519,466,483,509,507,"1"
555,513,523,500,500,475,505,489,"1"
496,441,450,501,521,535,416,503,"1"
522,490,469,475,541,510,510,485,"1"
475,453,506,504,534,534,517,472,"1"
536,476,531,490,476,534,469,551,"1"
471,514,503,501,528,472,452,464,"1"
531,524,509,481,502,507,523,460,"1"
526,519,515,491,519,470,568,524,"1"
497,515,549,489,497,527,468,532,"1"
482,467,499,551,481,508,511,501,"1"
510,503,520,512,493,510,499,529,"1"
556,444,523,474,513,492,526,479,"1"
505,468,494,470,503,481,518,463,"1"
533,479,455,442,549,516,484,546,"1"
481,547,502,489,527,532,506,501,"1"
485,537,472,542,498,456,494,484,"1"
505,491,491,546,472,520,497,497,"1"
492,482,516,479,519,533,494,468,"1"
463,516,478,520,495,476,455,513,"1"
524,543,471,488,426,478,542,504,"1"
540,462,490,477,539,527,476,528,"1"
529,500,470,535,514,475,534,554,"1"
514,470,480,446,502,460,476,532,"1"
496,499,482,482,500,527,519,471,"1"
502,537,473,471,542,555,492,502,"1"
512,532,485,527,497,471,513,450,"1"
491,488,485,542,506,519,492,533,"1"
507,497,508,478,515,530,471,470,"1"
503,500,478,438,503,479,501,497,"1"
491,480,479,484,524,489,548,513,"1"
514,484,483,503,473,435,548,449,"1"
460,527,526,564,493,462,578,547,"1"
532,493,480,494,505,461,435,494,"1"
508,500,534,483,498,509,437,539,"1"
500,513,573,500,557,442,485,490,"1"
509,490,460,571,463,476,492,515,"1"
507,438,499,499,477,534,498,488,"1"
510,528,449,480,533,490,514,430,"1"
509,536,452,557,534,506,500,487,"1"
474,492,507,493,505,520,507,519,"1"
502,452,524,506,516,517,504,537,"1"
533,467,464,503,509,544,488,464,"1"
442,544,524,515,539,535,516,518,"1"
488,487,491,486,514,463,548,522,"1"
495,481,479,475,506,473,487,475,"1"
468,495,459,482,485,534,490,505,"1"
483,459,528,449,485,536,480,487,"1"
498,489,519,448,513,500,498,519,"1"
498,481,531,491,499,458,433,496,"1"
481,503,511,434,495,469,518,491,"1"
509,497,509,463,505,490,503,486,"1"
517,470,511,500,489,544,508,568,"1"
498,473,478,464,481,484,448,480,"1"
551,515,472,498,520,483,503,475,"1"
507,514,496,456,461,483,520,529,"1"
