"V1","V2","V3"
514,630,"1"
434,531,"1"
443,603,"1"
569,452,"1"
587,775,"1"
628,448,"1"
649,521,"1"
612,663,"1"
492,547,"1"
517,552,"1"
630,676,"1"
484,343,"1"
601,407,"1"
488,463,"1"
618,499,"1"
385,551,"1"
412,523,"1"
516,382,"1"
441,380,"1"
441,407,"1"
438,433,"1"
467,635,"1"
495,330,"1"
375,440,"1"
558,537,"1"
245,525,"1"
541,619,"1"
440,567,"1"
529,513,"1"
666,585,"1"
514,487,"1"
314,405,"1"
363,386,"1"
624,505,"1"
398,774,"1"
517,550,"1"
517,396,"1"
455,310,"1"
395,461,"1"
563,467,"1"
625,464,"1"
535,464,"1"
569,573,"1"
573,623,"1"
496,509,"1"
511,622,"1"
416,553,"1"
574,587,"1"
496,379,"1"
584,428,"1"
470,504,"1"
577,639,"1"
290,445,"1"
635,462,"1"
475,635,"1"
357,581,"1"
536,371,"1"
669,526,"1"
520,360,"1"
384,419,"1"
492,319,"1"
448,672,"1"
485,705,"1"
369,413,"1"
714,483,"1"
377,491,"1"
521,556,"1"
427,587,"1"
465,337,"1"
311,495,"1"
310,376,"1"
557,477,"1"
604,452,"1"
396,492,"1"
333,517,"1"
469,397,"1"
488,524,"1"
753,608,"1"
628,281,"1"
530,507,"1"
411,304,"1"
470,515,"1"
400,626,"1"
468,444,"1"
414,510,"1"
453,485,"1"
395,518,"1"
591,611,"1"
569,359,"1"
539,385,"1"
415,523,"1"
489,566,"1"
528,540,"1"
540,598,"1"
457,532,"1"
512,419,"1"
525,738,"1"
420,434,"1"
600,467,"1"
510,595,"1"
331,423,"1"
508,467,"1"
607,583,"1"
446,635,"1"
467,528,"1"
459,436,"1"
431,345,"1"
620,506,"1"
472,650,"1"
580,659,"1"
416,447,"1"
429,500,"1"
454,602,"1"
435,642,"1"
484,490,"1"
597,732,"1"
664,521,"1"
557,331,"1"
488,402,"1"
422,447,"1"
492,500,"1"
464,368,"1"
570,482,"1"
454,725,"1"
433,423,"1"
376,339,"1"
516,416,"1"
630,475,"1"
259,595,"1"
443,364,"1"
397,573,"1"
558,538,"1"
438,336,"1"
600,440,"1"
439,337,"1"
515,491,"1"
442,485,"1"
543,398,"1"
587,508,"1"
586,392,"1"
569,520,"1"
498,565,"1"
413,417,"1"
484,452,"1"
509,487,"1"
506,487,"1"
622,529,"1"
461,544,"1"
481,658,"1"
519,746,"1"
204,516,"1"
566,526,"1"
341,554,"1"
566,482,"1"
484,632,"1"
522,355,"1"
441,644,"1"
385,519,"1"
538,427,"1"
440,400,"1"
560,442,"1"
441,615,"1"
500,417,"1"
537,457,"1"
491,487,"1"
502,556,"1"
709,387,"1"
731,462,"1"
611,404,"1"
384,579,"1"
633,587,"1"
615,737,"1"
698,362,"1"
531,419,"1"
425,458,"1"
523,533,"1"
330,601,"1"
573,449,"1"
510,317,"1"
359,472,"1"
603,542,"1"
558,395,"1"
518,564,"1"
590,246,"1"
459,535,"1"
395,544,"1"
604,480,"1"
558,517,"1"
330,486,"1"
396,503,"1"
406,437,"1"
425,655,"1"
464,220,"1"
568,398,"1"
442,611,"1"
432,469,"1"
605,616,"1"
350,670,"1"
596,510,"1"
525,501,"1"
534,632,"1"
603,431,"1"
419,477,"1"
665,658,"1"
418,528,"1"
482,433,"1"
656,628,"1"
526,591,"1"
467,438,"1"
618,507,"1"
442,374,"1"
481,593,"1"
496,517,"1"
578,316,"1"
766,529,"1"
389,408,"1"
385,508,"1"
515,353,"1"
569,520,"1"
568,520,"1"
405,526,"1"
581,502,"1"
316,596,"1"
377,561,"1"
494,468,"1"
451,556,"1"
531,607,"1"
464,729,"1"
531,438,"1"
377,508,"1"
525,473,"1"
495,340,"1"
565,619,"1"
504,572,"1"
447,522,"1"
508,652,"1"
498,501,"1"
554,556,"1"
658,668,"1"
329,592,"1"
433,519,"1"
400,457,"1"
274,478,"1"
364,443,"1"
477,343,"1"
581,489,"1"
702,366,"1"
502,413,"1"
742,415,"1"
350,662,"1"
430,492,"1"
538,581,"1"
572,560,"1"
413,635,"1"
465,427,"1"
598,482,"1"
543,381,"1"
359,506,"1"
558,446,"1"
557,452,"1"
613,399,"1"
466,619,"1"
443,533,"1"
480,579,"1"
384,674,"1"
686,417,"1"
515,500,"1"
664,692,"1"
506,585,"1"
428,479,"1"
448,597,"1"
564,378,"1"
383,363,"1"
735,354,"1"
474,529,"1"
434,324,"1"
594,721,"1"
567,523,"1"
462,631,"1"
338,385,"1"
318,338,"1"
334,424,"1"
532,491,"1"
502,484,"1"
479,526,"1"
537,482,"1"
314,482,"1"
597,368,"1"
376,502,"1"
525,359,"1"
354,528,"1"
370,531,"1"
331,346,"1"
688,437,"1"
481,270,"1"
492,543,"1"
452,533,"1"
715,518,"1"
580,484,"1"
507,569,"1"
499,464,"1"
460,478,"1"
718,507,"1"
363,412,"1"
606,360,"1"
530,354,"1"
648,581,"1"
549,454,"1"
519,648,"1"
515,415,"1"
594,528,"1"
295,556,"1"
699,456,"1"
522,527,"1"
576,596,"1"
286,617,"1"
359,555,"1"
626,592,"1"
794,545,"1"
735,542,"1"
613,363,"1"
442,467,"1"
428,533,"1"
352,495,"1"
539,433,"1"
401,517,"1"
503,345,"1"
567,541,"1"
583,624,"1"
448,640,"1"
613,349,"1"
657,629,"1"
503,530,"1"
389,439,"1"
388,489,"1"
511,359,"1"
571,511,"1"
675,486,"1"
620,369,"1"
703,499,"1"
491,519,"1"
584,526,"1"
499,702,"1"
579,483,"1"
515,447,"1"
484,683,"1"
548,494,"1"
515,608,"1"
396,377,"1"
710,473,"1"
558,608,"1"
459,482,"1"
409,410,"1"
615,455,"1"
407,283,"1"
416,554,"1"
219,476,"1"
672,406,"1"
728,458,"1"
464,536,"1"
695,546,"1"
432,558,"1"
467,472,"1"
693,387,"1"
707,565,"1"
584,423,"1"
519,538,"1"
459,460,"1"
515,603,"1"
390,529,"1"
356,529,"1"
477,376,"1"
607,501,"1"
601,358,"1"
510,502,"1"
505,538,"1"
364,506,"1"
491,496,"1"
543,180,"1"
488,550,"1"
528,475,"1"
565,510,"1"
471,407,"1"
670,549,"1"
516,461,"1"
456,518,"1"
573,653,"1"
649,493,"1"
388,412,"1"
444,475,"1"
598,607,"1"
490,505,"1"
559,496,"1"
544,545,"1"
465,448,"1"
343,437,"1"
446,519,"1"
522,463,"1"
308,347,"1"
395,543,"1"
419,545,"1"
380,467,"1"
474,435,"1"
473,309,"1"
380,401,"1"
641,511,"1"
403,677,"1"
580,477,"1"
562,592,"1"
392,723,"1"
510,430,"1"
482,457,"1"
379,402,"1"
678,379,"1"
454,454,"1"
538,430,"1"
477,409,"1"
651,304,"1"
597,407,"1"
535,317,"1"
505,291,"1"
488,572,"1"
318,531,"1"
477,480,"1"
432,547,"1"
646,401,"1"
600,299,"1"
505,610,"1"
323,394,"1"
429,545,"1"
480,719,"1"
615,539,"1"
542,531,"1"
443,529,"1"
457,510,"1"
556,460,"1"
460,538,"1"
465,580,"1"
727,498,"1"
468,611,"1"
404,603,"1"
557,438,"1"
496,565,"1"
409,557,"1"
420,635,"1"
377,499,"1"
426,624,"1"
462,502,"1"
534,569,"1"
505,681,"1"
387,421,"1"
488,370,"1"
483,396,"1"
500,460,"1"
409,548,"1"
582,820,"1"
457,659,"1"
540,608,"1"
511,418,"1"
385,590,"1"
561,658,"1"
462,617,"1"
604,449,"1"
564,458,"1"
343,427,"1"
558,577,"1"
544,455,"1"
526,478,"1"
298,472,"1"
457,413,"1"
581,519,"1"
440,555,"1"
454,554,"1"
436,654,"1"
529,476,"1"
500,488,"1"
444,522,"1"
434,400,"1"
683,255,"1"
521,487,"1"
535,328,"1"
659,592,"1"
372,522,"1"
652,516,"1"
385,446,"1"
540,445,"1"
362,571,"1"
437,475,"1"
609,506,"1"
445,598,"1"
371,544,"1"
666,460,"1"
672,569,"1"
570,728,"1"
439,482,"1"
448,457,"1"
713,551,"1"
692,254,"1"
501,562,"1"
401,380,"1"
288,452,"1"
525,404,"1"
669,513,"1"
636,580,"1"
544,658,"1"
448,462,"1"
378,782,"1"
522,408,"1"
436,697,"1"
559,362,"1"
409,427,"1"
429,489,"1"
513,473,"1"
487,277,"1"
413,509,"1"
317,399,"1"
425,554,"1"
701,579,"1"
364,323,"1"
471,558,"1"
484,475,"1"
340,540,"1"
558,313,"1"
703,469,"1"
797,415,"1"
371,368,"1"
674,592,"1"
565,744,"1"
286,358,"1"
398,495,"1"
379,249,"1"
367,519,"1"
380,786,"1"
618,490,"1"
688,515,"1"
339,496,"1"
347,702,"1"
615,372,"1"
626,601,"1"
526,468,"1"
376,320,"1"
430,433,"1"
488,502,"1"
387,584,"1"
591,452,"1"
497,578,"1"
597,666,"1"
513,527,"1"
579,630,"1"
696,541,"1"
488,476,"1"
396,620,"1"
325,387,"1"
593,318,"1"
565,341,"1"
521,544,"1"
560,615,"1"
716,677,"1"
404,543,"1"
446,564,"1"
489,517,"1"
506,547,"1"
427,441,"1"
536,300,"1"
412,471,"1"
353,553,"1"
649,432,"1"
395,624,"1"
596,630,"1"
429,433,"1"
551,552,"1"
470,531,"1"
631,551,"1"
434,566,"1"
568,442,"1"
483,538,"1"
500,544,"1"
513,498,"1"
599,468,"1"
547,312,"1"
460,479,"1"
635,448,"1"
451,473,"1"
616,592,"1"
422,574,"1"
459,445,"1"
533,487,"1"
517,336,"1"
366,673,"1"
350,312,"1"
540,557,"1"
694,456,"1"
325,591,"1"
403,602,"1"
487,384,"1"
503,596,"1"
584,324,"1"
353,489,"1"
528,538,"1"
419,610,"1"
439,466,"1"
374,379,"1"
416,635,"1"
536,658,"1"
514,400,"1"
652,437,"1"
476,543,"1"
440,328,"1"
488,624,"1"
566,494,"1"
392,561,"1"
610,442,"1"
698,430,"1"
648,558,"1"
380,306,"1"
527,464,"1"
490,568,"1"
461,502,"1"
522,443,"1"
333,420,"1"
351,601,"1"
530,393,"1"
466,614,"1"
507,436,"1"
435,537,"1"
533,449,"1"
585,416,"1"
528,455,"1"
460,529,"1"
564,600,"1"
541,472,"1"
339,442,"1"
497,491,"1"
556,554,"1"
692,588,"1"
593,317,"1"
337,565,"1"
435,657,"1"
485,793,"1"
638,408,"1"
420,304,"1"
456,544,"1"
514,465,"1"
580,366,"1"
500,542,"1"
627,486,"1"
448,558,"1"
576,489,"1"
350,405,"1"
425,483,"1"
433,486,"1"
455,439,"1"
355,354,"1"
480,365,"1"
439,307,"1"
414,595,"1"
544,522,"1"
556,415,"1"
498,439,"1"
371,372,"1"
466,491,"1"
529,482,"1"
422,649,"1"
765,453,"1"
448,552,"1"
329,529,"1"
534,568,"1"
466,391,"1"
548,405,"1"
472,667,"1"
449,539,"1"
258,309,"1"
682,559,"1"
376,640,"1"
494,537,"1"
482,442,"1"
659,691,"1"
520,513,"1"
501,557,"1"
507,693,"1"
470,522,"1"
538,401,"1"
483,498,"1"
599,596,"1"
268,502,"1"
623,460,"1"
584,451,"1"
409,401,"1"
503,458,"1"
563,483,"1"
550,434,"1"
335,363,"1"
503,482,"1"
480,397,"1"
668,586,"1"
521,551,"1"
385,495,"1"
458,305,"1"
421,440,"1"
544,425,"1"
574,560,"1"
580,553,"1"
399,365,"1"
629,516,"1"
437,305,"1"
483,265,"1"
559,327,"1"
436,447,"1"
587,414,"1"
474,556,"1"
584,641,"1"
591,480,"1"
610,561,"1"
497,702,"1"
470,502,"1"
304,522,"1"
527,440,"1"
694,348,"1"
510,401,"1"
541,461,"1"
467,700,"1"
649,532,"1"
519,662,"1"
682,527,"1"
469,317,"1"
432,423,"1"
515,537,"1"
332,583,"1"
427,414,"1"
371,407,"1"
382,454,"1"
380,483,"1"
608,543,"1"
552,309,"1"
600,561,"1"
533,543,"1"
683,553,"1"
428,195,"1"
383,462,"1"
547,292,"1"
556,499,"1"
403,522,"1"
545,496,"1"
521,581,"1"
403,562,"1"
428,655,"1"
603,651,"1"
416,225,"1"
417,586,"1"
354,503,"1"
565,628,"1"
468,477,"1"
487,534,"1"
305,365,"1"
527,534,"1"
461,446,"1"
400,579,"1"
666,530,"1"
513,445,"1"
688,593,"1"
485,350,"1"
476,489,"1"
394,365,"1"
440,515,"1"
649,496,"1"
439,425,"1"
525,717,"1"
428,612,"1"
557,505,"1"
598,626,"1"
525,531,"1"
353,596,"1"
349,691,"1"
530,279,"1"
574,519,"1"
683,594,"1"
360,494,"1"
556,390,"1"
290,512,"1"
393,564,"1"
458,665,"1"
459,453,"1"
487,391,"1"
443,500,"1"
374,444,"1"
431,521,"1"
497,544,"1"
590,423,"1"
507,771,"1"
546,626,"1"
445,565,"1"
481,469,"1"
417,388,"1"
495,586,"1"
523,405,"1"
542,461,"1"
368,512,"1"
424,437,"1"
524,400,"1"
499,529,"1"
545,558,"1"
616,637,"1"
597,495,"1"
350,570,"1"
520,462,"1"
482,499,"1"
465,674,"1"
502,481,"1"
436,514,"1"
465,455,"1"
511,576,"1"
368,541,"1"
571,508,"1"
533,558,"1"
479,538,"1"
464,562,"1"
481,341,"1"
477,519,"1"
664,518,"1"
716,529,"1"
720,458,"1"
594,488,"1"
578,411,"1"
473,388,"1"
490,530,"1"
660,490,"1"
430,545,"1"
508,620,"1"
396,494,"1"
464,514,"1"
434,365,"1"
331,533,"1"
566,582,"1"
479,444,"1"
424,594,"1"
551,476,"1"
417,482,"1"
521,701,"1"
617,578,"1"
484,378,"1"
290,428,"1"
557,603,"1"
575,694,"1"
606,651,"1"
634,454,"1"
487,528,"1"
578,529,"1"
592,389,"1"
705,528,"1"
374,489,"1"
454,276,"1"
593,474,"1"
338,477,"1"
274,532,"1"
408,510,"1"
468,695,"1"
577,491,"1"
634,565,"1"
497,444,"1"
389,567,"1"
439,443,"1"
725,557,"1"
502,512,"1"
501,601,"1"
469,608,"1"
484,444,"1"
765,433,"1"
500,549,"1"
618,568,"1"
418,606,"1"
429,447,"1"
362,302,"1"
509,330,"1"
478,482,"1"
206,440,"1"
425,675,"1"
452,606,"1"
547,635,"1"
736,567,"1"
531,538,"1"
515,400,"1"
457,384,"1"
622,732,"1"
471,382,"1"
289,349,"1"
330,537,"1"
596,501,"1"
594,590,"1"
504,490,"1"
595,513,"1"
516,509,"1"
404,486,"1"
506,464,"1"
518,582,"1"
479,496,"1"
641,499,"2"
539,673,"2"
597,515,"2"
530,554,"2"
601,576,"2"
722,695,"2"
750,670,"2"
443,624,"2"
479,701,"2"
474,548,"2"
455,613,"2"
514,516,"2"
566,552,"2"
511,514,"2"
640,530,"2"
574,659,"2"
788,571,"2"
544,496,"2"
814,706,"2"
707,727,"2"
409,646,"2"
431,742,"2"
501,695,"2"
658,589,"2"
607,498,"2"
614,666,"2"
781,571,"2"
536,302,"2"
497,713,"2"
765,588,"2"
504,518,"2"
505,665,"2"
639,566,"2"
514,631,"2"
508,633,"2"
418,540,"2"
640,558,"2"
452,564,"2"
515,652,"2"
527,535,"2"
638,579,"2"
436,604,"2"
648,423,"2"
599,548,"2"
645,591,"2"
512,467,"2"
607,792,"2"
671,597,"2"
517,342,"2"
628,664,"2"
458,551,"2"
405,646,"2"
742,615,"2"
630,677,"2"
700,710,"2"
598,727,"2"
385,644,"2"
595,469,"2"
712,597,"2"
551,614,"2"
546,635,"2"
686,678,"2"
558,639,"2"
576,627,"2"
636,592,"2"
618,525,"2"
355,710,"2"
608,576,"2"
641,677,"2"
734,749,"2"
583,699,"2"
570,582,"2"
697,523,"2"
869,710,"2"
583,589,"2"
496,590,"2"
621,544,"2"
598,463,"2"
581,542,"2"
580,477,"2"
579,545,"2"
583,574,"2"
670,501,"2"
556,636,"2"
571,528,"2"
502,765,"2"
803,348,"2"
470,546,"2"
612,649,"2"
703,681,"2"
655,711,"2"
306,410,"2"
639,682,"2"
589,544,"2"
717,544,"2"
520,627,"2"
678,483,"2"
656,625,"2"
507,809,"2"
517,478,"2"
667,556,"2"
692,713,"2"
483,450,"2"
706,494,"2"
632,573,"2"
567,562,"2"
742,677,"2"
732,476,"2"
581,665,"2"
664,625,"2"
565,561,"2"
550,634,"2"
601,523,"2"
624,619,"2"
429,628,"2"
493,746,"2"
462,470,"2"
694,494,"2"
631,700,"2"
610,672,"2"
666,644,"2"
558,614,"2"
611,728,"2"
625,588,"2"
612,605,"2"
726,626,"2"
664,540,"2"
624,606,"2"
608,590,"2"
473,541,"2"
684,551,"2"
578,578,"2"
641,587,"2"
459,561,"2"
626,547,"2"
531,601,"2"
461,651,"2"
549,717,"2"
534,592,"2"
466,568,"2"
462,580,"2"
441,773,"2"
777,676,"2"
430,383,"2"
600,603,"2"
438,635,"2"
581,553,"2"
702,328,"2"
461,610,"2"
508,754,"2"
498,538,"2"
587,685,"2"
662,492,"2"
623,681,"2"
770,580,"2"
620,294,"2"
704,586,"2"
560,407,"2"
643,598,"2"
712,500,"2"
775,880,"2"
535,553,"2"
567,374,"2"
633,636,"2"
468,598,"2"
670,628,"2"
494,573,"2"
670,678,"2"
467,552,"2"
684,581,"2"
464,634,"2"
615,581,"2"
451,634,"2"
549,616,"2"
453,585,"2"
652,497,"2"
565,570,"2"
491,625,"2"
524,613,"2"
571,679,"2"
613,659,"2"
274,557,"2"
714,681,"2"
567,386,"2"
487,507,"2"
553,642,"2"
537,721,"2"
722,653,"2"
457,611,"2"
605,617,"2"
766,537,"2"
465,497,"2"
629,566,"2"
566,546,"2"
701,846,"2"
610,646,"2"
512,763,"2"
549,638,"2"
461,527,"2"
586,486,"2"
510,567,"2"
494,646,"2"
722,572,"2"
467,387,"2"
440,597,"2"
706,649,"2"
633,639,"2"
632,724,"2"
483,745,"2"
577,471,"2"
438,622,"2"
596,493,"2"
709,774,"2"
719,673,"2"
879,548,"2"
530,535,"2"
654,498,"2"
747,659,"2"
611,452,"2"
480,590,"2"
600,511,"2"
730,703,"2"
485,589,"2"
521,681,"2"
664,538,"2"
724,545,"2"
516,364,"2"
738,649,"2"
620,554,"2"
721,542,"2"
481,561,"2"
588,604,"2"
637,507,"2"
697,691,"2"
602,721,"2"
734,613,"2"
519,489,"2"
557,578,"2"
610,484,"2"
617,543,"2"
571,523,"2"
780,730,"2"
678,566,"2"
523,505,"2"
583,666,"2"
559,517,"2"
718,645,"2"
673,671,"2"
708,571,"2"
671,567,"2"
504,562,"2"
646,610,"2"
640,533,"2"
599,605,"2"
564,626,"2"
484,511,"2"
736,689,"2"
549,573,"2"
508,629,"2"
650,461,"2"
534,639,"2"
455,611,"2"
740,567,"2"
577,474,"2"
598,691,"2"
554,576,"2"
665,532,"2"
553,737,"2"
502,404,"2"
692,640,"2"
535,534,"2"
641,557,"2"
471,678,"2"
670,495,"2"
570,779,"2"
595,574,"2"
588,669,"2"
459,486,"2"
543,480,"2"
758,400,"2"
536,540,"2"
812,601,"2"
534,731,"2"
681,579,"2"
505,424,"2"
599,589,"2"
597,475,"2"
379,691,"2"
479,607,"2"
687,816,"2"
609,508,"2"
600,433,"2"
699,558,"2"
343,513,"2"
511,569,"2"
549,589,"2"
735,574,"2"
620,712,"2"
761,515,"2"
748,698,"2"
666,763,"2"
557,730,"2"
672,724,"2"
483,649,"2"
476,557,"2"
491,576,"2"
591,633,"2"
604,648,"2"
603,599,"2"
511,678,"2"
664,613,"2"
459,598,"2"
748,674,"2"
527,503,"2"
547,702,"2"
565,446,"2"
747,461,"2"
655,641,"2"
428,725,"2"
653,607,"2"
703,646,"2"
680,459,"2"
622,742,"2"
597,598,"2"
517,750,"2"
339,545,"2"
543,623,"2"
560,584,"2"
651,532,"2"
495,522,"2"
633,594,"2"
385,727,"2"
646,477,"2"
708,687,"2"
641,499,"2"
475,692,"2"
672,763,"2"
573,619,"2"
546,487,"2"
490,553,"2"
645,561,"2"
593,664,"2"
712,635,"2"
699,704,"2"
356,725,"2"
634,513,"2"
497,408,"2"
478,518,"2"
636,670,"2"
546,605,"2"
605,704,"2"
690,678,"2"
472,485,"2"
841,618,"2"
650,741,"2"
433,522,"2"
502,536,"2"
629,382,"2"
566,747,"2"
725,489,"2"
459,482,"2"
698,544,"2"
735,533,"2"
687,481,"2"
665,526,"2"
599,642,"2"
653,721,"2"
414,471,"2"
644,704,"2"
590,540,"2"
504,508,"2"
535,683,"2"
621,719,"2"
653,445,"2"
486,806,"2"
617,596,"2"
598,699,"2"
500,606,"2"
638,613,"2"
478,690,"2"
583,354,"2"
677,374,"2"
584,752,"2"
590,697,"2"
599,552,"2"
735,658,"2"
668,562,"2"
734,602,"2"
506,597,"2"
521,433,"2"
505,552,"2"
587,774,"2"
712,598,"2"
813,617,"2"
492,736,"2"
548,501,"2"
771,667,"2"
498,683,"2"
549,734,"2"
744,486,"2"
625,495,"2"
551,465,"2"
655,576,"2"
614,370,"2"
612,589,"2"
629,636,"2"
828,681,"2"
637,599,"2"
776,746,"2"
824,500,"2"
454,501,"2"
675,772,"2"
679,608,"2"
635,669,"2"
721,737,"2"
607,638,"2"
566,598,"2"
701,610,"2"
676,626,"2"
639,575,"2"
552,504,"2"
723,694,"2"
599,609,"2"
581,630,"2"
774,463,"2"
583,435,"2"
672,820,"2"
381,649,"2"
642,675,"2"
652,612,"2"
405,673,"2"
531,606,"2"
620,619,"2"
574,573,"2"
647,384,"2"
622,663,"2"
353,651,"2"
616,622,"2"
651,446,"2"
506,511,"2"
595,728,"2"
532,517,"2"
740,580,"2"
674,515,"2"
609,536,"2"
675,512,"2"
613,608,"2"
635,642,"2"
532,635,"2"
644,710,"2"
496,566,"2"
723,685,"2"
858,590,"2"
538,572,"2"
639,665,"2"
620,489,"2"
720,554,"2"
637,394,"2"
544,546,"2"
685,567,"2"
594,617,"2"
720,537,"2"
620,554,"2"
572,407,"2"
633,557,"2"
581,611,"2"
571,606,"2"
688,689,"2"
439,565,"2"
496,740,"2"
446,601,"2"
636,620,"2"
409,537,"2"
594,671,"2"
709,839,"2"
807,744,"2"
625,779,"2"
489,776,"2"
538,428,"2"
521,472,"2"
597,615,"2"
635,562,"2"
369,563,"2"
573,583,"2"
481,610,"2"
673,470,"2"
599,600,"2"
686,496,"2"
600,615,"2"
742,424,"2"
513,454,"2"
617,588,"2"
512,536,"2"
571,522,"2"
467,572,"2"
540,559,"2"
463,389,"2"
527,617,"2"
623,713,"2"
732,428,"2"
681,586,"2"
768,675,"2"
647,510,"2"
700,555,"2"
573,444,"2"
532,665,"2"
361,570,"2"
710,647,"2"
425,602,"2"
678,652,"2"
600,464,"2"
410,456,"2"
711,693,"2"
463,659,"2"
540,482,"2"
461,563,"2"
599,584,"2"
605,599,"2"
507,515,"2"
495,467,"2"
535,724,"2"
550,777,"2"
621,750,"2"
601,599,"2"
581,483,"2"
481,637,"2"
542,596,"2"
634,473,"2"
610,535,"2"
445,523,"2"
488,643,"2"
581,712,"2"
606,562,"2"
497,354,"2"
505,456,"2"
562,795,"2"
534,703,"2"
633,554,"2"
495,629,"2"
559,494,"2"
536,706,"2"
768,702,"2"
817,611,"2"
644,559,"2"
696,705,"2"
723,752,"2"
755,620,"2"
543,471,"2"
556,573,"2"
609,586,"2"
606,768,"2"
746,751,"2"
636,772,"2"
479,518,"2"
489,613,"2"
634,658,"2"
674,756,"2"
480,718,"2"
679,528,"2"
686,693,"2"
614,365,"2"
549,652,"2"
631,736,"2"
602,621,"2"
548,547,"2"
670,665,"2"
667,535,"2"
542,708,"2"
567,638,"2"
356,630,"2"
554,663,"2"
488,557,"2"
571,573,"2"
753,708,"2"
753,674,"2"
582,414,"2"
770,466,"2"
715,700,"2"
724,721,"2"
568,413,"2"
547,707,"2"
367,729,"2"
634,717,"2"
712,550,"2"
431,594,"2"
521,793,"2"
632,597,"2"
581,583,"2"
542,516,"2"
578,649,"2"
602,502,"2"
584,676,"2"
382,639,"2"
509,527,"2"
516,726,"2"
427,620,"2"
607,427,"2"
534,723,"2"
710,745,"2"
758,713,"2"
608,584,"2"
541,750,"2"
583,799,"2"
491,637,"2"
506,496,"2"
664,626,"2"
524,652,"2"
532,675,"2"
575,769,"2"
409,715,"2"
581,579,"2"
644,647,"2"
650,622,"2"
663,525,"2"
643,633,"2"
598,570,"2"
502,695,"2"
722,571,"2"
469,687,"2"
531,531,"2"
613,402,"2"
573,476,"2"
726,633,"2"
907,593,"2"
771,597,"2"
703,494,"2"
444,519,"2"
611,762,"2"
649,463,"2"
596,527,"2"
560,629,"2"
524,621,"2"
529,494,"2"
685,584,"2"
583,484,"2"
401,705,"2"
526,556,"2"
435,702,"2"
585,768,"2"
765,575,"2"
646,522,"2"
801,517,"2"
623,657,"2"
708,707,"2"
843,428,"2"
623,601,"2"
678,520,"2"
546,577,"2"
649,601,"2"
659,625,"2"
451,711,"2"
604,604,"2"
648,595,"2"
420,768,"2"
712,504,"2"
519,396,"2"
602,641,"2"
512,753,"2"
577,529,"2"
564,475,"2"
586,712,"2"
662,366,"2"
523,593,"2"
566,625,"2"
652,597,"2"
587,632,"2"
516,698,"2"
683,793,"2"
649,683,"2"
562,569,"2"
756,637,"2"
605,766,"2"
677,606,"2"
400,535,"2"
631,565,"2"
606,567,"2"
609,497,"2"
637,617,"2"
616,613,"2"
736,429,"2"
784,601,"2"
780,587,"2"
520,476,"2"
532,480,"2"
623,666,"2"
598,731,"2"
817,577,"2"
445,958,"2"
633,357,"2"
644,581,"2"
503,629,"2"
613,464,"2"
484,864,"2"
573,580,"2"
603,667,"2"
624,691,"2"
573,652,"2"
527,534,"2"
560,557,"2"
485,428,"2"
635,503,"2"
820,638,"2"
444,581,"2"
589,516,"2"
627,593,"2"
516,546,"2"
509,533,"2"
722,602,"2"
403,756,"2"
597,646,"2"
581,759,"2"
667,550,"2"
732,714,"2"
530,456,"2"
605,493,"2"
573,691,"2"
514,626,"2"
637,425,"2"
754,574,"2"
752,561,"2"
590,528,"2"
616,564,"2"
566,571,"2"
