"V1","V2","V3","V4","V5","V6","V7","V8","V9"
513,414,561,537,507,450,450,534,"1"
381,534,529,538,483,514,468,544,"1"
488,490,513,516,503,388,438,436,"1"
530,483,482,505,526,558,601,565,"1"
536,410,557,443,461,542,448,499,"1"
532,507,525,589,414,455,449,483,"1"
586,521,560,513,654,543,477,523,"1"
442,562,508,446,427,525,498,505,"1"
423,585,460,413,561,476,529,518,"1"
424,548,495,566,523,520,538,582,"1"
543,540,588,477,472,508,528,462,"1"
550,575,496,568,406,538,477,476,"1"
486,547,435,508,500,413,504,465,"1"
502,436,489,434,550,615,556,561,"1"
497,582,464,502,432,484,612,499,"1"
445,482,510,490,441,506,488,525,"1"
517,505,564,547,418,453,567,530,"1"
468,495,530,518,476,523,494,480,"1"
384,485,454,485,543,485,522,446,"1"
548,545,587,568,489,489,496,434,"1"
454,466,475,443,513,447,509,361,"1"
474,480,436,436,502,610,568,497,"1"
455,498,452,497,469,547,434,460,"1"
501,541,536,504,576,456,457,530,"1"
531,503,544,538,580,522,507,585,"1"
403,503,528,444,595,645,517,521,"1"
538,514,470,478,490,443,478,472,"1"
544,486,543,480,452,495,557,479,"1"
574,455,437,508,508,478,524,516,"1"
432,579,421,514,544,450,404,460,"1"
500,499,546,495,471,414,498,474,"1"
563,530,448,503,455,526,551,556,"1"
523,582,509,583,468,501,501,482,"1"
471,477,527,446,471,435,493,491,"1"
516,629,534,532,470,539,525,486,"1"
554,475,499,525,463,453,474,499,"1"
409,408,472,465,462,443,534,409,"1"
447,481,479,543,574,529,475,532,"1"
544,494,442,465,473,473,442,495,"1"
553,511,519,497,488,575,470,545,"1"
468,589,512,474,498,522,537,479,"1"
436,561,491,448,561,488,480,491,"1"
514,573,528,482,369,534,548,581,"1"
438,583,480,518,436,548,527,399,"1"
395,499,514,498,541,512,539,465,"1"
539,564,497,535,514,499,462,436,"1"
506,467,547,441,583,463,597,440,"1"
631,489,583,585,538,444,469,518,"1"
501,427,491,445,554,471,503,514,"1"
484,508,509,458,428,517,515,429,"1"
471,562,611,490,518,540,585,492,"1"
469,482,457,524,417,435,538,498,"1"
422,587,490,459,479,506,491,477,"1"
567,556,508,523,566,519,575,508,"1"
407,523,557,559,461,561,493,531,"1"
464,494,459,444,493,544,393,486,"1"
576,556,488,363,469,443,493,522,"1"
528,543,562,477,521,443,459,494,"1"
525,473,496,558,473,400,497,551,"1"
496,501,543,590,559,415,526,448,"1"
455,416,473,557,472,405,457,575,"1"
495,560,597,487,459,403,493,479,"1"
465,556,486,404,382,520,578,475,"1"
550,449,565,440,432,470,450,520,"1"
489,422,531,533,460,548,493,547,"1"
451,505,527,533,453,426,503,515,"1"
538,454,484,455,502,494,516,484,"1"
500,483,460,555,523,493,452,470,"1"
483,524,581,435,542,527,479,472,"1"
508,437,510,481,488,465,428,407,"1"
575,427,552,528,445,461,370,514,"1"
560,510,478,482,485,493,444,446,"1"
465,575,510,490,512,535,443,428,"1"
495,442,479,564,504,457,593,551,"1"
514,534,544,501,567,531,499,555,"1"
556,479,580,548,429,544,545,518,"1"
534,550,532,548,503,433,474,456,"1"
564,492,540,387,551,513,505,568,"1"
547,523,474,446,548,518,524,459,"1"
551,514,569,518,487,573,515,505,"1"
426,393,517,398,480,403,483,396,"1"
563,449,530,536,516,489,539,505,"1"
516,427,490,462,469,532,422,540,"1"
507,506,490,530,469,404,517,492,"1"
472,467,419,579,485,463,653,564,"1"
491,527,555,457,495,479,543,425,"1"
467,546,466,593,487,442,464,517,"1"
509,431,512,490,459,553,435,454,"1"
542,477,523,510,495,395,515,467,"1"
623,484,568,538,530,528,429,551,"1"
426,509,524,513,631,587,280,519,"1"
575,544,492,441,558,510,501,521,"1"
565,493,463,447,580,545,525,414,"1"
481,408,519,429,523,464,511,453,"1"
485,444,501,521,478,472,389,559,"1"
414,513,528,447,404,468,525,481,"1"
536,496,489,447,540,503,548,436,"1"
524,615,530,456,512,536,583,494,"1"
446,521,415,492,546,525,533,610,"1"
557,463,386,520,418,503,515,481,"1"
508,578,526,540,451,448,562,506,"1"
445,409,492,470,452,485,514,498,"1"
490,419,515,420,564,548,493,453,"1"
535,571,541,490,518,466,508,482,"1"
512,420,490,424,480,490,418,527,"1"
469,502,548,570,565,607,480,396,"1"
604,443,543,528,546,505,450,559,"1"
510,440,509,493,463,497,460,514,"1"
539,538,528,405,562,491,591,476,"1"
437,465,556,467,425,456,441,423,"1"
472,485,563,451,464,567,558,506,"1"
516,535,457,415,499,513,533,523,"1"
508,478,525,474,469,599,483,506,"1"
512,627,545,495,522,454,499,487,"1"
581,433,487,547,474,470,508,440,"1"
409,481,518,513,591,518,519,495,"1"
503,459,587,399,473,447,485,559,"1"
467,437,587,490,495,549,422,497,"1"
481,546,453,506,471,501,525,379,"1"
496,449,524,580,513,461,452,485,"1"
473,440,572,453,580,479,554,536,"1"
507,556,537,520,472,480,476,473,"1"
637,539,560,436,485,476,508,538,"1"
516,496,426,447,433,409,426,494,"1"
534,496,498,417,490,471,498,524,"1"
471,571,499,514,445,485,524,462,"1"
512,506,513,527,568,579,457,470,"1"
485,518,482,599,474,430,574,451,"1"
446,473,562,555,523,432,556,499,"1"
500,479,463,549,502,476,545,534,"1"
471,535,440,351,571,550,587,574,"1"
499,458,540,442,432,398,470,505,"1"
504,548,491,490,463,510,501,545,"1"
523,442,569,473,501,638,480,393,"1"
523,487,469,533,506,469,527,553,"1"
526,475,452,431,475,572,475,495,"1"
373,555,537,526,541,502,510,614,"1"
511,512,538,554,606,510,514,489,"1"
438,472,502,556,471,471,378,491,"1"
550,496,415,530,516,491,472,474,"1"
537,508,558,479,437,417,435,530,"1"
542,498,558,559,461,513,506,587,"1"
513,583,521,530,540,481,475,466,"1"
525,551,510,556,528,493,453,481,"1"
551,458,517,555,525,556,435,508,"1"
466,516,375,574,621,477,481,583,"1"
538,525,534,468,450,466,493,552,"1"
573,549,434,563,482,438,385,442,"1"
529,468,555,487,466,502,499,409,"1"
522,497,531,477,563,405,495,492,"1"
453,498,517,546,473,487,532,554,"1"
590,554,517,587,494,444,479,538,"1"
512,502,449,504,514,528,502,465,"1"
388,532,499,508,472,523,395,517,"1"
460,552,436,473,519,444,485,544,"1"
592,491,481,482,540,441,518,495,"1"
446,530,482,484,519,465,498,499,"1"
476,586,515,500,466,568,470,515,"1"
560,561,533,476,440,566,457,523,"1"
484,446,494,502,509,519,542,537,"1"
598,484,539,537,498,649,472,506,"1"
501,548,442,510,538,543,478,559,"1"
611,479,499,490,544,478,421,553,"1"
429,496,454,481,496,508,454,567,"1"
478,442,501,492,451,488,491,595,"1"
498,491,463,483,460,496,494,535,"1"
491,509,484,548,524,456,487,414,"1"
504,530,465,521,539,489,569,508,"1"
438,519,508,454,452,568,590,515,"1"
482,521,456,505,415,428,526,512,"1"
394,510,483,549,407,484,393,488,"1"
501,478,501,494,485,482,488,409,"1"
509,479,567,478,447,532,504,513,"1"
568,507,451,508,525,455,481,487,"1"
377,525,501,548,498,526,602,550,"1"
568,492,567,461,567,524,561,513,"1"
484,452,473,512,508,416,445,449,"1"
412,555,490,456,483,600,471,487,"1"
561,449,445,461,436,560,478,412,"1"
436,504,444,514,558,505,515,584,"1"
547,468,514,503,485,559,561,472,"1"
490,371,471,496,491,517,511,526,"1"
508,507,546,526,559,582,471,511,"1"
396,524,466,535,390,500,506,455,"1"
465,499,461,518,459,516,524,545,"1"
545,489,443,582,565,485,477,472,"1"
385,462,462,497,514,508,476,494,"1"
422,458,509,520,544,486,551,500,"1"
509,497,608,538,398,489,461,479,"1"
497,531,529,430,522,458,436,405,"1"
594,486,556,489,564,455,559,547,"1"
480,571,575,604,424,511,502,496,"1"
524,554,525,515,488,453,554,432,"1"
472,472,403,434,475,537,525,499,"1"
503,447,513,496,469,547,587,508,"1"
503,542,474,487,504,437,596,522,"1"
440,475,601,548,554,545,489,523,"1"
514,541,559,531,488,528,468,463,"1"
548,549,461,556,491,530,500,516,"1"
508,474,514,525,456,496,462,533,"1"
589,543,462,422,488,457,490,504,"1"
545,462,426,468,466,506,537,470,"1"
386,420,461,594,555,539,449,542,"1"
539,501,433,490,539,437,460,530,"1"
477,480,611,487,506,544,550,450,"1"
590,427,462,582,470,500,500,497,"1"
446,550,522,452,525,429,462,520,"1"
496,501,498,495,558,548,420,433,"1"
450,515,518,565,529,450,434,511,"1"
376,437,472,501,523,423,539,464,"1"
568,487,448,507,547,582,454,417,"1"
558,452,545,512,552,481,432,600,"1"
496,533,520,463,522,425,568,451,"1"
477,496,434,495,526,522,502,503,"1"
566,407,463,524,488,494,433,438,"1"
464,530,483,502,494,469,520,506,"1"
562,571,530,492,420,606,497,497,"1"
477,468,471,456,487,513,442,540,"1"
455,478,548,466,491,506,518,417,"1"
507,546,447,518,462,447,486,515,"1"
585,592,548,551,537,435,560,475,"1"
450,468,490,538,563,523,520,518,"1"
396,483,417,481,433,532,525,413,"1"
478,495,444,477,522,459,472,425,"1"
442,558,493,562,544,616,567,459,"1"
572,478,482,473,497,533,629,533,"1"
522,472,514,530,455,414,529,532,"1"
436,602,489,484,542,503,489,431,"1"
572,424,467,448,510,526,506,507,"1"
521,563,544,561,447,509,521,434,"1"
425,571,505,532,524,508,497,395,"1"
559,568,520,423,435,555,488,593,"1"
519,546,604,519,473,550,415,522,"1"
510,512,546,501,523,413,626,414,"1"
552,475,497,600,504,438,447,464,"1"
477,457,494,530,468,413,388,420,"1"
529,510,481,470,502,518,571,490,"1"
512,488,495,423,560,465,470,557,"1"
487,538,563,554,498,556,400,488,"1"
478,440,533,562,466,453,479,505,"1"
470,538,456,469,532,494,569,544,"1"
403,417,488,437,579,436,495,407,"1"
545,502,439,516,551,489,462,505,"1"
443,429,529,487,462,526,453,473,"1"
454,463,507,494,558,405,575,475,"1"
520,478,587,410,435,517,431,440,"1"
442,479,542,538,537,450,537,525,"1"
474,504,450,460,520,423,499,546,"1"
542,541,515,484,483,454,464,528,"1"
481,557,461,492,493,468,439,409,"1"
545,535,607,571,592,534,513,538,"1"
561,584,511,517,535,596,499,468,"1"
546,530,539,538,510,495,490,497,"1"
553,360,474,490,509,466,549,428,"1"
464,542,508,532,454,575,629,540,"1"
490,505,524,489,448,531,485,583,"1"
396,471,483,527,524,434,522,510,"1"
580,475,522,529,547,487,524,505,"1"
542,515,473,545,478,450,511,463,"1"
540,474,459,507,565,479,476,522,"1"
538,578,529,453,532,477,516,458,"1"
503,500,431,479,551,545,428,466,"1"
549,561,578,538,477,542,532,501,"1"
576,440,557,502,525,524,479,488,"1"
621,428,484,534,467,568,504,536,"1"
542,512,544,581,581,441,482,516,"1"
434,498,561,560,468,489,490,497,"1"
521,509,414,439,512,466,566,494,"1"
522,545,495,550,486,443,579,584,"1"
446,529,461,520,436,514,592,472,"1"
419,484,466,471,537,559,478,498,"1"
496,426,489,597,432,560,546,447,"1"
446,515,397,524,564,472,449,392,"1"
454,503,596,447,494,470,428,469,"1"
495,583,531,544,592,335,467,511,"1"
558,493,493,480,510,421,486,541,"1"
496,462,548,486,508,489,412,483,"1"
496,551,486,505,469,484,505,621,"1"
590,540,506,564,511,483,475,498,"1"
458,461,498,510,499,574,457,487,"1"
541,414,536,486,534,515,487,506,"1"
461,519,488,482,522,566,471,470,"1"
461,510,449,507,464,515,472,519,"1"
528,581,486,514,497,536,575,489,"1"
474,541,525,511,394,504,449,455,"1"
549,396,496,519,517,523,534,517,"1"
469,510,466,514,514,491,467,498,"1"
484,581,545,522,471,591,511,485,"1"
478,495,446,458,464,519,469,552,"1"
521,524,529,530,453,515,456,515,"1"
503,531,506,428,443,480,523,568,"1"
525,534,507,511,460,467,539,400,"1"
471,514,434,517,530,454,468,446,"1"
553,439,512,547,665,603,460,532,"1"
498,472,499,382,525,417,455,408,"1"
415,545,550,488,452,486,448,614,"1"
368,524,594,447,458,549,570,557,"1"
354,496,433,518,470,419,490,418,"1"
441,480,500,588,519,428,517,551,"1"
527,502,604,530,394,503,550,480,"1"
518,555,503,516,437,500,520,449,"1"
576,469,477,496,496,509,519,531,"1"
503,503,513,440,557,522,552,414,"1"
578,445,555,543,459,497,500,594,"1"
491,460,467,483,562,448,439,662,"1"
505,492,493,522,515,529,505,440,"1"
457,415,435,547,487,500,527,461,"1"
436,549,498,428,456,414,472,567,"1"
511,495,477,532,505,486,367,499,"1"
460,503,485,486,437,507,515,513,"1"
418,422,505,458,495,536,588,490,"1"
487,417,552,498,454,529,546,454,"1"
448,518,545,455,550,535,398,516,"1"
540,542,513,513,459,481,480,478,"1"
491,444,524,472,519,606,485,469,"1"
450,520,517,492,475,425,479,511,"1"
544,487,529,487,541,555,519,509,"1"
532,540,564,569,548,504,470,489,"1"
552,357,504,546,543,451,500,514,"1"
427,498,557,594,487,472,501,571,"1"
425,434,530,501,454,527,574,493,"1"
538,445,577,512,516,456,491,516,"1"
523,459,536,603,579,450,446,460,"1"
493,506,476,482,561,517,462,520,"1"
523,567,488,472,535,488,501,521,"1"
446,530,488,476,499,448,526,557,"1"
510,607,475,542,477,446,546,513,"1"
409,488,534,495,505,488,536,540,"1"
493,512,458,468,487,601,467,457,"1"
493,494,464,447,480,477,509,613,"1"
504,429,427,577,460,503,617,551,"1"
494,438,562,597,553,517,488,501,"1"
484,473,489,470,554,478,439,552,"1"
549,438,493,493,489,537,454,514,"1"
509,430,578,465,533,556,488,465,"1"
513,547,453,527,494,460,489,506,"1"
591,500,586,479,486,492,462,590,"1"
593,534,487,576,500,523,547,469,"1"
478,531,386,539,612,599,536,485,"1"
571,496,629,496,436,530,501,533,"1"
491,450,477,529,478,414,465,485,"1"
470,465,521,436,480,480,504,496,"1"
516,489,491,485,521,537,383,542,"1"
523,352,637,430,471,494,498,508,"1"
498,528,480,396,486,425,585,529,"1"
499,506,582,593,501,483,456,462,"1"
495,468,459,505,462,471,554,462,"1"
533,438,434,458,538,455,464,500,"1"
524,434,381,408,548,532,471,549,"1"
471,486,521,546,605,471,525,493,"1"
515,467,483,514,554,494,445,547,"1"
542,445,541,490,470,535,479,435,"1"
443,459,439,540,517,481,585,509,"1"
558,547,486,465,525,470,491,517,"1"
509,605,478,556,479,524,526,513,"1"
545,495,588,500,478,500,459,510,"1"
374,446,505,513,502,451,544,522,"1"
507,513,511,597,512,514,505,521,"1"
478,578,548,438,523,476,559,437,"1"
465,508,508,435,477,538,545,547,"1"
378,514,551,430,478,454,459,494,"1"
429,449,528,541,493,382,477,557,"1"
485,589,566,537,425,472,486,532,"1"
469,477,393,496,481,569,593,437,"1"
520,569,437,426,526,495,525,541,"1"
519,514,440,420,502,535,518,431,"1"
553,416,568,453,482,500,518,434,"1"
493,468,493,501,507,479,553,496,"1"
454,603,486,462,514,488,541,515,"1"
487,454,564,463,571,518,623,589,"1"
503,498,505,455,515,533,486,512,"1"
414,476,472,531,467,464,510,507,"1"
462,475,512,594,535,501,533,528,"1"
535,464,621,574,526,536,508,523,"1"
583,429,558,456,541,489,456,411,"1"
495,471,486,434,514,551,479,535,"1"
494,335,489,491,492,553,546,463,"1"
517,535,528,515,556,547,393,456,"1"
425,464,510,417,511,521,558,467,"1"
544,545,512,465,403,529,494,503,"1"
487,565,441,497,499,543,532,517,"1"
456,470,509,529,502,433,430,460,"1"
533,509,456,535,478,461,503,446,"1"
602,472,476,574,494,507,515,581,"1"
527,439,476,523,504,457,535,629,"1"
437,498,503,480,595,511,442,602,"1"
520,483,471,572,418,501,510,571,"1"
482,487,582,492,507,461,542,516,"1"
497,485,460,425,633,434,515,397,"1"
441,442,451,473,489,491,581,476,"1"
568,575,484,487,391,487,597,537,"1"
498,511,514,473,500,578,484,470,"1"
610,565,471,467,513,544,591,669,"1"
553,508,542,447,447,513,525,552,"1"
542,453,484,553,501,546,490,461,"1"
467,420,420,463,495,520,504,443,"1"
448,492,552,527,536,492,431,564,"1"
601,573,476,451,483,563,595,489,"1"
471,507,566,490,461,438,488,529,"1"
504,484,416,489,436,520,443,493,"1"
509,437,455,460,565,548,484,509,"1"
488,530,442,448,442,501,523,494,"1"
508,488,485,569,599,452,508,452,"1"
614,513,547,523,542,521,554,499,"1"
617,540,481,470,392,484,529,560,"1"
516,565,622,534,478,530,476,444,"1"
485,528,550,565,456,577,528,539,"1"
536,462,397,405,459,519,561,525,"1"
575,604,403,528,515,560,437,547,"1"
467,475,506,512,467,505,438,484,"1"
514,457,436,427,486,583,532,426,"1"
509,402,574,571,633,634,472,431,"1"
541,557,513,517,380,556,450,495,"1"
461,514,549,451,485,402,547,382,"1"
421,540,553,480,397,498,380,438,"1"
516,525,543,539,513,447,479,504,"1"
514,455,468,507,340,455,448,446,"1"
416,453,443,485,519,512,525,568,"1"
521,525,500,485,443,540,517,484,"1"
489,567,537,462,578,525,461,472,"1"
467,397,439,527,475,450,533,545,"1"
629,575,592,438,521,501,457,563,"1"
518,436,493,506,488,448,513,475,"1"
494,523,394,564,461,476,542,452,"1"
516,450,536,418,451,486,495,442,"1"
460,592,392,469,483,492,507,519,"1"
495,525,470,538,465,502,551,479,"1"
539,545,492,498,440,451,510,442,"1"
478,570,588,478,587,452,531,508,"1"
443,502,563,578,449,473,476,630,"1"
483,555,560,494,476,550,469,488,"1"
543,496,529,514,517,517,476,510,"1"
471,539,446,514,493,539,484,422,"1"
535,491,553,490,506,552,473,554,"1"
496,444,527,563,483,472,460,583,"1"
477,512,503,419,465,475,463,555,"1"
452,473,505,537,346,504,373,471,"1"
548,521,506,536,438,528,499,585,"1"
477,487,584,547,553,484,539,489,"1"
428,456,566,542,524,483,466,512,"1"
501,525,491,510,483,448,449,502,"1"
450,501,454,551,511,435,510,488,"1"
432,599,568,523,492,503,563,559,"1"
451,488,503,449,445,422,440,446,"1"
431,504,488,452,388,449,462,455,"1"
532,467,517,571,574,492,546,507,"1"
438,500,587,568,563,427,465,413,"1"
522,458,557,458,430,547,371,426,"1"
577,440,576,453,500,450,566,560,"1"
524,520,473,456,381,538,519,459,"1"
468,572,394,610,526,603,620,540,"1"
475,466,474,586,491,538,467,558,"1"
507,542,593,460,484,500,584,412,"1"
520,444,448,469,459,455,461,510,"1"
563,599,551,503,509,497,529,565,"1"
471,572,420,527,484,476,394,441,"1"
582,553,514,596,547,479,475,554,"1"
475,519,435,492,511,580,469,481,"1"
489,495,550,577,542,438,459,532,"1"
473,500,428,527,489,457,625,500,"1"
470,482,531,510,555,535,505,442,"1"
561,535,567,529,480,470,587,533,"1"
492,461,400,558,371,495,492,431,"1"
443,576,452,478,499,471,353,521,"1"
533,470,531,445,540,509,425,569,"1"
470,531,578,397,478,459,456,451,"1"
452,527,498,558,575,554,437,458,"1"
540,415,492,458,451,500,432,471,"1"
512,430,533,478,491,455,563,555,"1"
512,456,433,557,471,532,522,512,"1"
458,437,451,494,416,457,503,483,"1"
476,447,439,506,590,479,507,464,"1"
504,600,460,435,474,537,525,478,"1"
496,447,443,472,601,477,526,483,"1"
479,452,470,440,563,490,553,394,"1"
518,548,471,475,509,491,433,561,"1"
487,543,403,502,436,523,461,465,"1"
523,434,426,385,502,520,512,513,"1"
352,453,595,466,461,466,599,540,"1"
520,406,544,504,479,526,440,525,"1"
491,586,498,595,488,475,635,489,"1"
492,565,556,475,511,483,530,485,"1"
437,525,509,515,450,486,433,518,"1"
425,457,457,520,440,500,516,464,"1"
472,453,352,472,453,554,509,536,"1"
481,603,421,487,493,478,572,549,"1"
435,505,513,466,466,411,503,493,"1"
455,465,547,529,487,524,467,509,"1"
442,512,447,589,462,505,529,491,"1"
595,380,508,518,489,546,461,483,"1"
458,517,448,583,459,530,574,471,"1"
443,520,475,526,496,562,491,494,"1"
528,516,609,455,504,489,448,513,"1"
454,464,536,538,474,552,506,456,"1"
543,457,535,412,473,468,527,511,"1"
502,480,452,517,431,467,545,409,"1"
488,534,466,429,550,589,478,446,"1"
569,444,518,532,489,562,469,541,"1"
544,394,494,460,546,545,541,398,"1"
442,471,513,579,480,440,506,430,"1"
508,485,509,430,553,520,542,421,"1"
487,518,525,532,434,488,492,571,"1"
493,517,469,550,484,475,530,563,"1"
507,423,529,512,501,551,510,518,"1"
512,489,462,609,523,572,540,482,"1"
571,461,484,563,510,566,540,498,"1"
495,555,517,527,450,457,488,536,"1"
563,507,460,513,495,426,502,498,"1"
526,536,549,510,483,547,467,604,"1"
537,420,598,417,498,506,570,522,"1"
579,462,475,566,522,418,544,427,"1"
508,462,530,418,528,480,538,507,"1"
522,566,500,510,606,417,505,482,"1"
576,429,448,501,532,519,546,563,"1"
545,524,482,579,526,547,672,481,"1"
532,600,363,557,479,481,393,513,"1"
524,488,488,563,531,488,434,428,"1"
488,491,649,460,459,510,514,489,"1"
437,527,502,458,456,491,530,560,"1"
442,481,495,454,541,495,443,459,"1"
400,547,603,437,519,555,487,484,"1"
501,554,524,450,510,429,502,500,"1"
466,487,539,550,572,520,412,429,"1"
481,472,455,480,470,500,531,488,"1"
489,536,569,493,562,457,438,663,"1"
421,552,463,441,480,477,484,455,"1"
431,520,544,520,593,520,402,515,"1"
461,446,643,419,469,514,422,462,"1"
462,459,541,529,431,465,492,501,"1"
497,502,434,425,456,477,389,559,"1"
490,446,457,632,516,469,495,433,"1"
575,420,528,523,627,455,574,563,"1"
472,440,525,430,487,534,429,476,"1"
421,474,378,459,516,498,474,476,"1"
569,504,614,584,506,481,547,454,"1"
472,481,438,442,488,502,441,614,"1"
519,485,443,444,520,523,492,513,"1"
427,409,539,490,460,547,483,390,"1"
450,480,598,528,539,497,493,471,"1"
510,495,460,493,508,407,556,486,"1"
477,473,530,486,460,562,416,492,"1"
502,534,432,441,478,403,519,532,"1"
532,455,453,559,462,531,547,483,"1"
513,553,442,582,575,487,393,475,"1"
482,461,564,494,515,451,476,523,"1"
495,543,464,547,564,569,505,507,"1"
564,556,527,447,535,365,496,457,"1"
493,526,629,523,569,466,424,526,"1"
502,525,523,460,411,468,541,582,"1"
