"V1","V2","V3","V4","V5","V6","V7","V8","V9"
510,438,495,465,500,551,451,451,"1"
423,502,542,495,433,367,578,445,"1"
499,496,412,536,497,494,479,615,"1"
503,404,450,467,452,521,568,434,"1"
531,471,408,394,587,434,337,520,"1"
501,481,400,443,478,569,488,540,"1"
471,387,458,543,522,444,504,513,"1"
522,487,522,529,495,463,396,544,"1"
485,459,460,565,437,634,546,449,"1"
504,473,393,491,498,591,517,555,"1"
585,527,407,473,562,512,490,548,"1"
511,458,448,559,472,523,523,422,"1"
583,531,596,487,473,509,596,432,"1"
538,467,440,521,564,482,469,541,"1"
518,547,524,432,387,380,519,599,"1"
509,494,506,324,549,556,535,536,"1"
436,592,590,486,523,385,444,548,"1"
469,497,443,598,526,392,588,584,"1"
337,534,537,530,436,544,521,596,"1"
470,498,489,454,360,577,500,524,"1"
426,612,483,441,398,506,483,493,"1"
387,521,414,507,412,524,478,539,"1"
509,386,496,504,522,443,456,532,"1"
418,464,494,534,548,519,499,409,"1"
548,510,384,474,560,493,384,417,"1"
552,486,396,547,513,536,362,455,"1"
481,473,559,481,529,513,500,536,"1"
522,529,404,511,577,553,573,492,"1"
393,563,509,522,526,534,506,484,"1"
491,505,532,425,451,534,570,545,"1"
592,399,524,617,470,481,525,426,"1"
491,493,482,482,314,531,380,581,"1"
490,386,509,550,523,466,524,451,"1"
575,466,399,454,428,596,386,581,"1"
474,519,525,566,563,539,565,600,"1"
508,525,337,558,667,585,505,550,"1"
558,451,464,543,509,471,439,469,"1"
481,529,501,563,593,405,389,446,"1"
518,528,548,546,580,535,531,533,"1"
539,423,463,528,555,426,481,408,"1"
547,558,445,428,515,431,530,460,"1"
513,407,382,543,445,544,470,488,"1"
535,467,448,581,449,369,507,537,"1"
507,495,530,436,516,432,474,540,"1"
560,517,489,386,552,609,459,469,"1"
460,385,456,402,450,584,531,449,"1"
496,496,559,425,486,594,463,446,"1"
539,536,375,633,511,412,422,478,"1"
544,492,551,550,544,422,404,431,"1"
431,600,437,560,416,564,387,464,"1"
507,503,633,490,466,454,370,469,"1"
425,587,601,492,506,469,451,560,"1"
457,423,572,538,510,441,506,584,"1"
522,476,398,457,382,553,329,489,"1"
514,456,426,571,525,507,463,446,"1"
504,507,498,558,467,432,479,523,"1"
550,494,564,549,541,528,620,579,"1"
561,392,517,479,444,389,460,563,"1"
528,434,578,436,388,630,474,490,"1"
578,476,516,485,447,493,386,509,"1"
456,449,474,458,464,468,438,427,"1"
451,491,526,579,524,490,533,506,"1"
577,512,507,577,382,455,536,586,"1"
513,462,554,496,501,450,606,468,"1"
462,420,590,556,424,518,485,495,"1"
615,472,461,637,542,539,479,491,"1"
485,501,594,460,623,484,448,506,"1"
455,408,502,498,574,606,554,498,"1"
582,538,501,663,547,398,537,406,"1"
552,495,502,468,496,501,528,477,"1"
473,458,570,512,470,641,559,550,"1"
621,620,603,417,551,439,495,425,"1"
496,383,437,481,517,413,425,410,"1"
594,624,598,503,448,586,544,404,"1"
569,487,618,477,543,452,532,477,"1"
390,495,510,412,477,540,443,528,"1"
562,509,460,337,454,387,547,464,"1"
491,547,502,401,456,486,535,489,"1"
490,585,402,509,554,416,519,518,"1"
437,501,528,474,458,438,528,505,"1"
549,638,508,560,357,549,461,406,"1"
480,461,552,500,447,449,547,520,"1"
449,507,501,548,470,458,408,450,"1"
458,548,450,517,595,558,492,542,"1"
480,457,601,407,526,480,478,540,"1"
492,477,480,441,319,417,456,558,"1"
519,518,575,437,488,507,553,457,"1"
495,489,578,431,453,534,404,409,"1"
449,510,510,438,501,494,401,486,"1"
496,474,569,496,420,530,453,452,"1"
474,560,541,531,531,460,585,605,"1"
537,592,460,551,525,451,598,593,"1"
511,426,475,450,582,596,486,675,"1"
493,565,466,557,533,514,604,579,"1"
462,537,435,538,609,461,410,567,"1"
556,508,526,586,494,533,531,565,"1"
537,544,495,412,497,569,485,523,"1"
416,481,458,592,597,497,522,535,"1"
507,512,482,437,386,465,494,609,"1"
532,460,390,502,489,564,476,601,"1"
463,471,532,463,527,599,587,432,"1"
557,372,456,628,435,417,659,568,"1"
551,582,534,527,482,367,526,390,"1"
450,564,469,452,413,427,573,536,"1"
401,561,582,482,471,573,571,538,"1"
531,465,482,502,449,494,576,319,"1"
558,469,496,554,548,562,542,511,"1"
604,592,464,502,488,547,544,342,"1"
583,453,540,470,407,460,595,494,"1"
547,464,480,408,471,469,495,471,"1"
515,628,476,457,562,532,460,508,"1"
525,424,529,486,498,502,406,577,"1"
465,517,551,591,564,543,405,657,"1"
563,446,539,507,477,565,484,483,"1"
512,328,514,539,465,507,570,532,"1"
509,507,521,379,483,402,470,450,"1"
558,618,448,619,559,509,508,590,"1"
583,451,540,547,493,526,627,534,"1"
536,585,540,442,365,378,550,543,"1"
517,472,432,493,507,537,501,575,"1"
400,541,574,507,494,504,359,452,"1"
565,568,557,377,554,634,441,509,"1"
505,422,437,543,551,531,580,543,"1"
562,534,520,520,516,477,597,481,"1"
492,520,470,465,524,495,635,518,"1"
463,476,524,616,410,581,452,379,"1"
461,418,457,491,514,498,491,312,"1"
340,367,505,470,470,500,512,545,"1"
494,481,477,404,463,387,518,586,"1"
619,557,443,485,485,649,519,529,"1"
483,584,451,500,504,550,571,628,"1"
430,547,476,593,555,586,486,468,"1"
551,523,487,399,551,597,487,385,"1"
561,416,462,500,545,502,505,465,"1"
584,536,445,563,451,550,437,502,"1"
494,524,555,503,549,553,474,590,"1"
480,485,459,427,550,664,543,524,"1"
536,499,366,516,448,554,465,381,"1"
471,512,463,574,586,539,512,492,"1"
431,450,491,508,477,586,576,525,"1"
639,418,520,546,446,604,457,637,"1"
424,548,433,504,426,476,452,513,"1"
571,422,558,442,526,576,565,444,"1"
594,665,480,461,572,449,563,423,"1"
487,476,414,559,477,530,501,518,"1"
399,556,418,432,473,364,461,533,"1"
546,481,464,570,507,534,550,545,"1"
469,441,474,533,479,415,501,450,"1"
564,509,574,529,565,449,445,480,"1"
456,442,424,410,502,451,383,459,"1"
547,531,420,553,457,437,594,455,"1"
502,610,640,597,571,509,462,477,"1"
534,468,503,553,560,477,517,478,"1"
442,492,442,451,495,530,611,460,"1"
428,575,580,598,523,334,527,627,"1"
551,402,503,580,726,547,446,556,"1"
556,379,494,567,581,475,441,486,"1"
432,517,510,567,526,441,491,531,"1"
567,526,454,434,589,414,572,459,"1"
427,503,518,567,501,382,622,403,"1"
508,605,544,522,428,548,376,369,"1"
580,576,544,477,488,366,483,608,"1"
573,463,622,567,484,463,458,462,"1"
460,538,504,376,385,563,535,430,"1"
402,457,491,549,443,597,534,512,"1"
420,522,441,563,512,437,521,451,"1"
504,544,515,431,550,532,540,527,"1"
499,547,494,504,524,503,498,475,"1"
448,399,436,408,531,497,561,481,"1"
499,574,440,473,498,541,503,485,"1"
388,502,610,508,460,490,563,573,"1"
512,560,495,551,526,415,469,503,"1"
532,480,577,463,642,538,560,543,"1"
518,419,517,488,500,397,453,329,"1"
496,543,607,568,381,566,517,627,"1"
497,468,441,404,481,445,470,565,"1"
545,556,491,554,456,482,423,561,"1"
493,524,467,489,440,584,557,451,"1"
453,505,600,566,518,580,479,446,"1"
563,587,569,483,540,560,606,582,"1"
630,561,497,461,542,493,469,582,"1"
537,490,562,459,541,526,623,395,"1"
543,479,562,518,507,454,473,551,"1"
595,415,461,542,531,524,400,424,"1"
474,512,581,532,550,552,523,544,"1"
569,555,494,468,523,300,523,510,"1"
538,397,431,492,427,465,457,514,"1"
557,457,601,536,414,521,571,383,"1"
526,361,540,376,465,487,508,482,"1"
570,561,473,532,593,513,463,533,"1"
551,482,401,542,432,485,545,533,"1"
446,411,487,563,465,491,500,623,"1"
482,534,515,367,473,571,602,516,"1"
450,447,523,455,490,499,407,620,"1"
486,444,475,532,426,476,435,551,"1"
459,562,500,506,481,588,577,518,"1"
404,600,552,457,490,397,587,462,"1"
518,500,549,458,552,515,527,663,"1"
428,559,483,504,605,469,515,474,"1"
535,431,585,464,473,515,428,453,"1"
511,655,468,411,402,586,525,541,"1"
413,534,540,485,569,548,388,599,"1"
453,390,362,468,592,421,500,419,"1"
541,434,529,529,511,514,419,397,"1"
487,493,444,433,382,558,459,485,"1"
521,494,511,510,501,463,558,479,"1"
437,499,485,559,517,588,499,467,"1"
451,517,381,561,438,642,496,654,"1"
575,534,549,513,625,570,504,553,"1"
508,555,548,603,459,437,449,609,"1"
522,466,473,483,505,526,522,420,"1"
528,391,481,505,601,546,499,455,"1"
522,495,544,424,567,577,502,569,"1"
444,496,489,473,415,442,515,630,"1"
609,489,533,504,629,621,468,516,"1"
497,460,469,550,435,511,560,561,"1"
596,336,524,454,512,420,672,458,"1"
516,456,540,446,484,551,616,423,"1"
486,438,456,552,607,413,505,548,"1"
573,475,633,531,543,470,550,448,"1"
476,510,450,483,512,538,544,379,"1"
565,465,463,458,438,481,501,484,"1"
550,407,448,403,372,511,582,598,"1"
508,480,518,560,453,523,611,566,"1"
511,589,477,492,622,635,498,520,"1"
555,495,563,526,416,469,572,457,"1"
525,467,507,482,396,447,532,403,"1"
595,415,493,549,490,529,498,471,"1"
484,478,509,549,513,433,489,527,"1"
441,570,512,463,515,500,551,456,"1"
533,450,535,477,481,432,475,541,"1"
488,563,554,460,365,474,403,518,"1"
600,523,621,495,519,482,488,485,"1"
477,545,491,493,489,410,408,452,"1"
552,424,476,469,603,484,590,438,"1"
425,563,585,492,414,503,552,501,"1"
480,616,524,472,505,564,533,463,"1"
422,456,491,481,612,542,583,447,"1"
559,585,578,511,454,583,532,467,"1"
503,520,397,496,535,510,513,544,"1"
523,577,524,449,605,565,442,544,"1"
454,529,539,509,467,515,494,473,"1"
456,460,600,550,546,562,455,409,"1"
424,547,512,537,490,450,470,499,"1"
537,512,540,444,497,517,397,494,"1"
454,543,443,416,562,461,403,571,"1"
493,603,465,337,445,515,425,406,"1"
502,376,535,492,503,583,531,529,"1"
443,473,562,494,535,495,655,547,"1"
519,330,447,485,496,508,473,493,"1"
514,491,478,460,521,442,514,431,"1"
503,466,448,496,602,549,499,404,"1"
500,394,489,530,497,576,580,421,"1"
455,458,543,378,582,496,487,510,"1"
493,431,555,455,516,578,506,470,"1"
519,454,437,523,500,570,532,601,"1"
551,501,551,469,546,548,426,494,"1"
538,549,593,517,475,495,545,503,"1"
574,534,522,461,437,463,653,538,"1"
607,491,372,451,386,473,646,534,"1"
542,409,417,410,502,400,411,609,"1"
296,495,505,404,519,587,541,550,"1"
459,509,664,605,590,481,496,396,"1"
442,557,426,533,487,456,543,456,"1"
450,474,428,488,543,600,448,519,"1"
635,465,496,369,528,518,385,515,"1"
504,425,397,465,457,569,396,423,"1"
570,510,559,486,554,426,517,497,"1"
484,485,492,442,517,555,456,544,"1"
508,446,432,653,502,380,452,410,"1"
421,517,546,506,615,485,436,576,"1"
563,401,461,512,539,449,493,412,"1"
429,404,483,505,502,470,477,417,"1"
435,567,456,497,501,539,651,488,"1"
465,522,515,387,597,448,515,457,"1"
620,604,524,458,353,396,662,527,"1"
451,392,557,469,459,491,455,537,"1"
585,468,423,416,478,537,491,422,"1"
527,538,614,436,521,529,518,550,"1"
571,506,548,491,501,493,478,462,"1"
491,451,382,482,579,590,560,484,"1"
512,416,516,542,551,517,549,480,"1"
650,496,572,488,519,545,523,500,"1"
620,459,544,596,499,442,584,487,"1"
432,433,593,366,408,576,567,459,"1"
432,501,463,628,596,381,535,353,"1"
507,571,512,519,447,459,483,470,"1"
480,480,449,511,543,504,494,400,"1"
482,488,502,458,418,395,565,440,"1"
522,469,417,480,467,442,405,445,"1"
566,531,496,522,437,499,634,502,"1"
544,453,557,491,547,436,622,393,"1"
501,455,482,508,471,569,478,589,"1"
422,519,426,560,481,508,558,439,"1"
520,463,549,491,601,565,549,474,"1"
490,579,572,481,494,418,421,547,"1"
542,335,502,497,453,553,461,438,"1"
413,518,433,424,460,532,530,443,"1"
430,538,545,429,507,531,457,430,"1"
472,546,499,440,546,591,466,476,"1"
544,480,506,563,458,480,587,441,"1"
516,556,537,466,511,521,571,630,"1"
504,507,397,504,549,526,639,433,"1"
491,533,479,447,652,545,462,552,"1"
526,489,476,545,497,643,470,482,"1"
609,430,450,569,678,472,494,456,"1"
428,466,549,386,492,542,448,553,"1"
518,587,552,468,425,539,450,497,"1"
517,432,584,471,479,493,540,509,"1"
508,534,473,596,561,559,518,480,"1"
601,476,614,477,460,436,515,562,"1"
544,464,480,578,534,488,544,469,"1"
491,450,498,546,404,531,451,460,"1"
500,536,450,558,446,557,504,563,"1"
455,436,468,605,573,433,527,423,"1"
525,498,564,480,491,436,542,568,"1"
469,363,520,439,517,539,491,423,"1"
471,551,418,483,506,469,483,469,"1"
507,441,380,508,431,554,435,506,"1"
465,509,442,562,396,492,530,474,"1"
590,451,490,520,439,535,483,592,"1"
477,484,506,663,425,520,482,605,"1"
495,449,508,577,477,534,555,525,"1"
560,505,454,426,490,488,477,436,"1"
413,456,519,487,493,431,543,439,"1"
518,534,442,610,434,617,515,504,"1"
604,419,493,483,437,500,365,466,"1"
622,459,544,539,508,490,471,493,"1"
395,414,519,410,559,438,449,503,"1"
524,598,476,454,507,461,429,586,"1"
560,530,423,611,387,473,444,450,"1"
456,602,488,399,651,640,461,471,"1"
573,459,490,460,470,487,476,507,"1"
524,553,607,516,546,522,390,482,"1"
620,470,462,579,520,438,542,471,"1"
485,439,514,489,558,482,482,473,"1"
422,468,549,473,507,566,479,568,"1"
510,438,561,466,502,495,300,525,"1"
499,553,582,505,406,512,582,391,"1"
523,546,493,463,540,584,506,420,"1"
514,490,529,451,564,538,545,554,"1"
516,433,526,447,507,533,525,496,"1"
453,492,500,465,572,445,593,532,"1"
592,494,467,591,469,585,539,416,"1"
448,445,466,517,514,493,376,528,"1"
534,496,461,514,537,405,556,514,"1"
374,447,389,450,423,523,492,524,"1"
547,466,456,482,451,387,520,386,"1"
516,506,524,429,614,502,469,500,"1"
431,587,621,544,526,605,559,537,"1"
530,415,525,474,495,573,538,507,"1"
463,432,470,512,519,471,441,448,"1"
513,485,575,477,448,524,426,496,"1"
417,617,488,448,562,471,484,516,"1"
633,529,509,437,486,521,565,460,"1"
392,558,535,511,622,553,438,556,"1"
474,453,532,406,613,454,576,578,"1"
497,426,526,507,540,474,556,501,"1"
548,545,436,482,459,478,617,571,"1"
511,531,454,453,421,624,370,574,"1"
568,437,407,513,548,466,547,424,"1"
456,488,505,417,519,585,480,514,"1"
504,361,393,448,425,393,590,627,"1"
607,573,465,377,567,606,510,489,"1"
444,454,508,501,498,536,440,413,"1"
490,499,539,485,448,579,568,469,"1"
513,535,517,528,531,618,472,530,"1"
475,589,568,473,456,544,546,488,"1"
540,504,591,515,589,520,442,574,"1"
477,527,496,487,344,566,502,520,"1"
493,650,457,462,427,426,585,554,"1"
555,484,479,534,598,481,571,473,"1"
526,404,478,437,516,445,457,447,"1"
516,437,524,486,427,482,454,373,"1"
520,587,538,444,505,581,480,479,"1"
310,427,451,520,428,501,458,447,"1"
490,504,428,531,546,490,383,575,"1"
422,532,461,443,532,571,451,537,"1"
639,556,481,400,490,517,531,580,"1"
556,493,544,467,463,572,517,502,"1"
501,521,412,575,467,493,518,565,"1"
421,574,518,422,491,589,464,482,"1"
484,391,472,429,473,469,521,528,"1"
658,657,414,503,481,642,465,489,"1"
524,456,327,550,495,528,535,378,"1"
455,516,476,488,525,511,422,573,"1"
390,574,445,431,524,467,537,475,"1"
514,406,388,492,515,521,541,558,"1"
676,366,485,514,499,571,405,455,"1"
628,566,434,509,502,427,630,503,"1"
449,536,553,498,533,488,493,476,"1"
431,517,558,633,577,391,549,475,"1"
558,438,511,568,493,557,550,546,"1"
526,599,570,560,551,540,400,451,"1"
476,523,502,434,536,498,473,438,"1"
369,519,538,421,492,409,581,439,"1"
489,505,465,534,520,592,496,487,"1"
465,567,503,487,588,600,553,502,"1"
416,502,431,539,547,534,432,493,"1"
569,485,484,428,489,548,515,435,"1"
616,441,470,482,526,511,444,544,"1"
484,500,393,462,558,503,583,402,"1"
653,551,454,636,526,515,482,456,"1"
405,480,500,524,539,502,494,458,"1"
544,512,463,467,454,547,567,439,"1"
501,560,468,500,430,369,514,551,"1"
486,437,566,524,426,494,500,589,"1"
467,518,418,506,485,524,423,444,"1"
504,464,541,464,489,489,522,419,"1"
521,462,555,505,527,525,639,516,"1"
553,487,438,460,511,518,383,423,"1"
597,478,593,428,455,407,496,568,"1"
627,456,513,526,515,438,510,521,"1"
508,526,551,496,527,566,474,426,"1"
511,527,445,541,446,556,455,560,"1"
561,570,602,519,503,443,518,446,"1"
543,475,642,524,404,629,525,467,"1"
506,477,499,481,425,528,575,652,"1"
503,381,601,510,464,564,547,545,"1"
528,563,375,418,595,408,504,541,"1"
432,431,453,546,562,474,577,413,"1"
501,524,487,468,537,498,344,491,"1"
491,454,574,626,402,576,486,405,"1"
531,577,592,614,567,497,520,495,"1"
504,426,455,499,587,500,517,495,"1"
491,535,563,531,507,599,500,434,"1"
526,469,457,420,433,524,472,585,"1"
504,400,535,469,440,508,470,482,"1"
544,496,546,464,576,462,433,469,"1"
495,436,406,473,431,435,528,569,"1"
447,552,473,484,382,527,579,464,"1"
526,539,402,561,569,547,569,523,"1"
583,426,509,430,440,484,533,582,"1"
549,647,550,559,477,396,530,582,"1"
585,580,602,569,546,403,458,404,"1"
437,521,594,499,446,462,442,486,"1"
548,407,577,507,522,524,522,416,"1"
484,464,493,457,501,544,597,498,"1"
489,471,491,438,487,544,443,524,"1"
472,346,520,505,516,511,436,465,"1"
518,559,541,574,519,494,450,499,"1"
487,446,497,540,568,513,543,565,"1"
479,523,557,540,402,528,392,489,"1"
539,474,466,520,515,498,615,621,"1"
567,581,436,572,414,582,424,389,"1"
472,528,417,572,470,431,553,468,"1"
608,425,557,485,592,497,530,449,"1"
512,458,614,527,480,590,462,490,"1"
560,511,431,592,525,462,374,485,"1"
630,406,464,662,390,356,477,471,"1"
473,546,428,517,620,506,498,487,"1"
419,563,577,577,541,522,527,564,"1"
507,538,510,527,499,474,457,443,"1"
533,541,554,521,491,493,482,565,"1"
494,480,500,445,499,514,522,496,"1"
534,423,530,591,427,553,552,451,"1"
481,429,466,533,538,650,622,508,"1"
315,456,483,486,533,441,485,482,"1"
359,508,575,579,526,562,537,456,"1"
535,567,463,502,455,525,499,415,"1"
445,603,372,490,525,531,454,459,"1"
528,513,572,413,469,516,504,487,"1"
499,527,502,538,631,524,565,562,"1"
465,453,552,418,481,639,515,460,"1"
485,486,413,587,549,536,462,569,"1"
471,484,547,476,519,338,427,550,"1"
555,586,593,474,475,421,605,414,"1"
433,576,552,533,496,424,430,578,"1"
436,382,534,571,480,512,466,623,"1"
592,490,616,355,512,472,598,507,"1"
418,557,567,519,475,459,502,533,"1"
494,489,492,536,579,586,356,448,"1"
430,538,513,434,536,536,551,561,"1"
526,466,467,438,434,447,484,487,"1"
502,414,503,436,539,429,408,450,"1"
550,434,583,605,503,496,471,487,"1"
564,537,550,443,477,490,460,588,"1"
