"V1","V2","V3","V4","V5","V6","V7","V8","V9"
522,570,480,526,370,585,618,421,"1"
637,556,506,509,474,372,580,449,"1"
432,485,538,352,394,465,474,446,"1"
252,659,658,257,423,475,502,465,"1"
407,461,465,614,513,402,435,426,"1"
536,425,497,462,507,570,612,581,"1"
415,374,611,589,480,562,542,473,"1"
553,784,488,473,586,494,444,564,"1"
493,520,321,457,605,286,484,516,"1"
436,555,567,721,438,307,435,508,"1"
511,625,600,560,609,385,672,496,"1"
441,523,469,746,424,572,481,486,"1"
663,479,353,452,487,421,535,412,"1"
387,546,616,630,415,512,570,573,"1"
428,661,385,669,563,555,412,299,"1"
433,308,687,401,606,755,488,601,"1"
428,521,528,576,544,600,473,279,"1"
493,574,496,491,540,416,616,347,"1"
506,562,565,474,422,515,466,568,"1"
509,570,393,581,569,450,392,544,"1"
476,574,723,548,545,381,416,503,"1"
459,583,441,459,460,503,380,662,"1"
494,429,521,630,389,591,408,673,"1"
514,408,475,528,539,310,543,608,"1"
424,621,706,599,395,559,339,575,"1"
523,568,587,454,546,471,420,554,"1"
569,698,479,548,387,421,438,447,"1"
386,490,379,402,475,520,550,575,"1"
547,331,498,509,500,453,666,448,"1"
553,345,422,479,492,582,337,486,"1"
446,419,526,445,408,502,591,284,"1"
549,624,626,508,645,711,615,391,"1"
487,473,635,490,500,607,527,570,"1"
623,433,425,433,545,571,625,404,"1"
548,300,429,564,501,641,559,631,"1"
533,448,573,589,527,402,484,463,"1"
411,477,427,532,466,438,526,455,"1"
434,572,607,409,578,543,442,565,"1"
607,457,472,406,458,403,580,542,"1"
491,534,525,415,508,410,573,467,"1"
524,387,525,405,615,532,375,587,"1"
570,457,599,426,565,455,608,573,"1"
458,351,649,508,507,397,532,361,"1"
339,562,491,533,484,409,449,456,"1"
478,574,517,390,475,606,531,602,"1"
405,631,626,844,560,481,459,470,"1"
426,636,504,527,466,423,561,469,"1"
481,510,512,620,396,505,358,475,"1"
409,654,557,544,535,565,517,355,"1"
560,513,411,473,617,582,561,469,"1"
467,496,580,408,452,394,380,492,"1"
482,521,435,534,651,479,475,632,"1"
603,537,392,642,570,480,490,488,"1"
656,559,433,495,592,543,601,427,"1"
526,342,355,452,362,544,444,399,"1"
453,577,567,375,354,565,495,586,"1"
514,379,685,531,581,531,499,463,"1"
458,609,438,410,499,352,575,570,"1"
427,554,466,528,373,454,580,485,"1"
409,319,342,522,336,529,454,432,"1"
600,524,598,586,447,541,471,576,"1"
361,458,526,590,651,612,482,629,"1"
513,432,331,446,397,537,419,491,"1"
576,547,511,485,485,588,532,504,"1"
576,542,482,598,643,512,525,527,"1"
462,613,484,416,594,444,576,551,"1"
633,465,253,548,488,472,559,441,"1"
458,391,524,659,573,483,485,395,"1"
496,468,318,389,546,614,476,414,"1"
431,510,495,483,661,468,406,462,"1"
492,504,429,448,648,619,416,407,"1"
423,300,534,572,553,641,474,429,"1"
490,494,467,303,443,565,534,483,"1"
662,535,443,448,453,513,618,358,"1"
609,589,480,536,584,486,384,404,"1"
573,467,506,483,435,657,517,626,"1"
533,429,528,433,475,549,407,392,"1"
422,551,534,591,543,523,648,473,"1"
528,633,545,408,605,487,426,413,"1"
459,573,534,603,672,529,472,385,"1"
527,542,499,670,523,501,433,477,"1"
567,402,380,478,560,479,493,349,"1"
588,550,412,478,508,626,638,602,"1"
412,430,451,555,548,393,525,570,"1"
454,342,528,407,475,515,493,634,"1"
516,560,341,474,474,520,493,603,"1"
476,526,644,484,470,469,479,455,"1"
454,365,488,395,617,530,442,401,"1"
319,621,437,350,574,488,436,447,"1"
350,572,502,582,466,497,326,504,"1"
476,586,637,439,439,464,465,471,"1"
484,470,615,502,407,545,620,496,"1"
426,534,496,524,574,580,641,563,"1"
604,597,488,511,385,396,448,574,"1"
681,410,571,459,498,607,376,587,"1"
594,513,517,513,574,559,610,332,"1"
457,302,486,486,495,540,721,584,"1"
469,513,475,592,592,581,498,452,"1"
309,624,403,612,582,533,595,360,"1"
530,445,519,610,674,427,495,541,"1"
488,619,338,495,389,574,577,392,"1"
527,593,654,525,465,445,559,577,"1"
509,490,580,644,638,532,538,416,"1"
469,560,495,388,632,622,505,580,"1"
490,448,508,490,408,371,513,632,"1"
603,516,388,370,532,515,356,593,"1"
651,436,480,544,611,448,407,387,"1"
520,441,688,337,660,586,588,455,"1"
399,510,604,413,478,594,552,346,"1"
553,445,371,484,549,525,543,453,"1"
561,539,422,433,476,452,515,545,"1"
547,454,387,502,528,462,611,588,"1"
533,420,601,527,420,243,484,560,"1"
776,525,542,428,393,535,403,537,"1"
382,480,433,578,442,425,583,391,"1"
472,370,505,568,461,341,521,546,"1"
566,445,336,444,457,519,430,414,"1"
434,480,418,589,243,650,485,517,"1"
373,369,559,569,391,361,331,549,"1"
575,601,446,555,416,411,576,468,"1"
419,505,452,381,416,505,519,407,"1"
491,380,609,414,238,435,496,467,"1"
549,527,455,443,392,773,505,502,"1"
395,390,523,573,485,414,487,420,"1"
590,364,524,498,481,552,624,357,"1"
491,576,439,512,626,404,432,474,"1"
350,383,505,575,417,550,655,413,"1"
546,648,461,472,478,519,458,456,"1"
307,545,553,643,333,445,483,411,"1"
561,443,515,519,511,540,455,557,"1"
339,610,462,402,444,490,677,499,"1"
332,450,522,513,492,438,539,507,"1"
334,525,496,521,445,648,373,400,"1"
471,531,461,572,465,543,555,636,"1"
367,470,521,533,508,500,492,525,"1"
361,480,530,432,510,436,486,355,"1"
359,674,545,595,514,616,364,508,"1"
516,561,664,500,451,553,486,518,"1"
547,445,540,461,490,481,495,601,"1"
434,413,521,423,655,416,426,612,"1"
541,330,465,289,365,538,647,536,"1"
509,415,415,485,367,409,362,372,"1"
590,608,505,296,526,581,505,459,"1"
588,704,436,656,537,538,461,375,"1"
320,358,470,475,568,271,598,476,"1"
625,473,582,339,444,530,527,730,"1"
471,406,370,353,481,312,568,351,"1"
469,526,517,543,550,658,396,409,"1"
477,476,554,552,642,390,461,525,"1"
492,385,547,507,435,329,499,544,"1"
457,447,535,467,480,425,487,408,"1"
546,370,733,413,438,638,494,507,"1"
363,425,598,612,332,366,351,440,"1"
534,497,357,385,433,607,748,499,"1"
385,555,522,507,371,448,476,373,"1"
509,573,474,462,636,453,432,376,"1"
764,681,389,470,405,613,531,645,"1"
491,588,610,371,471,431,562,521,"1"
498,521,549,499,458,405,471,457,"1"
521,487,482,484,464,466,559,589,"1"
535,579,379,548,600,564,560,354,"1"
524,434,562,505,520,584,558,529,"1"
579,675,605,539,507,617,587,573,"1"
446,498,493,561,444,570,346,563,"1"
624,366,649,580,497,443,531,471,"1"
453,624,602,406,560,546,561,587,"1"
504,530,442,521,543,579,456,564,"1"
529,532,467,434,530,389,420,466,"1"
441,595,419,571,477,481,539,500,"1"
502,508,600,494,561,520,322,506,"1"
342,567,420,543,519,365,500,481,"1"
505,421,533,525,447,454,686,480,"1"
501,488,431,509,489,403,534,539,"1"
466,491,350,521,419,444,593,483,"1"
497,574,465,615,340,544,408,418,"1"
445,586,498,375,459,546,442,502,"1"
544,566,389,423,501,497,269,497,"1"
559,601,492,316,471,531,583,517,"1"
570,416,543,517,515,638,413,586,"1"
407,439,473,421,225,424,454,521,"1"
536,311,564,375,522,531,512,581,"1"
516,462,540,486,396,431,585,696,"1"
453,473,638,478,662,624,397,509,"1"
498,434,475,401,584,447,576,475,"1"
461,442,610,626,469,437,381,351,"1"
583,484,427,581,493,508,617,593,"1"
409,458,325,571,396,553,529,410,"1"
342,570,425,453,557,621,492,539,"1"
440,392,548,599,426,505,555,509,"1"
432,513,360,475,411,525,344,606,"1"
332,540,458,444,622,511,558,463,"1"
586,538,541,628,656,379,570,594,"1"
597,465,522,404,647,370,519,547,"1"
511,452,432,526,410,420,410,508,"1"
568,430,451,498,423,397,475,549,"1"
547,450,688,638,337,481,444,436,"1"
582,569,389,453,412,456,574,401,"1"
592,520,406,565,571,482,545,462,"1"
460,567,425,581,678,530,629,678,"1"
395,391,468,537,738,600,567,648,"1"
406,386,525,577,523,481,368,465,"1"
446,499,539,566,423,569,483,487,"1"
515,586,502,498,458,539,647,571,"1"
619,624,501,663,436,394,665,614,"1"
499,350,600,575,457,536,642,670,"1"
448,359,537,440,252,521,639,472,"1"
466,523,530,458,499,400,592,681,"1"
456,452,300,651,271,419,410,606,"1"
452,445,315,388,608,555,448,435,"1"
513,469,386,389,355,494,548,499,"1"
486,594,489,595,525,632,444,581,"1"
447,630,405,458,458,527,515,613,"1"
657,586,418,401,343,662,461,420,"1"
633,423,356,557,407,505,384,424,"1"
451,520,399,640,503,397,531,328,"1"
547,631,369,555,525,522,436,498,"1"
590,503,481,324,588,486,570,606,"1"
545,557,462,484,534,540,684,397,"1"
343,476,431,619,472,687,407,497,"1"
627,527,571,510,358,304,656,510,"1"
582,500,426,478,471,466,497,646,"1"
503,520,413,431,443,617,486,434,"1"
684,333,649,320,374,535,567,338,"1"
462,391,448,356,496,461,589,421,"1"
453,476,527,599,556,529,756,436,"1"
546,502,543,432,389,597,457,689,"1"
525,504,564,441,448,351,519,649,"1"
512,437,514,493,602,582,593,553,"1"
504,524,519,316,456,602,508,498,"1"
547,682,446,570,509,521,517,326,"1"
554,533,462,541,441,463,479,768,"1"
390,538,559,394,413,522,505,562,"1"
545,632,570,511,550,586,516,617,"1"
294,472,674,673,519,542,375,647,"1"
646,634,523,656,431,571,321,537,"1"
383,387,651,608,437,550,473,447,"1"
407,504,586,392,477,389,516,587,"1"
646,605,361,572,618,558,446,488,"1"
503,384,482,491,505,466,444,463,"1"
558,706,559,409,452,609,573,609,"1"
534,422,531,512,556,594,493,555,"1"
487,409,444,487,580,572,624,446,"1"
402,454,598,512,560,494,693,445,"1"
481,536,592,514,470,565,502,497,"1"
501,466,424,566,480,488,500,554,"1"
448,493,591,585,662,368,598,592,"1"
551,561,422,460,408,495,476,364,"1"
696,661,517,395,307,482,509,341,"1"
521,611,365,442,561,515,552,499,"1"
536,497,528,545,599,541,755,543,"1"
616,504,489,658,541,570,608,385,"1"
510,415,573,619,518,551,408,563,"1"
552,662,550,509,530,558,603,530,"1"
351,341,447,470,471,447,482,530,"1"
534,450,546,481,532,440,406,446,"1"
429,475,432,510,507,450,496,577,"1"
538,541,658,424,464,380,510,510,"1"
475,508,491,474,535,389,396,385,"1"
567,494,598,455,510,562,388,566,"1"
461,359,530,365,545,482,422,646,"1"
519,515,384,393,512,495,531,446,"1"
588,439,617,631,472,529,733,390,"1"
376,537,540,493,452,417,448,573,"1"
484,556,639,669,483,544,555,381,"1"
660,575,473,501,488,248,520,393,"1"
558,548,577,501,493,502,533,586,"1"
578,614,521,808,515,482,704,587,"1"
610,422,507,457,499,502,570,650,"1"
598,470,458,512,456,689,459,661,"1"
585,393,391,516,558,398,538,393,"1"
565,462,347,541,724,697,403,495,"1"
306,525,394,691,638,571,460,572,"1"
490,605,376,490,529,504,471,521,"1"
442,320,354,566,413,492,560,515,"1"
494,664,384,405,516,593,397,592,"1"
609,592,588,387,420,631,441,425,"1"
454,484,498,538,480,473,437,458,"1"
555,514,478,448,493,458,494,592,"1"
445,517,575,416,640,733,591,599,"1"
462,514,498,556,375,546,554,537,"1"
441,275,492,597,725,693,430,580,"1"
415,435,523,526,603,344,624,537,"1"
420,495,433,509,636,390,530,489,"1"
533,444,641,451,473,415,507,617,"1"
336,433,469,491,523,504,350,504,"1"
476,482,370,374,580,611,457,435,"1"
419,507,653,719,595,541,625,666,"1"
432,490,384,694,452,629,507,501,"1"
410,516,465,449,528,491,408,464,"1"
435,440,588,481,447,442,583,594,"1"
392,483,546,462,312,559,414,600,"1"
452,410,482,602,580,701,610,568,"1"
630,616,659,480,409,533,520,575,"1"
455,524,510,501,380,429,563,579,"1"
575,466,553,519,525,518,571,423,"1"
473,503,395,707,532,654,583,440,"1"
621,328,438,462,492,491,390,363,"1"
374,376,466,381,540,318,583,686,"1"
402,705,479,391,474,591,326,349,"1"
661,440,600,493,330,482,649,429,"1"
333,537,446,647,403,513,464,389,"1"
590,479,681,428,451,506,408,373,"1"
420,532,555,516,570,538,565,566,"1"
578,582,455,620,527,667,500,587,"1"
611,597,418,616,462,438,580,504,"1"
425,338,531,611,322,512,333,442,"1"
581,503,500,580,434,462,444,356,"1"
525,490,596,485,508,545,393,524,"1"
477,601,381,672,541,521,597,554,"1"
365,507,523,541,504,491,417,540,"1"
669,372,594,426,481,460,510,553,"1"
556,655,356,503,431,441,456,530,"1"
511,625,258,535,534,551,385,378,"1"
477,511,494,306,512,397,481,311,"1"
439,522,434,494,498,539,387,276,"1"
391,400,616,548,558,512,448,498,"1"
520,497,588,606,446,519,297,443,"1"
432,554,682,655,432,569,649,657,"1"
418,305,463,418,554,522,496,439,"1"
230,322,586,474,461,360,505,508,"1"
420,494,559,555,359,466,470,546,"1"
715,348,447,467,458,529,588,385,"1"
534,315,702,447,387,593,524,508,"1"
589,539,669,428,397,523,430,379,"1"
430,391,499,680,484,496,610,432,"1"
213,279,537,497,606,281,487,476,"1"
536,539,645,495,487,478,554,398,"1"
505,472,393,565,558,385,423,585,"1"
399,496,480,341,468,485,507,549,"1"
633,463,495,524,619,363,500,454,"1"
559,510,502,400,588,448,478,665,"1"
546,419,496,474,589,397,354,506,"1"
487,423,536,506,352,509,618,604,"1"
691,427,432,399,583,644,500,566,"1"
491,594,542,525,440,563,463,504,"1"
429,507,431,476,589,486,502,553,"1"
424,597,498,582,408,344,482,551,"1"
427,468,451,498,410,448,585,497,"1"
537,490,398,375,529,574,606,583,"1"
406,630,620,473,493,394,592,563,"1"
571,415,466,308,565,549,486,434,"1"
463,558,396,550,438,510,506,491,"1"
473,306,376,484,416,458,581,508,"1"
551,559,575,468,495,595,676,270,"1"
530,449,524,497,561,511,640,469,"1"
495,531,438,535,543,564,428,426,"1"
579,461,528,442,427,417,389,734,"1"
601,491,387,617,386,574,476,586,"1"
506,612,593,424,573,463,487,441,"1"
468,490,339,577,560,544,216,368,"1"
275,552,350,504,429,346,567,326,"1"
493,616,444,466,572,444,376,413,"1"
423,520,423,493,482,470,633,433,"1"
547,450,542,672,284,494,519,438,"1"
412,354,501,499,377,586,500,452,"1"
402,606,498,551,506,467,266,522,"1"
429,554,312,404,730,548,556,618,"1"
504,458,623,540,453,428,539,474,"1"
547,474,520,602,473,461,411,610,"1"
366,476,685,455,434,675,457,496,"1"
534,384,610,456,380,323,520,476,"1"
554,499,510,611,525,412,551,390,"1"
438,417,590,632,616,533,550,492,"1"
557,540,668,565,569,539,533,526,"1"
529,623,576,416,503,529,553,575,"1"
451,565,494,405,520,611,539,625,"1"
644,421,519,546,482,556,679,490,"1"
480,430,542,529,542,559,426,491,"1"
643,523,480,503,263,476,489,605,"1"
441,597,636,447,647,471,627,420,"1"
502,527,556,431,512,578,610,489,"1"
663,244,477,480,639,679,464,620,"1"
637,424,578,421,492,477,601,515,"1"
505,501,660,464,607,385,608,703,"1"
449,420,472,483,560,523,542,513,"1"
546,477,554,478,477,338,340,523,"1"
483,378,232,516,521,453,515,456,"1"
441,405,406,633,643,516,567,518,"1"
245,468,620,478,599,449,482,554,"1"
520,437,468,602,568,540,502,497,"1"
479,448,578,586,457,578,491,546,"1"
461,427,459,517,401,483,440,646,"1"
515,431,318,632,531,534,657,433,"1"
309,370,479,460,508,420,652,657,"1"
381,459,479,651,468,451,551,542,"1"
395,550,447,672,605,637,502,454,"1"
520,677,431,534,611,552,449,468,"1"
502,401,638,493,444,359,617,532,"1"
561,611,489,565,540,473,485,525,"1"
438,486,570,502,487,375,424,636,"1"
501,393,651,328,454,709,493,491,"1"
538,502,537,567,354,404,621,243,"1"
549,552,644,265,532,553,524,486,"1"
383,417,550,504,602,629,501,639,"1"
441,534,713,479,574,439,633,424,"1"
282,328,508,587,465,407,477,237,"1"
505,590,416,517,575,541,503,538,"1"
491,459,556,469,415,636,533,468,"1"
497,523,671,541,410,545,645,642,"1"
687,552,438,460,502,595,614,474,"1"
487,555,630,445,517,542,457,504,"1"
459,523,583,485,453,497,519,532,"1"
470,570,577,439,501,375,519,659,"1"
401,435,435,471,510,351,604,494,"1"
436,343,604,433,474,514,347,499,"1"
524,559,457,458,611,414,630,471,"1"
501,512,454,430,707,410,454,551,"1"
593,495,450,495,446,548,506,498,"1"
460,303,499,458,496,295,553,366,"1"
621,625,597,507,544,548,344,553,"1"
537,537,463,555,513,432,423,701,"1"
478,427,524,602,592,649,426,587,"1"
421,446,285,676,346,412,525,456,"1"
513,540,464,542,454,443,449,538,"1"
489,503,531,618,411,591,494,341,"1"
350,607,463,512,525,373,557,464,"1"
410,660,467,530,569,448,472,531,"1"
500,580,475,481,450,509,381,441,"1"
331,462,532,339,574,612,451,569,"1"
431,491,491,425,509,455,458,428,"1"
500,433,405,368,675,597,344,542,"1"
389,407,510,557,532,343,455,354,"1"
471,361,570,503,428,453,586,465,"1"
728,506,529,534,472,553,547,435,"1"
450,438,633,416,556,526,480,566,"1"
521,432,254,319,394,543,582,518,"1"
506,529,386,533,575,613,526,425,"1"
561,453,516,549,581,326,500,598,"1"
376,525,492,561,322,517,385,336,"1"
549,443,469,533,554,446,511,428,"1"
354,332,381,537,663,243,564,456,"1"
523,453,418,479,484,470,456,597,"1"
445,535,523,277,432,738,299,411,"1"
477,481,600,698,471,643,584,568,"1"
410,465,526,624,594,426,412,641,"1"
621,630,564,366,526,419,259,498,"1"
508,481,453,493,582,468,414,497,"1"
477,624,430,549,582,408,513,426,"1"
562,425,379,479,544,358,537,592,"1"
449,540,521,412,361,512,542,441,"1"
439,413,331,416,492,325,499,384,"1"
448,397,534,431,538,618,548,464,"1"
473,585,523,480,385,391,454,359,"1"
495,137,590,483,503,592,313,529,"1"
303,611,358,476,505,469,352,340,"1"
337,514,454,813,498,589,449,367,"1"
469,427,446,380,531,495,458,682,"1"
641,683,488,561,457,521,520,502,"1"
459,489,595,457,504,485,513,444,"1"
480,400,464,573,392,586,586,512,"1"
581,496,558,648,600,506,535,475,"1"
398,606,646,453,315,506,546,660,"1"
650,472,436,369,344,578,531,590,"1"
529,594,624,545,611,521,531,440,"1"
622,553,620,436,524,386,513,507,"1"
564,617,530,581,393,474,442,459,"1"
575,604,604,424,467,518,389,630,"1"
541,543,527,564,453,442,537,511,"1"
508,444,563,531,643,538,451,615,"1"
550,480,437,488,414,651,459,628,"1"
534,563,570,492,503,423,608,602,"1"
572,354,515,495,475,462,617,587,"1"
362,706,676,549,522,404,437,358,"1"
475,384,423,486,585,586,333,419,"1"
578,673,445,460,539,515,571,532,"1"
490,451,594,410,437,419,568,515,"1"
275,465,508,476,460,609,351,481,"1"
444,570,509,519,563,434,454,391,"1"
502,418,570,495,593,528,599,518,"1"
475,524,572,542,644,511,497,434,"1"
437,353,609,491,518,443,418,629,"1"
559,572,537,566,435,453,424,360,"1"
380,529,465,641,493,453,638,654,"1"
427,358,331,451,602,385,458,336,"1"
475,359,462,489,599,573,470,581,"1"
474,595,419,484,478,557,554,573,"1"
509,560,520,537,566,522,572,484,"1"
499,581,507,400,442,356,627,510,"1"
489,414,461,615,559,399,474,453,"1"
518,523,451,529,380,607,499,454,"1"
440,485,457,565,491,297,401,449,"1"
414,524,360,396,382,546,424,435,"1"
487,515,497,497,454,351,490,466,"1"
600,341,455,502,377,628,424,511,"1"
385,416,479,422,482,500,448,467,"1"
560,643,406,564,469,550,474,369,"1"
496,414,632,628,402,396,423,610,"1"
457,457,345,562,427,609,494,457,"1"
512,405,571,465,530,547,417,550,"1"
561,443,426,536,421,462,378,524,"1"
622,487,398,523,478,306,438,414,"1"
666,372,505,295,572,554,487,287,"1"
485,391,534,463,487,552,524,553,"1"
446,409,436,469,503,496,467,553,"1"
473,445,568,459,562,603,600,542,"1"
345,430,669,461,450,456,434,447,"1"
537,525,485,392,413,375,289,515,"1"
493,549,430,385,623,525,408,480,"1"
372,564,482,593,619,654,435,415,"1"
675,472,326,388,405,373,614,461,"1"
538,554,501,378,548,571,681,452,"1"
619,472,728,374,732,507,468,537,"1"
564,271,475,551,609,520,484,378,"1"
429,494,366,557,505,513,427,450,"1"
544,511,592,542,516,574,442,390,"1"
531,416,619,388,654,511,439,438,"1"
469,522,699,543,459,469,307,588,"1"
374,547,433,468,413,426,401,618,"1"
356,443,433,510,516,536,502,572,"1"
493,544,429,408,405,473,508,664,"1"
527,517,443,353,585,414,563,567,"1"
399,488,505,564,597,559,626,510,"1"
579,355,328,587,587,511,507,385,"1"
580,485,636,493,682,478,491,644,"1"
559,534,498,547,597,512,390,551,"1"
576,618,607,496,545,467,434,544,"1"
417,516,674,453,400,692,568,498,"1"
606,412,456,672,533,405,643,601,"1"
426,501,579,670,677,273,480,338,"1"
407,578,335,429,474,575,474,721,"1"
588,374,520,468,430,451,399,508,"1"
510,492,532,581,436,516,501,706,"1"
482,609,578,393,506,474,588,549,"1"
628,543,464,495,553,461,484,486,"1"
533,466,551,533,700,512,468,666,"1"
457,538,555,512,430,541,391,514,"1"
572,593,586,471,437,534,617,442,"1"
432,506,462,748,403,480,614,536,"1"
455,557,505,621,473,285,449,300,"1"
491,517,658,602,364,397,690,274,"1"
395,544,629,514,498,501,503,498,"1"
515,498,468,405,656,449,574,474,"1"
464,475,535,380,407,595,538,529,"1"
330,446,605,510,490,416,502,378,"1"
335,569,528,391,566,624,564,432,"1"
436,618,461,638,554,513,515,582,"1"
386,499,555,458,585,637,394,529,"1"
508,404,408,431,621,414,561,690,"1"
505,439,573,478,549,515,404,361,"1"
530,628,442,580,485,569,584,472,"1"
463,357,478,509,394,633,570,532,"1"
502,541,567,466,587,684,407,514,"1"
419,580,565,511,416,437,467,592,"1"
479,442,412,677,533,612,500,367,"1"
516,480,453,615,529,422,499,650,"1"
621,578,462,473,481,451,363,510,"1"
529,619,551,461,592,617,488,477,"1"
305,467,581,404,538,537,455,513,"1"
551,390,438,461,545,597,425,408,"1"
422,487,622,420,596,608,630,482,"1"
643,534,590,479,410,622,551,503,"1"
441,453,536,548,486,412,438,479,"1"
454,464,581,492,470,475,517,474,"1"
518,543,571,625,650,364,282,470,"1"
518,442,481,442,481,476,440,598,"1"
379,393,461,489,413,741,574,561,"1"
588,510,416,618,558,396,440,439,"1"
411,567,465,518,540,540,433,677,"1"
520,499,519,602,504,538,721,294,"1"
443,575,378,561,347,637,416,577,"1"
344,533,460,427,470,463,491,456,"1"
494,446,542,377,482,383,580,529,"1"
391,445,433,564,514,681,502,458,"1"
390,438,459,685,410,613,585,565,"1"
505,484,539,392,480,618,559,480,"1"
666,219,605,545,492,371,525,462,"1"
388,565,511,550,554,509,535,432,"1"
461,687,641,447,447,524,503,501,"1"
417,355,482,538,604,581,537,586,"1"
530,321,553,524,536,553,592,486,"1"
448,606,515,485,503,586,585,542,"1"
620,434,507,620,640,439,531,493,"1"
606,484,373,437,413,407,356,428,"1"
320,426,603,364,369,400,487,417,"1"
446,424,389,524,550,467,428,587,"1"
475,524,469,521,565,450,567,499,"1"
494,639,489,522,514,601,389,573,"1"
452,504,363,486,446,427,567,494,"1"
416,514,518,616,521,266,505,478,"1"
