"V1","V2","V3"
489,574,"1"
490,554,"1"
502,542,"1"
586,543,"1"
544,475,"1"
447,577,"1"
527,477,"1"
478,535,"1"
504,517,"1"
505,517,"1"
566,511,"1"
474,572,"1"
520,471,"1"
471,534,"1"
505,494,"1"
440,560,"1"
474,530,"1"
496,500,"1"
513,445,"1"
468,587,"1"
501,602,"1"
537,531,"1"
503,550,"1"
528,526,"1"
434,495,"1"
444,584,"1"
531,446,"1"
566,433,"1"
432,478,"1"
519,476,"1"
464,543,"1"
506,386,"1"
491,485,"1"
476,439,"1"
498,444,"1"
534,477,"1"
643,515,"1"
486,491,"1"
541,446,"1"
480,458,"1"
453,451,"1"
478,530,"1"
537,484,"1"
488,519,"1"
454,441,"1"
540,584,"1"
498,558,"1"
454,462,"1"
493,471,"1"
578,495,"1"
466,454,"1"
515,495,"1"
464,483,"1"
522,546,"1"
420,465,"1"
502,476,"1"
468,461,"1"
449,406,"1"
447,468,"1"
403,503,"1"
460,517,"1"
496,509,"1"
519,515,"1"
469,616,"1"
415,485,"1"
455,442,"1"
525,526,"1"
497,556,"1"
560,436,"1"
573,431,"1"
478,579,"1"
386,466,"1"
494,336,"1"
527,560,"1"
512,481,"1"
492,472,"1"
502,516,"1"
562,469,"1"
440,499,"1"
534,511,"1"
456,515,"1"
461,520,"1"
464,577,"1"
457,432,"1"
517,477,"1"
430,519,"1"
530,460,"1"
549,512,"1"
443,508,"1"
478,468,"1"
588,561,"1"
547,536,"1"
417,566,"1"
458,557,"1"
504,526,"1"
501,433,"1"
488,462,"1"
484,461,"1"
552,486,"1"
484,329,"1"
485,396,"1"
458,482,"1"
495,415,"1"
545,579,"1"
517,453,"1"
507,512,"1"
602,490,"1"
535,523,"1"
534,449,"1"
497,478,"1"
422,508,"1"
469,576,"1"
438,551,"1"
548,448,"1"
509,562,"1"
528,530,"1"
418,487,"1"
500,453,"1"
387,457,"1"
488,406,"1"
424,488,"1"
541,522,"1"
469,536,"1"
476,480,"1"
487,500,"1"
543,396,"1"
518,486,"1"
480,478,"1"
523,553,"1"
422,472,"1"
480,443,"1"
495,406,"1"
570,432,"1"
535,453,"1"
493,484,"1"
412,582,"1"
508,505,"1"
530,509,"1"
466,520,"1"
510,568,"1"
520,522,"1"
578,557,"1"
487,527,"1"
420,465,"1"
486,610,"1"
499,561,"1"
614,466,"1"
467,463,"1"
514,500,"1"
340,620,"1"
424,513,"1"
529,492,"1"
497,477,"1"
470,474,"1"
491,329,"1"
529,396,"1"
504,505,"1"
467,463,"1"
496,519,"1"
455,457,"1"
546,573,"1"
511,532,"1"
493,426,"1"
571,520,"1"
502,416,"1"
525,548,"1"
498,556,"1"
461,539,"1"
525,548,"1"
573,544,"1"
497,461,"1"
460,500,"1"
452,539,"1"
452,553,"1"
508,502,"1"
503,515,"1"
505,565,"1"
403,486,"1"
483,480,"1"
464,499,"1"
523,535,"1"
582,563,"1"
471,530,"1"
562,475,"1"
477,416,"1"
478,475,"1"
443,513,"1"
461,528,"1"
472,456,"1"
480,439,"1"
443,394,"1"
614,474,"1"
504,404,"1"
441,547,"1"
630,595,"1"
491,400,"1"
491,519,"1"
515,576,"1"
516,477,"1"
499,515,"1"
515,479,"1"
615,488,"1"
465,489,"1"
485,534,"1"
487,449,"1"
435,525,"1"
495,530,"1"
493,622,"1"
429,529,"1"
453,508,"1"
562,484,"1"
514,521,"1"
540,541,"1"
525,453,"1"
497,493,"1"
471,568,"1"
504,415,"1"
494,457,"1"
527,602,"1"
522,502,"1"
463,563,"1"
504,540,"1"
410,631,"1"
402,567,"1"
428,464,"1"
478,454,"1"
536,491,"1"
455,474,"1"
494,507,"1"
587,517,"1"
504,554,"1"
473,536,"1"
463,532,"1"
533,513,"1"
439,565,"1"
570,498,"1"
519,545,"1"
428,558,"1"
544,427,"1"
451,470,"1"
480,463,"1"
419,450,"1"
452,531,"1"
435,491,"1"
541,511,"1"
528,533,"1"
493,452,"1"
550,506,"1"
651,503,"1"
533,369,"1"
497,500,"1"
487,472,"1"
476,501,"1"
569,528,"1"
536,440,"1"
456,516,"1"
461,437,"1"
449,518,"1"
661,447,"1"
464,536,"1"
425,531,"1"
512,490,"1"
483,551,"1"
426,552,"1"
523,602,"1"
537,457,"1"
549,513,"1"
530,504,"1"
556,498,"1"
592,514,"1"
476,410,"1"
484,407,"1"
457,507,"1"
534,585,"1"
521,478,"1"
560,490,"1"
458,519,"1"
417,445,"1"
507,566,"1"
514,510,"1"
503,435,"1"
603,533,"1"
576,527,"1"
498,536,"1"
508,540,"1"
562,476,"1"
546,485,"1"
517,464,"1"
542,501,"1"
556,472,"1"
608,417,"1"
542,558,"1"
499,470,"1"
542,556,"1"
452,410,"1"
537,470,"1"
538,595,"1"
427,495,"1"
455,465,"1"
515,503,"1"
568,464,"1"
383,492,"1"
431,569,"1"
488,504,"1"
445,496,"1"
424,515,"1"
456,480,"1"
520,495,"1"
512,471,"1"
499,499,"1"
541,478,"1"
382,484,"1"
463,444,"1"
563,452,"1"
538,415,"1"
532,499,"1"
424,480,"1"
567,535,"1"
496,568,"1"
507,438,"1"
410,547,"1"
487,462,"1"
479,470,"1"
431,440,"1"
492,510,"1"
535,492,"1"
518,452,"1"
464,493,"1"
574,502,"1"
488,550,"1"
454,511,"1"
511,435,"1"
489,569,"1"
502,487,"1"
470,419,"1"
445,539,"1"
515,591,"1"
474,453,"1"
488,483,"1"
506,488,"1"
483,460,"1"
427,464,"1"
568,421,"1"
445,436,"1"
476,509,"1"
473,535,"1"
549,556,"1"
496,464,"1"
520,513,"1"
563,482,"1"
560,602,"1"
490,399,"1"
547,547,"1"
494,477,"1"
515,522,"1"
557,479,"1"
565,470,"1"
499,411,"1"
447,502,"1"
542,495,"1"
428,514,"1"
612,408,"1"
465,578,"1"
530,458,"1"
442,482,"1"
552,485,"1"
469,439,"1"
510,522,"1"
492,453,"1"
512,500,"1"
524,428,"1"
580,560,"1"
570,460,"1"
400,506,"1"
501,524,"1"
441,498,"1"
493,448,"1"
437,486,"1"
532,533,"1"
491,597,"1"
484,489,"1"
497,513,"1"
512,434,"1"
474,495,"1"
542,583,"1"
602,468,"1"
520,522,"1"
422,526,"1"
446,577,"1"
486,551,"1"
525,419,"1"
494,545,"1"
564,431,"1"
457,391,"1"
522,540,"1"
582,497,"1"
553,529,"1"
525,406,"1"
508,503,"1"
506,557,"1"
466,479,"1"
441,407,"1"
520,481,"1"
491,481,"1"
460,540,"1"
477,406,"1"
520,515,"1"
464,515,"1"
506,514,"1"
504,472,"1"
557,512,"1"
419,533,"1"
564,573,"1"
454,502,"1"
507,526,"1"
477,543,"1"
458,437,"1"
497,518,"1"
373,512,"1"
440,498,"1"
558,528,"1"
424,543,"1"
465,560,"1"
473,431,"1"
472,485,"1"
526,487,"1"
496,522,"1"
457,506,"1"
489,544,"1"
515,555,"1"
613,505,"1"
523,495,"1"
547,446,"1"
538,450,"1"
476,468,"1"
510,421,"1"
442,538,"1"
580,443,"1"
525,607,"1"
445,453,"1"
470,589,"1"
495,622,"1"
484,484,"1"
485,522,"1"
501,496,"1"
537,469,"1"
372,526,"1"
577,547,"1"
513,498,"1"
492,549,"1"
419,456,"1"
388,490,"1"
560,374,"1"
423,429,"1"
462,485,"1"
502,621,"1"
471,428,"1"
502,438,"1"
465,475,"1"
496,468,"1"
508,516,"1"
529,552,"1"
469,525,"1"
535,496,"1"
543,438,"1"
541,626,"1"
557,467,"1"
484,571,"1"
452,381,"1"
524,511,"1"
540,447,"1"
542,474,"1"
529,531,"1"
441,469,"1"
580,514,"1"
517,476,"1"
492,494,"1"
436,542,"1"
604,586,"1"
456,548,"1"
491,440,"1"
512,516,"1"
595,463,"1"
422,496,"1"
446,477,"1"
453,552,"1"
432,545,"1"
547,568,"1"
517,492,"1"
520,530,"1"
465,553,"1"
477,553,"1"
534,451,"1"
500,455,"1"
438,489,"1"
507,436,"1"
558,463,"1"
516,518,"1"
464,533,"1"
544,530,"1"
461,438,"1"
500,502,"1"
495,511,"1"
586,555,"1"
489,516,"1"
520,473,"1"
534,425,"1"
447,551,"1"
462,510,"1"
444,399,"1"
495,502,"1"
485,517,"1"
494,496,"1"
472,498,"1"
523,542,"1"
486,442,"1"
623,493,"1"
451,547,"1"
440,443,"1"
552,558,"1"
523,504,"1"
505,533,"1"
502,448,"1"
568,440,"1"
586,497,"1"
455,631,"1"
381,490,"1"
574,536,"1"
560,570,"1"
453,498,"1"
471,391,"1"
473,463,"1"
467,495,"1"
507,459,"1"
520,458,"1"
441,537,"1"
442,472,"1"
518,510,"1"
369,428,"1"
577,472,"1"
545,511,"1"
416,513,"1"
460,457,"1"
530,549,"1"
530,411,"1"
553,485,"1"
461,492,"1"
613,375,"1"
334,559,"1"
466,418,"1"
480,433,"1"
481,494,"1"
573,575,"1"
472,551,"1"
564,578,"1"
542,492,"1"
409,540,"1"
547,492,"1"
580,612,"1"
501,549,"1"
562,403,"1"
555,491,"1"
542,440,"1"
452,474,"1"
500,498,"1"
524,525,"1"
539,456,"1"
472,485,"1"
458,459,"1"
553,449,"1"
531,544,"1"
509,507,"1"
561,456,"1"
496,536,"1"
455,531,"1"
418,567,"1"
455,503,"1"
485,524,"1"
503,544,"1"
509,622,"1"
456,443,"1"
474,507,"1"
489,617,"1"
427,551,"1"
451,543,"1"
495,478,"1"
492,619,"1"
532,557,"1"
498,574,"1"
471,406,"1"
498,534,"1"
505,470,"1"
527,447,"1"
498,351,"1"
549,479,"1"
529,532,"1"
447,409,"1"
513,495,"1"
462,533,"1"
517,593,"1"
464,481,"1"
579,570,"1"
478,444,"1"
506,527,"1"
533,524,"1"
640,450,"1"
504,480,"1"
509,509,"1"
492,513,"1"
419,517,"1"
455,390,"1"
419,533,"1"
507,407,"1"
529,484,"1"
521,534,"1"
473,539,"1"
499,473,"1"
450,494,"1"
538,429,"1"
447,426,"1"
556,407,"1"
484,514,"1"
385,495,"1"
478,492,"1"
451,541,"1"
488,521,"1"
505,501,"1"
554,510,"1"
505,524,"1"
522,515,"1"
413,466,"1"
484,473,"1"
546,449,"1"
473,533,"1"
466,480,"1"
528,516,"1"
561,496,"1"
551,535,"1"
428,508,"1"
562,560,"1"
433,475,"1"
533,521,"1"
530,566,"1"
531,492,"1"
528,655,"1"
427,545,"1"
555,472,"1"
558,607,"1"
458,478,"1"
437,426,"1"
511,448,"1"
518,471,"1"
413,494,"1"
552,456,"1"
506,487,"1"
541,484,"1"
509,474,"1"
424,463,"1"
514,438,"1"
525,533,"1"
527,479,"1"
632,553,"1"
460,531,"1"
535,380,"1"
512,563,"1"
491,486,"1"
502,414,"1"
426,577,"1"
475,553,"1"
478,538,"1"
465,625,"1"
457,499,"1"
447,475,"1"
506,563,"1"
455,605,"1"
516,545,"1"
503,414,"1"
500,512,"1"
507,513,"1"
509,539,"1"
496,539,"1"
503,481,"1"
470,554,"1"
549,447,"1"
400,494,"1"
461,508,"1"
510,499,"1"
473,468,"1"
470,474,"1"
466,520,"1"
470,545,"1"
473,538,"1"
591,649,"1"
506,510,"1"
525,450,"1"
517,493,"1"
560,470,"1"
480,471,"1"
460,540,"1"
518,534,"1"
418,567,"1"
516,477,"1"
462,507,"1"
450,509,"1"
409,550,"1"
531,589,"1"
523,514,"1"
427,431,"1"
534,463,"1"
491,505,"1"
596,463,"1"
484,508,"1"
504,535,"1"
488,423,"1"
467,456,"1"
565,463,"1"
474,503,"1"
502,466,"1"
476,473,"1"
415,460,"1"
550,518,"1"
477,525,"1"
481,502,"1"
441,446,"1"
497,530,"1"
551,447,"1"
436,417,"1"
596,480,"1"
524,403,"1"
457,507,"1"
525,577,"1"
512,542,"1"
470,469,"1"
427,452,"1"
500,460,"1"
446,538,"1"
579,486,"1"
452,505,"1"
595,585,"1"
544,515,"1"
514,564,"1"
481,565,"1"
478,513,"1"
559,604,"1"
593,511,"1"
439,512,"1"
514,493,"1"
416,524,"1"
513,424,"1"
588,556,"1"
495,517,"1"
522,540,"1"
510,549,"1"
489,442,"1"
488,472,"1"
493,568,"1"
486,416,"1"
485,474,"1"
535,439,"1"
435,458,"1"
571,468,"1"
555,420,"1"
555,591,"1"
445,575,"1"
531,560,"1"
459,471,"1"
426,506,"1"
411,499,"1"
523,567,"1"
516,527,"1"
384,527,"1"
525,491,"1"
480,507,"1"
448,527,"1"
490,541,"1"
454,534,"1"
450,573,"1"
469,512,"1"
439,540,"1"
506,511,"1"
407,473,"1"
497,479,"1"
491,525,"1"
442,435,"1"
478,548,"1"
544,483,"1"
452,510,"1"
513,465,"1"
553,577,"1"
493,528,"1"
475,532,"1"
436,528,"1"
492,547,"1"
556,489,"1"
487,411,"1"
570,543,"1"
484,407,"1"
449,512,"1"
502,594,"1"
403,525,"1"
482,494,"1"
458,567,"1"
544,503,"1"
435,421,"1"
489,505,"1"
474,454,"1"
626,545,"1"
482,432,"1"
536,467,"1"
552,464,"1"
428,454,"1"
513,541,"1"
496,568,"1"
491,506,"1"
507,536,"1"
523,514,"1"
556,572,"1"
495,542,"1"
457,584,"1"
464,518,"1"
515,427,"1"
609,450,"1"
522,484,"1"
538,446,"1"
535,453,"1"
436,388,"1"
453,514,"1"
567,494,"1"
511,550,"1"
529,528,"1"
521,512,"1"
538,525,"1"
507,477,"1"
489,486,"1"
482,559,"1"
441,487,"1"
472,493,"1"
577,556,"1"
525,468,"1"
512,542,"1"
483,522,"1"
512,536,"1"
501,546,"1"
421,587,"1"
553,517,"1"
380,468,"1"
510,484,"1"
460,523,"1"
576,477,"1"
685,556,"2"
539,563,"2"
522,509,"2"
556,603,"2"
602,637,"2"
696,655,"2"
634,529,"2"
575,602,"2"
622,574,"2"
631,604,"2"
611,572,"2"
609,602,"2"
526,569,"2"
571,577,"2"
539,575,"2"
555,634,"2"
590,554,"2"
522,622,"2"
588,585,"2"
594,646,"2"
683,541,"2"
651,596,"2"
632,535,"2"
604,473,"2"
587,597,"2"
661,627,"2"
500,626,"2"
699,603,"2"
534,716,"2"
573,559,"2"
528,583,"2"
562,571,"2"
633,635,"2"
534,630,"2"
547,650,"2"
594,653,"2"
546,525,"2"
626,618,"2"
554,635,"2"
582,585,"2"
632,628,"2"
615,542,"2"
564,623,"2"
583,557,"2"
601,606,"2"
607,610,"2"
598,611,"2"
515,648,"2"
597,504,"2"
563,707,"2"
674,483,"2"
581,552,"2"
631,529,"2"
599,570,"2"
566,644,"2"
621,615,"2"
622,622,"2"
609,563,"2"
608,552,"2"
546,544,"2"
527,594,"2"
666,718,"2"
515,558,"2"
595,522,"2"
590,571,"2"
595,625,"2"
535,600,"2"
529,568,"2"
599,522,"2"
578,662,"2"
610,601,"2"
683,606,"2"
643,560,"2"
626,614,"2"
594,657,"2"
536,656,"2"
591,616,"2"
593,520,"2"
500,564,"2"
613,610,"2"
657,595,"2"
601,675,"2"
619,552,"2"
572,538,"2"
559,550,"2"
683,654,"2"
663,505,"2"
645,555,"2"
598,633,"2"
596,594,"2"
654,520,"2"
620,622,"2"
654,578,"2"
666,518,"2"
552,676,"2"
704,533,"2"
597,611,"2"
587,544,"2"
623,566,"2"
581,649,"2"
575,547,"2"
736,598,"2"
630,533,"2"
683,677,"2"
611,653,"2"
728,653,"2"
625,612,"2"
681,543,"2"
619,626,"2"
623,647,"2"
611,552,"2"
617,633,"2"
594,594,"2"
500,543,"2"
616,512,"2"
583,586,"2"
639,641,"2"
638,592,"2"
606,527,"2"
679,606,"2"
569,552,"2"
621,544,"2"
687,630,"2"
630,624,"2"
594,662,"2"
587,527,"2"
633,639,"2"
542,621,"2"
580,566,"2"
546,485,"2"
668,692,"2"
622,596,"2"
618,657,"2"
575,504,"2"
604,686,"2"
623,646,"2"
523,543,"2"
524,544,"2"
669,671,"2"
633,620,"2"
580,657,"2"
681,665,"2"
610,543,"2"
644,612,"2"
590,652,"2"
650,599,"2"
571,630,"2"
660,609,"2"
650,573,"2"
643,600,"2"
561,631,"2"
609,611,"2"
484,551,"2"
628,695,"2"
729,615,"2"
571,546,"2"
585,620,"2"
604,626,"2"
577,536,"2"
560,575,"2"
572,592,"2"
543,616,"2"
574,589,"2"
507,704,"2"
613,577,"2"
476,534,"2"
531,632,"2"
637,603,"2"
617,598,"2"
534,583,"2"
594,536,"2"
582,704,"2"
486,532,"2"
632,667,"2"
628,640,"2"
660,592,"2"
587,514,"2"
599,551,"2"
526,555,"2"
605,600,"2"
697,601,"2"
583,567,"2"
595,639,"2"
648,590,"2"
572,658,"2"
632,611,"2"
654,619,"2"
636,584,"2"
603,615,"2"
600,661,"2"
490,546,"2"
519,554,"2"
681,513,"2"
583,577,"2"
704,545,"2"
609,622,"2"
671,529,"2"
677,553,"2"
616,711,"2"
594,628,"2"
637,665,"2"
617,698,"2"
581,552,"2"
534,619,"2"
614,580,"2"
598,651,"2"
538,624,"2"
529,524,"2"
709,675,"2"
590,584,"2"
652,548,"2"
637,612,"2"
568,652,"2"
568,534,"2"
607,609,"2"
548,532,"2"
564,614,"2"
600,660,"2"
601,727,"2"
654,506,"2"
613,664,"2"
588,585,"2"
585,602,"2"
572,599,"2"
619,636,"2"
658,553,"2"
686,515,"2"
509,602,"2"
607,543,"2"
583,560,"2"
643,666,"2"
526,507,"2"
552,628,"2"
660,582,"2"
676,617,"2"
652,592,"2"
680,546,"2"
608,632,"2"
625,721,"2"
607,592,"2"
676,563,"2"
593,634,"2"
581,656,"2"
550,641,"2"
578,574,"2"
661,636,"2"
525,549,"2"
667,573,"2"
551,653,"2"
634,688,"2"
580,626,"2"
600,683,"2"
691,634,"2"
627,571,"2"
655,603,"2"
635,575,"2"
605,590,"2"
633,558,"2"
617,662,"2"
577,560,"2"
560,570,"2"
563,554,"2"
650,594,"2"
615,574,"2"
626,619,"2"
615,587,"2"
549,598,"2"
619,609,"2"
509,641,"2"
627,623,"2"
623,635,"2"
680,532,"2"
681,628,"2"
549,659,"2"
589,540,"2"
640,587,"2"
562,534,"2"
605,576,"2"
589,636,"2"
579,527,"2"
519,640,"2"
512,559,"2"
583,571,"2"
603,659,"2"
619,511,"2"
706,701,"2"
601,555,"2"
611,587,"2"
616,562,"2"
680,623,"2"
587,675,"2"
625,523,"2"
673,551,"2"
625,602,"2"
520,617,"2"
567,492,"2"
633,565,"2"
682,624,"2"
624,724,"2"
569,523,"2"
550,643,"2"
677,594,"2"
665,525,"2"
556,639,"2"
537,566,"2"
490,573,"2"
574,771,"2"
606,578,"2"
656,571,"2"
613,567,"2"
576,634,"2"
613,609,"2"
590,622,"2"
681,651,"2"
625,613,"2"
592,671,"2"
537,601,"2"
538,606,"2"
587,610,"2"
567,585,"2"
638,666,"2"
715,558,"2"
507,594,"2"
658,579,"2"
561,657,"2"
561,564,"2"
605,682,"2"
559,586,"2"
638,581,"2"
603,512,"2"
573,654,"2"
518,640,"2"
722,551,"2"
626,618,"2"
585,669,"2"
559,592,"2"
566,667,"2"
562,541,"2"
657,551,"2"
540,535,"2"
611,618,"2"
600,630,"2"
698,598,"2"
581,661,"2"
525,579,"2"
592,674,"2"
613,624,"2"
568,540,"2"
601,637,"2"
529,547,"2"
691,602,"2"
556,601,"2"
560,611,"2"
656,684,"2"
482,588,"2"
574,559,"2"
562,613,"2"
613,687,"2"
603,550,"2"
476,614,"2"
588,592,"2"
527,601,"2"
633,503,"2"
616,582,"2"
607,560,"2"
544,672,"2"
586,546,"2"
610,647,"2"
686,548,"2"
718,605,"2"
521,717,"2"
682,535,"2"
567,588,"2"
569,628,"2"
633,705,"2"
556,515,"2"
612,640,"2"
726,528,"2"
559,562,"2"
569,637,"2"
570,568,"2"
536,601,"2"
592,583,"2"
618,637,"2"
611,660,"2"
588,588,"2"
594,685,"2"
667,669,"2"
584,647,"2"
660,655,"2"
554,630,"2"
665,599,"2"
680,589,"2"
653,619,"2"
575,544,"2"
631,528,"2"
587,641,"2"
591,618,"2"
549,642,"2"
624,591,"2"
477,578,"2"
642,607,"2"
575,642,"2"
632,678,"2"
541,656,"2"
595,654,"2"
634,632,"2"
567,595,"2"
563,615,"2"
730,600,"2"
554,635,"2"
596,593,"2"
551,668,"2"
544,654,"2"
497,534,"2"
601,598,"2"
633,597,"2"
637,679,"2"
648,636,"2"
517,491,"2"
595,588,"2"
622,548,"2"
587,577,"2"
626,580,"2"
574,652,"2"
652,605,"2"
630,556,"2"
614,677,"2"
522,625,"2"
670,564,"2"
692,592,"2"
620,629,"2"
628,623,"2"
620,680,"2"
557,625,"2"
589,605,"2"
566,593,"2"
522,595,"2"
546,607,"2"
610,632,"2"
574,704,"2"
604,443,"2"
616,562,"2"
703,596,"2"
635,555,"2"
626,579,"2"
616,603,"2"
573,624,"2"
594,654,"2"
525,562,"2"
620,619,"2"
574,488,"2"
546,547,"2"
561,548,"2"
589,654,"2"
593,635,"2"
573,626,"2"
676,691,"2"
594,561,"2"
642,504,"2"
648,613,"2"
524,556,"2"
647,587,"2"
525,607,"2"
567,608,"2"
597,604,"2"
563,600,"2"
592,735,"2"
603,604,"2"
544,567,"2"
593,678,"2"
569,621,"2"
533,589,"2"
560,568,"2"
636,568,"2"
610,557,"2"
642,574,"2"
602,613,"2"
577,567,"2"
601,605,"2"
572,574,"2"
628,575,"2"
583,590,"2"
630,675,"2"
645,631,"2"
584,561,"2"
634,550,"2"
642,589,"2"
575,633,"2"
603,550,"2"
605,564,"2"
575,558,"2"
603,569,"2"
553,590,"2"
617,723,"2"
649,595,"2"
559,652,"2"
658,611,"2"
758,636,"2"
589,608,"2"
600,615,"2"
575,619,"2"
608,613,"2"
452,600,"2"
600,643,"2"
659,623,"2"
656,548,"2"
719,574,"2"
627,556,"2"
604,602,"2"
563,561,"2"
594,618,"2"
555,566,"2"
602,511,"2"
595,516,"2"
620,608,"2"
627,499,"2"
608,567,"2"
550,553,"2"
623,653,"2"
652,674,"2"
678,590,"2"
645,555,"2"
622,595,"2"
625,614,"2"
651,618,"2"
654,526,"2"
572,547,"2"
679,537,"2"
629,535,"2"
559,554,"2"
604,568,"2"
613,697,"2"
561,666,"2"
612,601,"2"
547,639,"2"
602,625,"2"
607,624,"2"
645,542,"2"
541,535,"2"
570,572,"2"
590,586,"2"
608,637,"2"
585,641,"2"
555,608,"2"
692,592,"2"
634,466,"2"
477,645,"2"
477,585,"2"
656,657,"2"
663,609,"2"
595,562,"2"
560,637,"2"
492,595,"2"
606,548,"2"
542,487,"2"
503,535,"2"
633,616,"2"
607,496,"2"
615,582,"2"
651,642,"2"
569,651,"2"
509,653,"2"
586,566,"2"
693,606,"2"
621,551,"2"
577,604,"2"
580,561,"2"
545,544,"2"
650,538,"2"
592,662,"2"
520,607,"2"
596,627,"2"
596,539,"2"
619,600,"2"
621,598,"2"
634,504,"2"
576,578,"2"
609,648,"2"
654,632,"2"
636,618,"2"
573,619,"2"
505,608,"2"
516,517,"2"
629,570,"2"
686,652,"2"
645,588,"2"
601,694,"2"
585,598,"2"
633,576,"2"
527,635,"2"
579,649,"2"
597,637,"2"
561,634,"2"
599,675,"2"
591,635,"2"
588,652,"2"
565,628,"2"
610,649,"2"
575,627,"2"
579,624,"2"
518,640,"2"
489,569,"2"
585,616,"2"
587,567,"2"
519,573,"2"
566,526,"2"
560,596,"2"
605,559,"2"
556,519,"2"
556,568,"2"
531,496,"2"
607,594,"2"
614,639,"2"
572,640,"2"
576,495,"2"
578,617,"2"
602,673,"2"
640,610,"2"
569,615,"2"
588,543,"2"
678,581,"2"
601,618,"2"
641,654,"2"
604,609,"2"
591,615,"2"
615,668,"2"
621,747,"2"
601,560,"2"
639,640,"2"
615,567,"2"
655,586,"2"
682,569,"2"
632,572,"2"
669,578,"2"
563,579,"2"
644,569,"2"
558,690,"2"
609,538,"2"
540,597,"2"
628,641,"2"
533,737,"2"
634,568,"2"
619,542,"2"
636,574,"2"
660,592,"2"
599,593,"2"
566,592,"2"
583,651,"2"
593,556,"2"
605,565,"2"
573,633,"2"
623,563,"2"
612,700,"2"
668,585,"2"
583,508,"2"
590,486,"2"
593,589,"2"
571,597,"2"
597,527,"2"
503,778,"2"
559,568,"2"
610,622,"2"
558,620,"2"
639,656,"2"
667,528,"2"
559,615,"2"
595,582,"2"
639,703,"2"
631,586,"2"
541,669,"2"
608,574,"2"
615,551,"2"
531,608,"2"
582,473,"2"
605,594,"2"
630,618,"2"
610,616,"2"
572,564,"2"
690,643,"2"
657,612,"2"
582,678,"2"
546,620,"2"
579,646,"2"
598,647,"2"
637,606,"2"
553,624,"2"
546,585,"2"
585,622,"2"
667,630,"2"
537,573,"2"
658,647,"2"
583,549,"2"
598,609,"2"
543,613,"2"
549,545,"2"
608,595,"2"
593,623,"2"
557,602,"2"
581,630,"2"
539,573,"2"
630,561,"2"
605,594,"2"
678,548,"2"
574,576,"2"
647,564,"2"
570,604,"2"
600,536,"2"
553,565,"2"
536,582,"2"
635,548,"2"
579,557,"2"
626,619,"2"
577,543,"2"
612,565,"2"
638,654,"2"
521,621,"2"
629,526,"2"
614,603,"2"
623,578,"2"
578,617,"2"
638,559,"2"
558,543,"2"
