"V1","V2","V3"
479,481,"1"
464,474,"1"
510,551,"1"
478,470,"1"
499,533,"1"
516,479,"1"
481,485,"1"
461,528,"1"
475,527,"1"
528,467,"1"
469,485,"1"
476,464,"1"
493,517,"1"
528,503,"1"
477,440,"1"
505,503,"1"
439,466,"1"
490,502,"1"
495,514,"1"
476,512,"1"
497,492,"1"
501,522,"1"
508,519,"1"
527,488,"1"
533,474,"1"
479,487,"1"
504,502,"1"
507,529,"1"
469,504,"1"
479,525,"1"
516,523,"1"
523,497,"1"
513,532,"1"
486,472,"1"
488,497,"1"
509,570,"1"
462,493,"1"
537,505,"1"
469,494,"1"
506,524,"1"
525,387,"1"
509,467,"1"
486,477,"1"
479,516,"1"
529,497,"1"
507,546,"1"
478,515,"1"
478,510,"1"
511,483,"1"
520,485,"1"
419,484,"1"
578,470,"1"
480,476,"1"
474,449,"1"
557,522,"1"
514,494,"1"
523,518,"1"
475,490,"1"
507,509,"1"
463,535,"1"
462,492,"1"
480,478,"1"
518,473,"1"
484,484,"1"
490,513,"1"
538,493,"1"
504,427,"1"
526,489,"1"
446,523,"1"
499,487,"1"
516,481,"1"
489,459,"1"
514,469,"1"
463,490,"1"
525,508,"1"
529,544,"1"
526,520,"1"
492,514,"1"
537,501,"1"
460,454,"1"
487,554,"1"
468,530,"1"
463,508,"1"
484,504,"1"
498,510,"1"
442,502,"1"
446,502,"1"
498,468,"1"
447,498,"1"
487,497,"1"
514,525,"1"
488,479,"1"
467,457,"1"
534,488,"1"
473,432,"1"
511,482,"1"
538,474,"1"
505,481,"1"
522,464,"1"
467,490,"1"
505,466,"1"
523,525,"1"
502,550,"1"
508,475,"1"
493,482,"1"
521,529,"1"
508,525,"1"
525,460,"1"
452,512,"1"
492,519,"1"
537,493,"1"
493,497,"1"
529,510,"1"
481,452,"1"
459,484,"1"
509,492,"1"
485,440,"1"
497,506,"1"
501,543,"1"
511,552,"1"
515,492,"1"
514,493,"1"
510,473,"1"
472,454,"1"
485,469,"1"
500,520,"1"
522,552,"1"
527,538,"1"
479,503,"1"
503,515,"1"
546,507,"1"
523,487,"1"
527,511,"1"
527,485,"1"
562,476,"1"
508,533,"1"
555,473,"1"
570,503,"1"
484,481,"1"
559,514,"1"
504,511,"1"
511,466,"1"
513,534,"1"
545,500,"1"
498,498,"1"
492,453,"1"
467,487,"1"
493,495,"1"
488,487,"1"
480,513,"1"
465,477,"1"
488,449,"1"
519,520,"1"
510,494,"1"
514,499,"1"
506,500,"1"
509,500,"1"
485,518,"1"
470,527,"1"
530,518,"1"
487,437,"1"
497,475,"1"
494,538,"1"
487,470,"1"
496,547,"1"
498,517,"1"
491,456,"1"
496,500,"1"
505,504,"1"
534,468,"1"
536,503,"1"
512,456,"1"
499,549,"1"
494,533,"1"
574,570,"2"
589,578,"2"
618,558,"2"
581,612,"2"
638,595,"2"
682,536,"2"
605,601,"2"
611,634,"2"
611,610,"2"
576,514,"2"
671,568,"2"
583,606,"2"
647,572,"2"
587,611,"2"
653,586,"2"
623,546,"2"
571,671,"2"
618,657,"2"
602,585,"2"
593,554,"2"
570,536,"2"
607,646,"2"
656,606,"2"
571,602,"2"
580,616,"2"
623,600,"2"
646,589,"2"
602,642,"2"
617,568,"2"
596,629,"2"
545,591,"2"
558,591,"2"
619,567,"2"
563,600,"2"
594,615,"2"
591,567,"2"
612,640,"2"
602,554,"2"
592,675,"2"
620,608,"2"
598,627,"2"
593,592,"2"
618,581,"2"
565,648,"2"
601,613,"2"
583,540,"2"
643,604,"2"
602,630,"2"
586,538,"2"
608,587,"2"
648,571,"2"
636,615,"2"
603,591,"2"
661,602,"2"
611,603,"2"
615,604,"2"
589,585,"2"
606,547,"2"
626,572,"2"
543,587,"2"
538,594,"2"
550,624,"2"
668,571,"2"
629,579,"2"
558,576,"2"
589,559,"2"
558,616,"2"
602,617,"2"
551,576,"2"
557,618,"2"
580,581,"2"
629,599,"2"
675,607,"2"
601,554,"2"
599,614,"2"
578,609,"2"
608,646,"2"
635,609,"2"
602,617,"2"
626,642,"2"
585,566,"2"
611,582,"2"
638,600,"2"
549,603,"2"
572,630,"2"
588,622,"2"
643,591,"2"
585,619,"2"
584,584,"2"
595,617,"2"
548,657,"2"
552,597,"2"
597,634,"2"
596,639,"2"
539,589,"2"
591,533,"2"
650,633,"2"
620,571,"2"
610,603,"2"
609,620,"2"
595,608,"2"
622,576,"2"
605,632,"2"
581,608,"2"
601,586,"2"
650,607,"2"
604,565,"2"
585,593,"2"
595,591,"2"
598,631,"2"
643,607,"2"
564,576,"2"
649,583,"2"
636,574,"2"
539,631,"2"
649,591,"2"
590,611,"2"
632,553,"2"
573,634,"2"
599,595,"2"
660,602,"2"
638,565,"2"
614,620,"2"
585,621,"2"
559,595,"2"
601,577,"2"
563,612,"2"
613,671,"2"
561,564,"2"
624,605,"2"
542,613,"2"
621,650,"2"
618,550,"2"
587,615,"2"
618,577,"2"
598,604,"2"
608,632,"2"
587,576,"2"
615,628,"2"
562,537,"2"
652,609,"2"
606,666,"2"
598,620,"2"
606,636,"2"
589,615,"2"
625,598,"2"
601,684,"2"
626,638,"2"
537,608,"2"
597,604,"2"
688,625,"2"
623,549,"2"
618,608,"2"
581,544,"2"
605,614,"2"
573,554,"2"
640,636,"2"
567,590,"2"
586,568,"2"
536,608,"2"
632,580,"2"
642,580,"2"
565,614,"2"
612,569,"2"
569,542,"2"
556,616,"2"
579,557,"2"
559,662,"2"
566,645,"2"
672,551,"2"
623,600,"2"
641,604,"2"
637,627,"2"
586,605,"2"
622,582,"2"
632,572,"2"
605,586,"2"
633,631,"2"
570,602,"2"
584,611,"2"
593,592,"2"
545,595,"2"
675,628,"2"
564,647,"2"
568,597,"2"
616,603,"2"
601,617,"2"
542,597,"2"
646,567,"2"
604,582,"2"
623,614,"2"
540,622,"2"
598,655,"2"
640,568,"2"
597,590,"2"
569,581,"2"
672,605,"2"
616,623,"2"
545,587,"2"
621,612,"2"
599,636,"2"
585,666,"2"
564,622,"2"
610,590,"2"
578,555,"2"
639,637,"2"
591,602,"2"
611,620,"2"
630,579,"2"
611,601,"2"
608,613,"2"
617,607,"2"
580,608,"2"
623,588,"2"
608,618,"2"
558,587,"2"
606,631,"2"
591,566,"2"
591,577,"2"
569,583,"2"
616,597,"2"
594,588,"2"
542,578,"2"
575,621,"2"
579,577,"2"
578,590,"2"
595,639,"2"
641,580,"2"
585,629,"2"
555,590,"2"
547,577,"2"
636,624,"2"
608,613,"2"
608,565,"2"
604,582,"2"
611,560,"2"
585,585,"2"
625,606,"2"
630,600,"2"
661,560,"2"
627,544,"2"
608,535,"2"
558,557,"2"
630,585,"2"
624,644,"2"
649,556,"2"
578,536,"2"
574,584,"2"
583,640,"2"
588,641,"2"
663,600,"2"
607,622,"2"
598,650,"2"
620,630,"2"
594,582,"2"
627,533,"2"
583,537,"2"
587,591,"2"
601,594,"2"
602,620,"2"
620,583,"2"
594,569,"2"
621,608,"2"
610,544,"2"
567,603,"2"
589,593,"2"
605,569,"2"
583,626,"2"
611,606,"2"
602,642,"2"
647,606,"2"
615,620,"2"
621,632,"2"
632,625,"2"
565,623,"2"
660,605,"2"
597,603,"2"
575,603,"2"
593,598,"2"
603,554,"2"
593,648,"2"
623,607,"2"
566,602,"2"
558,616,"2"
562,577,"2"
611,618,"2"
552,615,"2"
594,564,"2"
633,566,"2"
624,614,"2"
578,631,"2"
602,625,"2"
584,578,"2"
580,603,"2"
554,616,"2"
618,636,"2"
628,620,"2"
617,622,"2"
576,603,"2"
622,567,"2"
644,672,"2"
564,581,"2"
661,552,"2"
649,603,"2"
588,618,"2"
567,562,"2"
633,600,"2"
621,627,"2"
533,586,"2"
639,592,"2"
628,593,"2"
581,631,"2"
620,623,"2"
654,603,"2"
588,623,"2"
637,633,"2"
588,632,"2"
645,583,"2"
618,593,"2"
612,620,"2"
592,621,"2"
631,579,"2"
616,659,"2"
565,584,"2"
563,587,"2"
585,579,"2"
595,643,"2"
557,621,"2"
642,597,"2"
596,591,"2"
659,641,"2"
623,552,"2"
518,609,"2"
611,586,"2"
591,580,"2"
597,603,"2"
644,626,"2"
599,596,"2"
577,634,"2"
588,601,"2"
591,613,"2"
570,575,"2"
599,665,"2"
664,599,"2"
581,594,"2"
643,573,"2"
619,566,"2"
566,586,"2"
530,601,"2"
622,638,"2"
566,547,"2"
581,690,"2"
566,529,"2"
639,615,"2"
511,618,"2"
618,621,"2"
553,560,"2"
588,541,"2"
575,614,"2"
549,579,"2"
603,584,"2"
578,587,"2"
576,579,"2"
668,588,"2"
532,564,"2"
569,595,"2"
609,629,"2"
649,631,"2"
560,573,"2"
562,588,"2"
599,601,"2"
565,606,"2"
564,547,"2"
582,632,"2"
516,507,"2"
514,601,"2"
620,645,"2"
604,599,"2"
568,597,"2"
593,591,"2"
632,617,"2"
560,591,"2"
563,658,"2"
612,593,"2"
645,553,"2"
582,618,"2"
566,629,"2"
573,562,"2"
602,600,"2"
611,554,"2"
688,560,"2"
643,620,"2"
598,636,"2"
594,575,"2"
620,597,"2"
618,625,"2"
653,592,"2"
596,537,"2"
539,566,"2"
552,594,"2"
687,655,"2"
658,640,"2"
590,639,"2"
620,639,"2"
614,552,"2"
612,613,"2"
624,624,"2"
654,582,"2"
628,602,"2"
642,623,"2"
597,579,"2"
595,631,"2"
588,611,"2"
555,586,"2"
652,564,"2"
650,617,"2"
597,604,"2"
605,610,"2"
559,636,"2"
663,574,"2"
625,637,"2"
604,599,"2"
652,676,"2"
640,584,"2"
602,572,"2"
580,612,"2"
590,607,"2"
569,614,"2"
637,623,"2"
570,628,"2"
601,576,"2"
608,612,"2"
637,623,"2"
603,639,"2"
551,638,"2"
533,575,"2"
609,617,"2"
578,546,"2"
580,624,"2"
635,565,"2"
557,629,"2"
609,605,"2"
615,587,"2"
624,581,"2"
563,637,"2"
596,582,"2"
603,605,"2"
653,592,"2"
615,623,"2"
603,542,"2"
652,590,"2"
582,576,"2"
587,606,"2"
596,611,"2"
601,585,"2"
605,524,"2"
615,543,"2"
549,607,"2"
574,577,"2"
570,640,"2"
602,636,"2"
530,581,"2"
618,645,"2"
584,557,"2"
584,620,"2"
595,544,"2"
641,627,"2"
624,577,"2"
548,625,"2"
629,573,"2"
663,600,"2"
575,595,"2"
585,606,"2"
562,526,"2"
536,645,"2"
593,542,"2"
590,621,"2"
569,574,"2"
616,592,"2"
596,634,"2"
634,599,"2"
588,627,"2"
541,618,"2"
604,578,"2"
607,622,"2"
622,545,"2"
657,596,"2"
534,608,"2"
638,598,"2"
580,607,"2"
635,599,"2"
641,589,"2"
604,626,"2"
541,592,"2"
614,616,"2"
571,620,"2"
589,594,"2"
590,578,"2"
583,634,"2"
573,596,"2"
602,608,"2"
596,589,"2"
619,633,"2"
613,609,"2"
617,571,"2"
615,560,"2"
644,573,"2"
587,626,"2"
591,641,"2"
588,558,"2"
555,587,"2"
652,621,"2"
614,594,"2"
591,646,"2"
620,568,"2"
583,637,"2"
592,623,"2"
626,605,"2"
630,571,"2"
590,608,"2"
603,563,"2"
637,582,"2"
618,607,"2"
608,580,"2"
636,640,"2"
594,606,"2"
573,564,"2"
597,570,"2"
649,604,"2"
596,602,"2"
585,569,"2"
580,552,"2"
596,625,"2"
650,582,"2"
608,586,"2"
627,600,"2"
596,615,"2"
573,621,"2"
600,603,"2"
598,601,"2"
622,635,"2"
604,607,"2"
582,589,"2"
570,594,"2"
555,587,"2"
610,574,"2"
630,563,"2"
604,650,"2"
570,596,"2"
597,592,"2"
578,639,"2"
615,646,"2"
570,616,"2"
591,573,"2"
608,549,"2"
515,569,"2"
603,638,"2"
558,576,"2"
531,579,"2"
599,570,"2"
622,619,"2"
553,608,"2"
624,662,"2"
568,578,"2"
579,497,"2"
641,567,"2"
598,596,"2"
631,560,"2"
590,605,"2"
624,605,"2"
565,630,"2"
571,610,"2"
573,605,"2"
546,619,"2"
606,616,"2"
617,586,"2"
600,624,"2"
584,597,"2"
614,594,"2"
598,633,"2"
614,602,"2"
620,540,"2"
600,594,"2"
625,583,"2"
629,609,"2"
611,596,"2"
608,569,"2"
653,570,"2"
576,583,"2"
619,611,"2"
608,630,"2"
576,558,"2"
575,593,"2"
592,616,"2"
601,583,"2"
603,577,"2"
646,571,"2"
606,622,"2"
602,563,"2"
583,619,"2"
578,555,"2"
609,652,"2"
580,608,"2"
611,615,"2"
623,571,"2"
651,591,"2"
566,618,"2"
578,600,"2"
612,594,"2"
572,667,"2"
665,595,"2"
585,605,"2"
555,568,"2"
605,600,"2"
550,663,"2"
627,640,"2"
602,592,"2"
574,589,"2"
624,563,"2"
621,591,"2"
620,636,"2"
575,603,"2"
609,606,"2"
567,630,"2"
543,602,"2"
611,566,"2"
553,593,"2"
600,575,"2"
606,580,"2"
592,607,"2"
617,590,"2"
582,595,"2"
613,617,"2"
571,638,"2"
564,591,"2"
654,629,"2"
571,555,"2"
581,592,"2"
622,628,"2"
600,637,"2"
550,614,"2"
580,565,"2"
607,640,"2"
599,652,"2"
580,619,"2"
604,574,"2"
582,632,"2"
561,584,"2"
604,559,"2"
600,617,"2"
555,606,"2"
642,607,"2"
568,605,"2"
603,588,"2"
581,610,"2"
581,663,"2"
610,575,"2"
609,622,"2"
574,596,"2"
584,610,"2"
587,617,"2"
652,599,"2"
604,603,"2"
597,625,"2"
574,583,"2"
625,586,"2"
581,591,"2"
609,596,"2"
624,613,"2"
619,592,"2"
534,624,"2"
601,635,"2"
592,647,"2"
610,623,"2"
542,553,"2"
600,579,"2"
611,637,"2"
577,611,"2"
559,623,"2"
629,609,"2"
567,632,"2"
573,597,"2"
633,565,"2"
603,581,"2"
582,641,"2"
603,567,"2"
633,571,"2"
596,599,"2"
632,606,"2"
555,542,"2"
628,579,"2"
587,637,"2"
597,586,"2"
544,576,"2"
635,645,"2"
591,579,"2"
590,643,"2"
611,572,"2"
615,551,"2"
545,552,"2"
631,577,"2"
651,581,"2"
603,572,"2"
613,552,"2"
576,604,"2"
600,619,"2"
612,631,"2"
607,619,"2"
556,567,"2"
634,591,"2"
586,651,"2"
611,655,"2"
602,629,"2"
638,620,"2"
578,625,"2"
666,621,"2"
576,619,"2"
614,612,"2"
544,575,"2"
538,610,"2"
590,576,"2"
621,590,"2"
565,597,"2"
