"oz1","oz2","oz3","oz4","oz5","binaryClass"
1.610436,1.072619,-0.511921,-0.823312,-0.31553,N
-0.540232,-1.381352,-1.509598,0.024742,-0.99329,N
0.083838,-0.460738,0.111079,0.387178,0.050793,N
0.864807,1.14693,1.990314,1.541827,2.165353,N
-0.648513,-0.866096,-0.4847,0.677106,-0.838764,N
0.51274,-0.00886,1.08238,1.541591,0.720286,P
1.251566,0.719112,0.801244,0.452537,1.206926,P
-0.700216,-0.05766,-0.678933,-0.272198,-0.646393,N
0.204277,0.688935,-0.310087,-1.577293,-0.346773,P
0.77235,-0.134206,0.066246,0.417462,0.241037,P
-0.041829,-0.060999,-0.106009,0.46689,-0.248246,P
0.115784,-0.12898,0.65308,1.336289,0.569979,N
-0.799293,-1.51286,-1.139353,0.74008,-0.82218,N
-0.012633,0.729519,-0.212335,-0.206626,-0.401983,P
0.411951,0.415404,-1.214417,-1.66445,-0.930006,P
-0.315047,-0.947936,-1.327568,-0.765892,-0.795049,N
1.467341,1.126117,0.626335,-0.14501,1.228903,N
0.713185,1.006403,1.404794,0.734286,1.181753,P
0.085772,1.083527,-0.414291,-1.032606,-0.632642,P
0.032333,-0.281282,0.902304,1.123754,0.358604,N
-1.122854,-0.905601,-0.381726,1.162707,-0.616822,N
1.8682,1.243095,2.513052,1.386561,3.169896,N
0.979176,0.647813,-0.228867,-0.256511,-0.063222,P
1.334144,1.381262,1.47364,0.389133,1.356952,N
-1.130566,-1.750024,-0.638863,1.095615,-0.723693,N
-0.193241,-0.973288,0.131244,0.87589,-0.195996,N
0.479664,1.074485,1.919362,0.329409,1.360539,P
1.023095,1.192089,-0.909844,-1.744198,-0.593288,P
-0.544291,0.365007,0.754958,0.798409,0.37628,P
-1.593046,-1.507126,-1.225856,1.331689,-0.762976,N
0.545727,0.296945,-0.086157,-1.130511,-0.020382,P
0.41619,-0.560913,-0.128959,0.788951,-0.214263,N
1.866095,1.422925,1.948828,0.972734,2.640532,N
-2.671339,-1.71947,-0.811103,-0.803894,-1.083549,P
-0.425897,-0.819787,-0.248255,-1.083032,-0.630405,N
1.00275,1.227399,1.773294,0.950408,1.830249,N
1.189026,1.124543,-0.605033,-1.258596,-0.543447,P
-1.112852,-0.3429,-1.213218,-1.328886,-0.850155,N
0.709291,1.204813,2.203283,1.652824,2.048059,N
1.213331,1.433798,-1.230019,-1.444705,-0.932684,N
1.159426,1.131816,-0.118586,-0.278415,0.120751,P
0.545561,0.733589,1.695242,1.578246,1.434912,P
0.114999,-0.319275,-0.030357,1.577298,-0.008314,N
0.777831,1.217169,-0.506208,-0.884146,-0.731617,P
0.050822,-0.72447,-0.630651,-0.8773,-0.576956,N
0.345087,0.056418,-0.458993,-0.950319,-0.73727,P
0.732235,0.867919,0.4407,-0.521211,0.420927,P
-0.136725,-0.363792,-1.018563,-1.792471,-0.835948,P
-0.959467,-0.278815,-1.1567,-0.843489,-1.117062,N
-0.731244,-0.580174,0.150224,0.882359,-0.174579,N
0.95651,1.019912,-0.302038,-1.386608,-0.336109,P
0.985778,0.42843,-0.579901,-1.085259,-0.528225,P
-1.103038,-0.292641,-0.983828,-0.64727,-0.788299,N
0.548084,0.528686,0.324476,-0.221553,0.140558,P
0.713054,0.331962,1.236597,1.061218,1.386231,P
-1.708731,-1.369613,-0.112613,1.014228,-0.42443,N
-0.748082,-0.337111,-0.715796,-0.79522,-0.580412,N
0.943251,1.316724,1.131392,-0.015942,1.278855,N
-0.865691,-1.55799,-0.604616,0.50563,-1.007743,P
0.301223,-0.369767,-0.772973,-1.567215,-0.493367,P
-0.250061,0.66136,-0.668208,-1.580228,-0.790529,P
