"oz1","oz2","oz3","oz4","oz5","binaryClass"
-0.236277,-0.793284,-0.814983,0.339826,-0.482274,N
-0.539245,-0.339026,-0.043796,0.777035,-0.619231,N
0.887434,1.496595,-0.142671,-0.882195,-0.135861,P
0.582588,1.647657,1.505143,-0.112456,1.230633,P
-1.930351,-1.170638,-0.049197,1.091467,-1.040688,P
0.159372,0.808459,1.24027,0.966078,0.891423,P
-0.529313,0.126441,-0.258251,-1.215037,-0.238596,N
0.841346,0.530683,-1.60433,-1.64312,-1.368818,P
-0.124863,0.436751,1.600973,1.718296,0.927556,N
-0.961052,-0.309957,0.515596,-0.000513,-0.40089,N
1.11349,1.18953,0.189926,0.057016,0.412236,P
-0.069196,-0.570787,-0.601711,0.063524,-0.415287,N
-1.504792,-1.453366,-0.709626,-0.288842,-0.735265,P
-1.604245,-1.52533,-0.914743,1.046337,-0.550534,N
1.484467,1.142709,0.842,0.903278,1.087007,N
-0.59702,-1.405025,-0.411024,1.397081,-0.593865,N
-1.533326,-1.424713,-1.496544,1.354223,-0.801276,N
0.909908,0.585427,0.30254,-0.362565,0.46881,P
-0.932913,-1.502633,-0.783604,1.162741,-0.655474,N
0.847326,1.565715,1.270355,0.710901,1.232231,P
-1.26651,-1.292635,-0.823629,1.639572,-0.993886,N
-1.951686,-1.471242,-0.879636,-0.005574,-1.055335,P
-0.8216,-0.360833,-1.196699,0.857889,-0.900996,N
1.785674,1.02991,1.027745,0.487226,1.924808,N
-0.285432,-1.136373,-1.11121,-0.382185,-0.657641,N
0.699129,0.958295,0.635881,0.019201,0.286237,P
1.135125,0.693316,1.739308,0.161877,1.857243,P
1.004907,1.087064,2.031607,1.215338,2.135905,P
0.533692,1.240227,-0.292746,-1.049642,-0.233378,P
-1.840755,-1.589643,-0.768799,-1.44646,-0.740826,P
-0.379167,-0.710418,-1.072746,-1.211401,-0.848594,N
0.562021,1.415585,2.508839,1.458421,2.116213,P
-0.857965,-1.313166,-1.045692,-0.568408,-0.764708,P
-0.584642,-1.085696,-0.620133,-1.498447,-0.993233,P
0.849774,-0.037533,-0.31353,0.692718,-0.086095,N
-0.739042,-0.928383,0.018336,1.62358,-0.19113,N
1.714688,1.750958,-1.216535,-1.491814,-1.119328,N
1.558967,1.041905,0.063761,-0.345561,0.746453,P
-0.290011,-0.599524,-0.530003,1.471525,-0.474421,N
0.412272,0.396458,0.237616,0.228734,0.448373,P
-0.053491,0.214692,0.256371,-0.643463,0.169077,N
-0.091448,-0.105323,-0.011564,-0.363592,-0.099344,N
-0.535376,-0.023155,-0.332457,-0.619647,-0.506547,N
-0.586532,-0.743692,-1.057777,-0.894849,-0.5555,N
0.168179,-0.50826,0.440582,0.438554,0.263146,N
-1.688836,-1.396289,-1.643145,-0.590117,-0.625853,N
0.293952,0.242538,0.799136,0.036434,0.210935,N
-0.728584,-1.251268,-1.06836,0.235864,-0.888398,N
1.114441,0.6155,1.022444,0.552545,1.19494,P
-0.500359,-0.248574,-0.380488,-0.332556,-0.576336,N
-0.251374,0.223707,0.265755,-0.827704,0.004216,N
0.428896,-0.010848,-0.327945,-0.335451,-0.158531,P
-1.903066,-1.508463,-0.202425,0.568618,-0.917085,P
1.727365,1.345573,1.695235,1.121247,2.350821,N
0.546474,1.488385,-0.426725,-0.789771,-0.298912,P
1.137992,1.208417,1.59964,1.224728,1.730968,P
-0.302875,-0.371887,-0.393872,0.154644,-0.661356,N
1.159327,0.944985,-0.128035,-0.692618,0.147429,P
-0.371807,-1.251531,-0.289371,0.273438,-0.338051,N
0.631279,0.966294,1.997333,1.394618,1.692751,P
1.088526,0.922216,0.986283,0.031144,1.299506,P
-1.252872,-1.550785,-0.938444,1.119998,-0.741788,N
0.137474,-0.065956,-0.61561,-0.794949,-0.10558,N
0.544184,1.231284,-0.101049,-1.266607,-0.312487,P
-0.017239,-0.015942,-0.428662,-0.901451,-0.636284,N
0.175044,-0.406325,0.214396,1.492167,0.173313,N
-0.636911,-1.594213,-1.36301,0.368071,-1.176257,N
2.008473,1.389871,1.084476,-0.066921,2.072211,N
1.169603,1.493969,1.923488,0.743948,2.205512,N
0.752252,-0.134594,-0.856765,0.388219,-0.687854,N
-0.54487,0.08223,1.380328,1.500067,0.434768,N
0.085774,0.172116,0.322228,0.480411,-0.013639,N
0.910377,1.243765,0.133771,-0.889836,0.222647,P
-0.037669,-0.196576,1.354568,0.756422,0.385466,N
-0.171267,-0.56163,-0.643055,-0.761865,-0.347789,N
0.922776,0.888101,-0.074543,-0.662703,-0.16534,P
-0.40345,0.48728,1.732663,1.402546,0.904467,N
1.61248,1.257022,2.233708,1.094715,2.738545,N
1.776085,1.481178,1.003894,-0.190515,1.446274,N
0.980109,0.770427,1.164286,1.570766,0.805722,P
-0.278409,-0.213049,0.629654,1.102815,0.07621,N
1.249755,1.534999,1.166508,-0.43923,1.255398,N
-0.800025,-1.495452,-0.670816,0.990716,-0.500546,N
-0.732092,-0.977355,-0.424186,0.397649,-0.268666,N
2.218915,1.712892,1.396478,0.291906,2.558804,N
-0.041203,-0.735289,-0.834585,-1.596149,-0.613801,N
-0.481621,-0.352198,-0.459777,0.881754,-0.416663,N
-0.660401,-1.125509,-0.991129,0.047938,-0.930119,N
1.28758,0.991628,-0.807496,-1.52646,-0.588536,P
0.392182,-0.382878,-1.714906,-1.323075,-1.438253,N
1.485316,1.520921,-0.032928,-0.468755,0.623562,N
0.526652,0.568732,1.552261,1.491123,1.164342,P
-0.835566,-1.658224,-1.174033,1.582935,-0.758324,N
0.421677,0.36307,2.04572,1.58145,1.156111,N
-1.674939,-1.340361,-0.939269,-0.56232,-0.800358,P
-1.179131,-1.090678,-1.176034,-1.116467,-1.008496,P
-1.097393,-0.681124,-1.207704,-1.443877,-1.320079,P
0.643779,0.193063,-0.154022,-0.632328,-0.092353,P
1.625091,1.319265,-1.664977,-1.519671,-1.557241,P
0.917527,1.063624,0.579437,0.004618,0.630205,P
-1.100477,-0.535248,-0.739598,-1.137905,-0.860838,N
-1.686255,-1.444169,-1.017487,1.643618,-1.212494,N
-0.245967,-0.865469,-0.02745,0.220515,-0.235095,N
1.05737,1.046244,0.030381,0.8075,0.012138,P
-1.520096,-1.201775,-1.336262,-0.352888,-0.932392,N
-1.320517,-1.125399,-0.567363,-0.769268,-0.704748,P
-1.012327,-0.844341,0.527006,1.705791,-0.596156,N
1.745374,1.344675,-0.221243,-0.519192,0.04589,N
-0.164683,-0.192234,0.43045,1.50446,0.09594,N
1.560457,1.585823,2.863493,1.621152,3.416008,N
1.209006,1.413011,-0.606131,-0.805476,-0.304149,P
0.84227,0.461085,1.136087,0.997216,0.867017,P
-1.136737,-0.886203,-0.903312,-1.383552,-0.977463,P
0.679474,0.263422,1.117888,1.25548,1.046645,N
-1.931854,-1.651119,-0.972966,-1.265136,-0.655484,P
0.837517,0.738674,1.788896,1.604796,1.703968,P
0.21941,0.548551,-0.486777,-1.284963,-0.242211,P
-0.557228,-0.918331,-1.603327,-1.37011,-1.235866,N
0.739579,0.289134,1.144453,1.237802,0.647745,P
0.482764,1.245101,1.504424,0.219245,1.305416,P
0.808547,0.375943,1.062655,1.286465,0.938045,P
1.744307,1.51684,-0.748371,-1.292627,-0.649261,N
0.110332,-0.502595,-0.429522,-1.540169,-0.273369,N
0.379033,0.123828,0.391661,-0.552694,0.064336,P
-0.663587,-0.309349,0.825455,1.650928,0.051417,N
-0.713656,-1.601815,-0.300118,0.490941,-0.70709,P
-0.041186,-0.25184,-0.090456,1.578144,-0.569032,N
-0.797024,-0.918556,0.257389,0.061716,-0.220906,P
0.995805,1.293381,2.383775,1.373726,2.594076,N
-1.182894,-1.548023,-0.820037,-1.154427,-0.81176,P
-1.413107,-1.503158,-0.858244,-1.577823,-0.870715,P
2.245006,1.643445,-0.915304,-0.866009,-0.310544,N
-0.03424,0.05796,0.11743,0.227723,-0.216801,N
-0.598164,-0.253781,-0.298985,0.395832,-0.64251,N
-0.592355,-0.154908,0.171046,1.097065,-0.05739,N
-2.102295,-1.524782,-1.017551,1.156656,-0.819965,N
0.890167,0.986253,-0.637529,-1.092186,-0.300802,P
-0.439555,-0.3413,0.09343,-0.420144,-0.097337,N
-0.310625,-0.542981,-1.806552,-0.935785,-1.266815,N
-0.891214,-1.360369,-0.607726,0.384266,-0.857897,P
1.444503,0.958375,1.315207,0.635649,1.680544,P
-1.806557,-1.489311,-0.811641,0.957214,-0.716812,N
0.066997,-0.402179,-0.841718,-1.279072,-0.436132,N
1.213763,1.644559,3.760033,1.673863,4.110535,N
-1.069853,-1.220068,-0.610598,-0.245942,-0.684072,P
1.146781,1.700654,2.681594,1.068654,2.370039,N
-1.479853,-0.649378,-0.783261,-1.340948,-0.861582,P
0.268882,-0.05714,0.507659,0.318873,0.46829,N
-0.578147,-0.471394,-1.07984,-1.350282,-1.034564,N
-1.403331,-1.200721,-0.679536,-0.242916,-0.643362,P
0.399336,0.823258,2.184839,1.215562,1.117949,P
0.481999,0.823988,0.68246,0.235564,0.680395,P
-0.189218,0.421655,-0.483428,-1.566559,-0.591077,P
1.32598,1.173223,-0.196336,-0.98696,-0.292369,P
-0.552821,-1.282612,-1.327323,-0.335304,-1.353637,N
-0.145433,-1.118513,-0.841409,-0.490036,-0.484907,N
-1.437449,-0.990892,-0.594003,-0.683772,-0.605778,P
1.548494,1.273463,1.412629,0.768284,1.992289,N
-0.003654,0.581197,1.005232,0.295626,0.262367,P
0.281873,0.857832,0.810025,-0.039666,0.047313,P
-0.763749,-1.510039,-1.446349,1.517257,-0.91035,N
1.544852,1.760449,2.704853,1.057278,3.374177,N
1.346216,1.299468,-0.744956,-1.546373,-0.429677,P
0.562698,0.250152,0.357544,0.0808,0.034905,P
-0.11932,-0.629198,-0.060361,0.64294,-0.148005,N
-0.720658,-1.163658,-0.287014,0.517766,-0.572224,N
-1.888418,-1.563173,-0.370311,1.382357,-0.648576,N
-1.57147,-0.822995,-0.825278,0.296847,-0.849546,N
-1.015955,-1.430861,-0.858472,-0.006825,-0.79013,P
-0.174924,-0.018546,0.129468,-0.215148,-0.303051,N
1.424737,1.183014,1.999054,0.949885,2.491632,N
0.69738,1.164927,1.673504,1.38881,1.149411,P
0.091061,-0.520811,0.173116,0.081259,-0.094217,N
-0.513964,-0.354099,-0.712501,0.174597,-0.591872,N
0.569386,0.955133,0.572429,-1.29687,0.274617,P
-0.779593,-0.480873,-0.260353,1.159065,-0.296858,N
-0.796417,-1.038655,-1.024375,-1.356446,-0.849726,P
-0.420563,-1.098974,-0.703911,-0.902509,-1.106506,P
0.055898,-0.152042,-1.340943,-1.548883,-1.325676,N
-0.365588,-1.082882,-1.036189,-0.20352,-0.961689,N
-0.090528,-0.266927,-0.405127,-1.358475,-0.662188,N
0.144911,-0.907595,0.055389,1.276366,0.061046,N
0.946985,0.107002,0.31876,0.829259,0.587775,P
0.443651,1.142089,1.449518,0.939128,1.03958,P
1.319697,0.961897,0.08203,-0.561986,0.608164,P
-1.214908,-0.353776,-0.247111,0.413009,-0.706104,N
0.807026,1.359037,0.468709,0.247123,0.939414,P
-0.294725,-0.347593,-0.661309,-1.518693,-0.383529,N
-0.287739,-0.124005,0.475834,-0.292413,-0.250429,N
-0.351284,-0.539913,-1.024091,-1.355018,-0.610867,N
1.189805,1.648873,0.856795,-0.545315,0.804549,N
0.023914,1.021287,1.438625,1.189398,0.838327,P
-1.431954,-1.047667,-0.538476,-1.06685,-0.692837,P
-1.2422,-1.284808,-0.416408,-1.702738,-0.764856,P
0.742288,0.651515,-0.761606,-1.451131,-0.427104,P
-0.039442,-0.067493,-0.625311,-0.244108,-0.464135,N
0.92771,0.884229,1.525637,1.333443,1.687723,P
0.911875,1.358786,1.911287,0.525638,1.848228,P
1.164945,0.875343,0.773948,0.294902,0.742529,P
0.663633,0.251249,-0.218454,-1.332052,-0.248244,P
-1.983449,-0.951712,0.123088,0.42685,-0.867976,P
0.122844,0.173907,0.279197,0.785578,0.42713,N
0.320958,-0.381594,-0.667478,0.649926,-0.884743,N
0.862329,1.13235,0.13543,0.326068,0.195379,P
-1.519547,-1.648415,-1.181126,-1.709375,-0.486696,P
0.645127,0.281802,-0.061372,0.514675,-0.431588,P
0.303379,-0.468506,-0.259342,1.148226,-0.47926,N
-1.447874,-1.369755,-0.900371,-1.11166,-0.452793,P
0.036342,-0.562191,-0.424215,-1.58402,-0.657286,N
-0.05188,0.204617,0.827033,-0.041652,0.455421,N
0.22109,0.059336,-1.395317,-1.255614,-1.26094,N
-1.64608,-1.093858,-1.230907,0.539698,-0.749126,N
1.993743,1.653287,1.863449,0.878877,2.423967,N
-1.302735,-1.258341,-0.895389,-0.67004,-0.661717,P
0.436129,0.7031,0.669954,0.758121,0.846231,P
-1.504555,-1.282051,-0.153512,1.399903,-0.484652,N
0.826846,0.469781,1.326392,1.065153,1.380741,P
-1.385606,-1.41134,-0.627474,0.31653,-1.067462,P
1.091959,1.065183,2.227537,1.35661,2.316323,P
1.104806,1.572184,-0.989445,-1.50097,-0.698225,P
-1.368278,-1.139473,-0.593565,-1.507966,-0.556283,P
-0.611687,-1.433933,-1.124481,-0.939302,-0.808944,P
0.709996,0.962656,1.896257,1.434855,1.55457,P
0.78717,0.870857,-0.17305,0.18965,0.209284,P
-0.659353,-1.333829,0.069781,0.759987,-0.335272,N
-1.392568,-1.150857,-0.794137,-0.27923,-0.864138,P
0.735637,0.213961,1.142288,1.345318,1.212879,N
-0.083924,0.56186,-0.986234,-1.360201,-0.849574,P
-0.270376,0.405548,1.497787,1.63755,0.772797,N
0.229976,0.24931,0.828524,0.282142,0.478527,P
-1.469227,-1.586646,-0.576495,0.593023,-0.50154,P
0.62554,1.259353,-0.677309,-1.533014,-0.499812,P
1.583725,1.645455,-0.443203,-1.307014,-0.263352,N
1.382403,1.240892,2.006083,1.605794,2.432991,N
-0.077132,0.848145,1.176491,1.084787,0.339923,P
-0.639841,-0.774905,0.26538,1.670734,0.022113,N
-0.820405,-0.604921,-0.525059,1.57969,-0.500484,N
1.074269,0.657812,-0.71886,-1.267469,-0.462991,P
2.034076,1.408398,0.498009,0.19968,0.994011,N
-0.870601,-0.614907,-0.626193,-0.563858,-0.626565,N
1.541561,1.339958,0.64205,0.055181,0.953799,N
0.578325,1.436209,1.676469,0.972795,1.690919,P
0.244835,1.253386,-0.25012,-0.803183,0.057776,P
-1.103433,-1.216495,-0.444395,-0.878134,-0.413621,P
-0.009079,0.056012,0.07102,0.046094,0.044765,N
-1.92217,-1.35646,-1.329289,0.019122,-0.787269,P
1.799292,1.310436,1.388182,0.331885,2.060897,N
-1.627957,-1.319682,-0.526913,0.444499,-0.844929,P
0.148345,-0.369497,-0.3914,-0.188869,-0.368375,N
-1.481159,-1.147056,-1.103899,-0.387221,-0.923796,P
-1.862902,-1.323649,-0.654699,-1.459745,-1.011653,P
-1.323935,-1.142474,-0.444559,0.564813,-0.59884,N
0.059348,0.060694,-0.76454,-1.026533,-0.751224,P
0.622122,0.643698,-0.743222,-0.869698,-0.498187,P
1.073563,0.391628,-0.799191,-1.24333,-0.342654,P
-0.614142,-0.80568,-1.521881,-1.245365,-1.069381,N
2.311143,1.729532,1.936641,0.655478,2.94787,N
-1.194215,-1.416786,-1.113481,-1.657279,-0.71638,P
-0.906411,-1.573881,-1.533823,0.228323,-1.018476,N
0.473191,0.659632,1.502948,1.304824,1.285599,P
1.68485,0.927672,2.978908,1.68298,3.934983,N
-1.001153,-0.740838,0.977483,1.592806,-0.09064,N
0.454789,0.929294,-0.050684,-0.046692,-0.203849,P
0.506231,1.044151,-1.309534,-1.35843,-1.288449,P
0.904119,0.785598,-0.005373,-1.5396,-0.088816,P
-0.954086,-1.453025,-0.871622,-0.852192,-1.126011,P
1.670139,1.317359,0.987387,0.30927,1.319171,N
-0.984021,-0.996927,-0.470353,0.536458,-0.654568,N
1.231387,0.6945,1.689938,0.062485,1.891171,P
-0.362262,-0.878695,-0.04539,1.634141,-0.409754,N
1.03172,1.727211,0.500128,-0.355845,0.579157,N
-1.752155,-1.364595,-0.820397,-1.365807,-0.64334,P
0.699911,0.474956,1.023694,1.646279,0.892827,P
0.930352,1.402449,2.088125,0.953388,2.201739,N
0.600081,1.227442,1.142009,0.532633,0.540828,P
-0.030846,0.223438,0.402362,1.541376,0.158761,N
0.094676,0.105106,0.238064,0.725349,0.238872,N
0.10305,0.599159,-0.874776,-1.110823,-0.639509,P
-1.211411,-0.590964,-1.274698,-0.962471,-0.588352,N
0.014993,0.561001,-0.218511,-0.365124,-0.561978,P
-0.254039,0.180646,1.348793,1.185455,0.719516,N
-0.194989,-0.755306,0.201843,0.976066,-0.269846,N
-0.053064,0.222582,-0.500394,-1.133359,-0.380553,N
-0.983156,-0.642095,-0.598184,-1.274868,-0.496134,P
0.344212,-0.151085,-0.159125,0.241194,-0.489777,N
0.596093,0.387744,0.330645,-0.881798,0.178216,P
-1.433229,-1.050393,-0.345745,1.309528,-0.553603,N
0.819419,0.470737,1.481576,1.564681,1.255838,P
-1.314113,-1.184445,-0.973339,-0.894421,-0.750999,P
-1.32766,-0.827702,-0.743246,1.281739,-0.846557,N
-0.504936,-0.041401,0.13303,-1.095637,-0.043858,N
0.219553,0.253766,-1.061954,-0.746058,-0.9724,P
1.010546,1.179001,-0.037179,-0.170158,0.23537,P
0.175256,0.962087,-0.177939,0.02498,-0.030704,P
0.42055,1.465047,1.971845,0.269603,1.234499,P
2.134465,1.749498,1.235762,-0.041266,1.952313,N
-0.74705,-0.206665,0.181275,-1.03147,-0.20094,N
1.336431,0.915548,1.15435,0.997608,1.486771,P
-1.593457,-1.313471,-1.304408,1.447787,-0.955347,N
-0.013494,-0.447535,-0.160378,0.902338,-0.587259,N
1.285395,1.085144,-0.093281,-0.822969,-0.068944,P
-0.758892,-0.339654,-0.011587,-0.169123,-0.446244,N
0.390079,0.111733,-0.219461,-0.672162,-0.147366,P
-0.11679,-0.445004,-0.347559,1.611917,-0.586528,N
1.516945,1.640891,0.0202,-0.68555,0.236986,N
0.301802,-0.172701,0.722285,1.554686,0.590309,N
0.943494,1.024999,-0.062227,-0.771567,-0.074572,P
0.904296,1.583906,1.858193,0.866328,1.549336,N
-1.289795,-1.588364,-0.711016,1.117166,-0.668687,N
1.692247,1.077247,1.131462,0.529748,1.80021,N
1.712905,1.474741,1.131628,0.274744,1.898392,N
-0.502519,0.193978,-0.531563,-1.355157,-0.273733,N
-2.037432,-1.363507,-1.331547,-0.97377,-0.749438,P
-0.087792,-0.825477,-0.303116,-0.746436,-0.467545,N
0.717132,1.456716,0.57729,-0.51837,0.551406,P
-1.220427,-1.05703,-0.751978,-0.843839,-0.765716,P
0.054125,0.136313,0.035234,-0.063753,-0.066654,N
0.814307,0.135212,0.659018,-0.657512,0.446579,P
-1.670887,-1.435623,-1.19743,-1.663076,-0.832825,P
0.844288,1.171871,-0.506587,-1.415095,-0.663772,P
-0.459598,-0.068669,0.928781,1.317053,0.329798,N
0.028904,-0.443178,-1.258256,0.05122,-1.292176,N
-1.928176,-1.40473,-1.047044,-0.768084,-1.015379,P
0.578064,0.399028,0.643523,1.460714,0.806441,P
-0.855203,-0.535339,-0.371751,-0.019787,-0.545246,N
-1.179471,-1.104476,-0.332606,1.329915,-0.139422,N
0.541777,1.198959,-0.521157,-0.311886,-0.421773,P
0.924395,1.16273,1.354848,0.757276,1.423111,P
-0.828357,-0.2362,-0.415602,-1.371205,-0.660151,P
-1.188589,-1.457487,-1.174753,-1.639809,-0.768108,P
0.747041,0.740157,-0.050252,-0.764082,0.006979,P
0.515196,0.695612,1.251597,0.389473,1.023134,P
0.468034,0.692869,-0.660735,-1.024644,-0.493266,P
-0.190362,-0.216626,0.053075,0.611401,-0.31842,N
1.681186,1.373001,1.185008,0.468559,1.841837,N
