"oz1","oz2","oz3","oz4","oz5","binaryClass"
0.607785,1.135871,1.446465,0.21367,1.154189,P
-0.514576,-1.554156,-1.335198,0.406053,-0.813712,N
-1.060702,-0.498738,-0.501789,0.704762,-0.787583,N
-0.96542,-0.757263,-0.822765,-0.148912,-0.861017,N
1.022238,0.869364,0.831039,0.802802,1.096453,P
-0.38042,-1.07499,0.067647,1.128826,-0.425594,N
0.799055,0.678039,-0.743112,-1.485489,-0.649948,P
-1.190343,-0.878686,-0.189572,-0.270748,-0.883114,N
-0.847861,-0.388038,0.529237,-0.235725,-0.089871,N
-1.923461,-1.011274,-0.466099,0.651135,-0.973862,N
-0.391432,-0.886672,0.467387,1.462575,-0.052345,N
-1.119511,-0.930507,-1.650487,-0.375772,-1.207601,N
0.347751,-0.185429,0.213199,0.47801,0.430303,N
-1.23475,-1.233333,-1.276087,-0.253332,-1.298978,P
0.467359,0.514507,1.182592,1.665684,1.020565,P
1.692122,1.374962,3.172171,1.056118,4.129234,N
1.524462,1.094699,1.099968,0.247785,1.110987,N
-1.58803,-1.298209,-0.355579,1.485694,-0.883275,N
-1.416174,-1.361727,-0.910852,0.7899,-0.729084,N
0.495581,1.285081,-0.442679,-0.905951,-0.385007,P
-0.61192,-1.179767,-0.915221,-1.240322,-0.701742,P
0.64069,1.192699,-0.630181,-0.865827,-0.286678,P
0.151818,-0.097371,-0.174667,-0.181993,-0.28262,N
0.759868,0.836317,0.625162,-0.180499,0.905221,P
-0.029721,0.190968,0.244483,0.777639,0.001251,N
-0.427521,-0.838839,-1.682952,-0.38927,-1.037117,N
-1.556475,-1.297699,-1.399152,-0.20882,-1.13717,N
-0.700876,-0.446569,-0.990624,-0.952326,-1.03857,N
0.594708,1.418844,1.928271,1.663163,1.701857,P
0.678083,1.329537,-0.085194,-0.49635,-0.061678,P
1.154374,1.264832,-0.432685,-1.556317,-0.31622,P
-1.028574,-0.954275,-1.847205,0.461203,-1.139098,N
-0.771307,-1.467723,-0.740287,-0.239987,-0.726608,P
-1.1861,-1.465406,-1.379216,-0.176364,-1.120036,N
0.578571,0.096087,1.204154,0.907269,1.095357,N
-0.196325,-0.090657,-1.272444,-1.7117,-1.123202,N
0.382108,0.700896,0.068225,-0.291714,0.131998,P
1.054617,0.479735,0.543844,0.089631,0.779133,P
1.566247,1.106448,-1.139589,-1.830226,-0.876608,P
1.038045,1.654647,-0.16986,-0.393516,-0.25822,P
1.31375,0.879398,0.139349,-0.57644,0.460912,P
0.199147,0.084511,0.502954,0.829003,0.592746,N
0.506832,0.299579,-0.785348,-1.16079,-0.495964,P
-0.056527,-0.104806,-0.95987,-0.471297,-0.716982,N
1.200913,0.828146,1.174175,0.088314,1.546553,P
1.533151,0.744604,1.636541,1.34474,1.777495,P
0.073821,0.325541,0.586143,0.482192,0.532639,N
-0.580959,-1.013972,-0.263393,1.38178,-0.50182,N
1.383171,1.530714,2.029977,0.828403,2.303562,N
0.705246,0.430402,-0.370077,-0.09378,-0.314766,P
-1.849572,-1.259947,-1.015395,1.207156,-0.690141,N
-1.646794,-1.026403,-0.084659,-0.036178,-0.76795,P
-0.99746,-0.104379,0.640485,0.973225,0.11284,N
0.797697,0.186828,0.200113,-0.047584,0.072367,P
0.016429,-0.822323,-0.350981,-1.639473,-0.23749,N
0.382,-0.214629,0.044589,0.780709,-0.063897,N
-1.275287,-1.209183,-0.366548,-0.539141,-1.013697,P
-0.621602,-0.366529,0.190429,0.267271,-0.186275,N
1.253805,0.547592,1.877822,1.68574,2.355941,P
-1.164556,-1.424916,-0.414016,-0.168468,-0.560411,P
0.324568,0.783949,1.069867,0.385819,0.615744,P
-0.111614,0.253677,0.379468,-0.161609,-0.227389,P
0.993508,0.965569,0.993054,-0.143929,1.052592,P
-0.342812,0.16649,1.257946,1.208301,0.351776,N
0.586974,1.013067,-0.11384,-1.013229,-0.265687,P
0.228412,0.247971,0.088979,-0.660402,-0.174178,P
0.478484,1.263004,2.470447,1.744288,1.957637,P
-0.634723,0.103933,-0.296701,-0.201781,-0.840658,N
-0.310464,-0.792687,-0.831585,-0.571292,-1.088881,N
0.120213,0.200929,0.782654,0.840097,0.627357,N
0.031672,-0.528305,-0.330546,-0.288642,-0.219494,N
-1.648179,-1.101329,-0.428191,0.304457,-0.851924,N
1.754967,1.689199,2.060624,1.13103,2.520749,N
1.631765,1.305318,1.641038,0.678689,2.281296,N
0.31643,0.331706,0.8138,0.187709,0.833785,P
0.846546,1.372258,-0.614305,-1.470849,-0.698843,P
-1.173301,-1.840797,-1.120662,1.321176,-0.816925,N
0.163171,-0.240653,1.16941,1.684467,0.637399,N
-0.538385,-0.890848,-0.813637,-0.319035,-0.629553,N
-0.028465,-0.240672,-0.489529,-0.246662,-0.415776,N
0.675618,0.112607,-1.038217,-1.612174,-1.121746,P
-1.137257,-1.70962,-1.321199,-0.13306,-0.971711,N
-0.241659,0.066486,0.987607,0.887321,0.193835,N
0.247979,0.186992,-0.283765,-0.353441,-0.386186,P
-0.446316,-0.334718,-0.891974,-1.552363,-0.660595,N
-0.698727,-0.402918,-0.962635,-1.225431,-0.624338,N
-1.167567,-0.35784,-0.379859,-0.253298,-0.95213,N
-0.659142,-0.848153,-0.834901,-0.813124,-0.829313,N
-1.438387,-1.38253,-1.910843,-0.159081,-1.358336,N
0.400634,0.937117,1.248227,-0.579851,0.966108,P
0.379516,0.070886,-0.78627,-0.46585,-0.483165,P
0.875239,0.098369,-0.422497,-1.063207,-0.020513,P
-0.300902,-1.071714,-0.735728,0.385073,-0.730601,N
1.0151,0.486064,0.976188,0.875767,0.840936,P
-1.828374,-1.449885,-0.731556,-0.440952,-0.728266,P
1.21767,1.368681,2.911117,1.695451,3.079188,N
1.113092,0.867514,1.460098,0.886702,1.539431,P
-1.896177,-1.658486,-0.601409,1.249963,-0.79965,N
-0.223831,-0.779973,-0.504008,0.996044,-0.409298,N
2.042518,1.264834,2.303772,1.622275,3.463925,N
-0.378226,-0.612975,-0.149731,0.745237,-0.301897,N
-1.667019,-1.585351,-1.181104,1.773407,-0.96995,N
1.082339,1.604977,0.6839,-0.296705,0.923462,N
1.604764,1.344296,0.124837,-0.713743,0.350368,N
0.340954,0.763096,0.084477,0.009072,0.268563,P
-0.724615,-1.290736,-1.321551,-1.154904,-0.579134,N
-0.298848,0.108179,-0.820355,-1.739579,-0.949137,P
1.314953,1.415037,1.032348,0.489444,1.162361,N
0.225992,1.112931,0.318356,-1.085547,0.385704,P
-0.448777,-1.109064,-0.2357,-0.32964,-0.353463,N
-0.000127,-0.608608,-0.86636,-1.092062,-0.88831,N
-1.018673,-1.581468,-0.504079,0.861204,-0.671391,P
-0.014082,0.356195,0.440314,-0.298687,0.168966,P
0.680065,1.601266,0.241945,-0.845983,0.030442,P
0.330771,-0.30102,-0.055416,1.48737,-0.124283,N
0.198078,-0.519542,0.948089,1.766852,0.410507,N
-0.863611,-1.26519,-0.950412,-0.291586,-0.67343,N
