"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","oz51","oz52","oz53","oz54","oz55","oz56","oz57","oz58","oz59","oz60","oz61","oz62","oz63","oz64","oz65","oz66","oz67","oz68","oz69","oz70","oz71","oz72","oz73","oz74","oz75","oz76","oz77","oz78","oz79","oz80","oz81","oz82","oz83","oz84","oz85","oz86","oz87","oz88","oz89","oz90","oz91","oz92","oz93","oz94","oz95","oz96","oz97","oz98","oz99","oz100","binaryClass"
0.845683,0.180752,0.75023,0.833075,0.939064,0.191965,0.641355,0.35569,0.178303,-0.605191,-1.148031,-0.03112,1.43484,0.608556,-1.463366,-0.720945,1.289702,-1.154538,0.378225,-1.33781,-1.02565,-0.072329,-1.456733,-1.681108,1.295042,1.17131,-1.701081,1.132201,-0.569626,0.917071,-0.931699,-1.482036,-1.078832,-0.340565,-0.233516,1.343331,1.508785,-0.723077,-0.598048,-1.566018,-1.24011,-0.771903,-0.599464,0.941805,-0.851588,1.507675,1.126329,0.05318,-1.373903,-1.332576,-0.368345,-1.097421,-1.361409,-0.403756,1.325194,-1.111313,0.530204,1.469946,-1.078946,1.442561,0.23948,-1.286939,-0.627572,-0.886177,1.453605,-0.75363,-0.468042,1.305148,-0.078956,-0.212414,-1.275003,-0.83722,0.39111,-1.63477,-0.89734,0.208237,-0.564141,1.107678,-0.314088,0.950548,0.097393,1.493071,0.67434,1.463537,1.724751,0.662069,0.665391,-1.037052,-0.565875,1.40476,-0.010088,1.703819,0.325464,-0.215394,1.638628,0.31878,-0.532617,-1.029699,-0.607077,0.469587,N
-0.615082,-0.687921,-0.970973,-1.054216,-0.833956,-0.751048,0.016746,0.02757,1.216535,-1.037573,-0.019334,1.723809,0.512187,-1.382155,1.214231,-0.838716,1.448863,-0.600424,-0.361796,0.308534,-0.527906,-0.714386,0.642256,1.638111,0.957646,0.990738,0.726773,0.570617,0.601382,-0.463033,1.155481,1.162722,1.218784,1.068279,0.637363,0.152477,-1.479523,-1.131797,1.499492,-1.123767,-0.597279,1.640469,-0.018151,-0.68741,1.138633,-0.448101,-1.021322,-0.446894,-1.220447,0.425378,-1.581292,0.521634,1.518936,0.888074,0.881602,0.717,-0.110841,-1.189352,0.388092,-2.076342,1.52251,-1.131673,0.495225,-0.49575,-1.33755,-0.943308,-1.121661,-0.277905,0.820747,0.351634,0.210317,-0.198632,-1.367135,-0.43886,0.471095,-0.679077,-0.292966,0.85114,0.569848,-1.808914,-0.885152,-0.536243,0.954323,0.70019,-0.526009,0.478915,1.19498,0.861772,-0.064625,-0.280539,-0.341306,0.080454,1.11165,0.074968,-0.028671,1.596764,0.50059,-0.660233,1.794839,-0.015376,P
-0.528979,0.014669,0.101699,1.193298,-0.095003,1.433257,0.34914,1.469109,0.680091,0.885601,-1.847697,1.052086,0.069188,-1.409439,0.073859,0.441839,1.850864,-1.020389,-1.107302,1.359516,-0.801679,1.263606,1.080859,-0.276278,0.125067,0.818837,1.37227,-0.908135,-0.852522,0.663231,0.607629,0.719016,0.848224,0.390952,-0.115731,1.499567,-1.683229,-0.926698,-1.666822,1.584248,-1.70861,0.308062,-0.856769,-0.569875,-1.711756,-0.230237,-0.666705,0.342776,1.411122,1.618785,0.018496,0.863423,-1.055461,1.490088,0.40488,0.632075,1.053651,-0.742055,-0.055719,0.571771,0.475378,-0.004764,0.915864,-0.464168,0.622147,-1.530731,-1.475502,-1.418717,0.531522,-0.586462,1.401088,-0.514375,0.944792,0.337132,0.519278,-0.403131,-0.69135,0.708864,-0.437474,-0.036399,1.903221,-0.485651,-1.408365,-1.058201,-0.626674,-0.725456,-0.385985,1.322457,-1.378726,-0.11084,-0.554303,0.254945,-0.413559,-0.401881,-1.747155,-0.871302,0.477037,-1.260947,-1.428777,-0.783237,N
-0.010885,0.210052,0.428329,1.035761,-0.079506,0.750625,1.432163,0.702094,-1.786773,-0.454107,-1.699685,-0.396755,-1.252233,-1.064174,0.866047,0.923498,-0.547482,1.171945,1.098122,1.08725,-1.358364,0.626327,-1.154716,0.828317,-1.454104,-0.201293,1.251,-1.046836,0.014564,-1.635635,0.648939,1.334165,-1.206811,-0.179042,-0.302601,1.314956,0.556926,0.368457,0.106648,-0.996079,0.043583,0.210464,1.573383,-0.66969,0.747493,0.697769,1.377215,0.697804,-1.096017,0.214895,-1.523728,-1.11926,1.085876,1.458412,-0.69105,-1.081661,1.281158,-0.590535,1.368333,-0.255049,1.293491,1.138106,-0.625547,-1.205922,0.302182,1.442386,-1.148349,1.308429,1.195503,0.471191,0.293297,0.266868,-0.215067,0.954516,-0.608909,-0.358068,-0.743418,-0.34166,-0.030121,1.288422,1.470846,-1.342251,0.690444,0.953709,-0.790562,-1.695787,-0.588278,1.462347,-1.577321,-0.978212,-0.318071,-0.108051,-1.075373,1.45877,0.070088,0.050271,1.1296,-0.86375,1.81604,-1.444078,N
0.283678,0.798108,0.33386,-0.882299,-0.054194,-0.402151,0.045507,0.31576,-1.597236,0.032972,-1.485086,-0.874717,-0.574437,0.567467,0.852442,-1.724007,0.654324,-1.064612,-1.218715,-0.379884,1.532272,-1.595129,-0.262904,-0.529341,-1.252235,0.225106,-0.721645,-1.033273,1.196977,-0.960329,-0.330669,-1.119077,-1.796738,0.878242,0.785677,-1.545322,0.854724,-0.527781,-0.327589,0.979123,-0.589663,-0.604647,1.630701,1.002073,-0.916526,1.378331,1.384114,0.356793,-0.196015,-1.40871,-1.140764,-0.381515,-1.477263,1.574897,-0.940176,-0.583256,-1.106244,0.492839,1.41959,-0.956482,1.664999,0.225537,0.832354,0.306311,1.922743,0.291134,0.966852,0.706304,-1.590485,0.496087,-0.104859,-1.509874,-1.486961,0.306794,0.981751,0.284456,0.642341,1.615649,-1.152771,-0.103125,-0.641918,-1.092852,0.474892,1.378683,-1.424638,-0.447885,-0.879789,-0.786728,0.559902,1.492637,-0.209505,-1.818107,-0.100165,1.213945,0.282839,0.190108,-0.889462,-0.838767,1.078459,0.103059,P
2.14279,1.436401,0.812297,-0.538021,1.666297,0.082772,-0.11016,1.312581,0.673427,-1.475845,0.414033,1.359347,-0.022727,-0.721036,0.030384,-1.307793,-0.153526,-0.97901,1.510925,-0.046881,1.134667,-0.739397,0.435201,0.760589,0.550558,1.309182,-1.397839,-1.280267,0.759201,1.501105,-0.769739,-0.148988,-1.413283,-0.682993,-0.67666,1.187986,-1.776373,-0.456568,-0.760172,0.843176,1.011313,-0.848445,-0.522085,-1.634318,1.604568,0.228103,-0.241582,0.498715,0.509639,-0.549557,1.366629,-0.535479,0.355441,-1.626504,0.743804,-0.979297,-1.189345,0.411423,-0.554728,-0.239701,1.065813,-0.363884,1.316264,0.894539,-1.155166,0.518971,1.230093,-0.63653,-1.419366,-0.145095,-0.193091,0.972184,0.045128,-0.280956,1.278073,-0.367655,-1.259345,-1.120536,-1.306878,-0.003638,1.591462,0.851515,0.997472,-0.632961,-1.009114,1.333694,0.346246,-0.874091,-0.842295,-0.840558,1.165788,-1.757516,-0.880979,-1.236066,0.421869,-0.50216,-0.110178,0.905241,-0.692811,-1.593124,N
-0.853571,-1.395327,-0.987398,-1.240088,-0.86644,-1.172334,-0.945251,0.254175,0.486473,-1.332695,-1.310528,0.521319,-0.057988,1.374773,-0.692611,-1.282225,-0.04517,-0.34144,-0.929662,-0.654882,1.35636,0.037273,0.656385,1.161941,-0.088592,-1.204515,1.18594,-0.998786,0.555997,0.119629,-0.472691,-0.437813,-1.03599,1.758051,1.188787,1.116265,0.132562,-1.720197,-1.694707,-0.97312,0.741291,0.780933,-0.224353,-0.346803,0.033419,1.406835,-1.707603,-1.383492,-0.589367,1.458234,0.001673,1.216367,-1.766221,-0.171863,0.30123,-0.567613,-1.185274,-1.326293,-1.323983,-0.200906,0.869756,0.263808,-0.091819,-1.661386,-0.006435,-1.275927,-0.234394,0.048598,-1.047534,-0.01687,1.792908,-1.284614,1.114497,1.47182,-1.20699,1.37442,-0.896697,-1.43815,-0.204953,1.238628,-0.182657,-1.412419,-0.559927,1.185669,1.032318,-0.794155,-0.279147,-1.253569,-1.245539,0.013229,1.223981,1.403871,-1.233891,-0.717283,-1.505715,1.129053,-1.442897,0.332854,-0.696682,-1.19909,P
1.313423,1.078938,-0.582843,-1.111437,-0.224578,-0.275387,-1.352851,0.488221,1.187351,0.691185,1.011814,-1.363415,1.16761,-0.037586,0.837271,0.409423,1.561046,-1.648025,1.066015,-0.235068,0.6126,0.337541,0.961717,0.066132,-1.580759,0.13436,-1.04972,-1.211208,-1.388764,0.711479,0.480146,0.321801,-0.998079,0.383829,-0.07402,0.845264,-1.049548,-1.1082,-1.776215,-0.417206,0.316926,-0.037493,0.828726,-0.31319,-0.377548,0.098611,-0.228772,-0.554217,-1.022282,-1.517536,1.327814,0.052634,-0.531057,1.055303,-1.598379,-0.155452,0.484041,-0.690606,0.373659,0.414463,0.907599,-1.483253,0.079534,1.604935,0.088967,-1.251415,-1.203205,0.904318,0.900762,0.37481,-1.049581,0.611531,0.212281,0.477308,-0.130087,0.741444,-0.494625,0.131609,-0.541625,0.117239,-1.63201,0.076891,-0.601542,-0.0151,0.823961,-1.169638,-0.709823,1.208185,1.596258,-0.543149,1.111017,1.154002,-1.461414,0.09734,-0.456222,-0.863565,0.454472,1.679332,0.012818,-0.630583,P
1.639499,1.544215,2.609408,1.125095,3.299193,-0.615174,-0.060437,-0.747064,0.443214,0.065898,0.98635,-1.047404,0.856387,0.002038,0.599876,0.773388,0.086195,-0.513871,-0.558988,-0.988481,-0.985994,-0.311243,-1.533047,-0.120997,-1.502583,-0.44067,0.850839,0.942857,-0.593676,0.184504,-1.379776,-1.15732,-1.121991,0.822673,-1.252112,1.491605,-1.312737,-0.937584,-1.360203,0.974464,0.766845,0.181103,-0.462481,-1.488486,1.240093,-0.814385,0.378588,0.690644,1.781214,0.412188,-1.476756,-0.00214,0.65114,-1.254549,-0.674042,0.00994,-1.184626,1.546085,-1.388326,1.299777,-0.518412,-1.337435,-0.303397,1.463401,0.519098,-0.60928,-0.01036,-0.464503,-0.455869,-1.669059,0.255679,0.346465,1.433918,1.538584,0.705574,-0.773287,0.390952,0.515668,-1.790297,0.316486,0.144143,1.27735,-1.545881,-1.225521,1.184644,0.420718,-0.63214,-1.314236,-0.450046,0.521506,0.886256,-0.519373,0.602208,-1.213875,0.932055,-0.044366,0.770817,-0.938326,0.839017,0.23101,N
-0.108768,-0.779401,-1.056824,-1.431939,-0.967731,-0.640101,0.400116,-0.815016,-0.173417,-1.478047,0.220245,-1.132591,1.706115,-1.396243,-1.328512,-0.288754,0.39326,1.284889,-1.470407,-1.329974,0.597212,0.506396,-0.266931,0.844165,-1.426103,1.344322,-0.507329,-0.325547,0.124064,-0.195349,-0.81049,-0.192532,0.617878,-0.801243,1.535018,-0.037864,-1.07304,1.165603,0.28497,1.315341,-0.472271,0.832126,0.780276,0.836593,-1.06353,1.614814,-0.763701,1.163798,-0.621801,-1.490155,1.545919,-1.682591,1.505087,0.224223,-1.019253,1.911067,0.914326,-1.184507,-0.282749,-0.904594,-0.093116,-0.140824,-0.180069,-1.357786,0.912301,1.879163,0.581156,-0.287518,-1.217119,0.755851,0.694615,0.877856,0.186851,-0.418322,0.512851,0.382257,1.93242,-0.336775,-1.066052,-1.214157,-1.190421,1.089855,-0.206618,1.13589,1.699108,-0.055357,-1.484234,0.697887,0.656189,1.706911,0.735541,0.004438,-0.97723,-1.34974,1.54187,-0.809985,1.330894,1.775444,-0.298302,-0.616892,P
-1.391744,-0.997382,-0.277982,1.329302,-0.274912,-0.835026,-0.967697,-1.160296,1.694751,-1.453482,-0.341073,0.70124,-0.328645,1.120344,0.41946,-0.193347,-0.168037,-1.165604,-0.929744,-0.357906,-1.09442,-0.091071,1.546267,1.143607,-0.98509,-1.452087,0.336801,-0.529486,-0.764074,-0.034803,-1.410397,0.258356,-1.157575,-0.087226,-0.334713,0.627934,-0.513032,0.263058,-0.291351,0.871401,-0.496947,1.025921,1.439494,1.730217,-0.472844,-0.357957,-0.459056,-0.88397,1.246801,-0.591724,0.550295,-0.601099,1.571963,0.754315,-0.758437,-1.6084,1.471183,-0.907078,-0.749569,0.297202,-0.89122,-0.568691,-1.890992,0.463483,-1.376716,0.036986,0.964303,0.347274,-1.44411,1.456759,1.644822,-0.399059,-1.585434,-1.093211,1.625454,-0.853778,-1.05815,1.342885,-1.042578,-1.118545,1.09672,1.387492,-1.269357,-0.071942,-0.988445,-0.971495,0.45591,-0.736259,-1.523272,-1.287097,0.533176,-0.966092,-1.315683,0.937533,-1.556968,-1.215212,0.98143,-1.270215,0.955889,0.022273,N
-1.467819,-1.306577,-1.236501,-0.717382,-0.548183,-0.750756,0.147127,-0.403392,1.352633,-1.115882,-0.850023,0.350033,-1.455514,-0.812416,-0.40399,-1.734886,-1.515283,-1.134517,1.318584,-0.852488,-0.403938,0.235869,0.08969,-1.474806,0.397347,1.390914,-1.718718,-0.99425,-1.019291,-1.200106,-1.667119,0.670628,0.674761,0.033359,-1.075836,-0.494617,-0.944875,0.747639,0.772875,0.73018,1.346535,0.413958,0.774534,1.241351,0.797236,-0.531247,0.868518,-0.863237,-1.32419,1.139486,1.288331,0.487456,1.19495,-0.364913,-1.594772,-0.56858,1.503269,0.373906,1.329569,-0.063049,1.046588,1.014708,-0.184499,1.031453,1.67799,-0.847573,-1.042996,1.356456,-1.208031,-0.666481,1.232063,-0.115582,-0.365594,-1.818816,0.733616,-0.786564,0.416934,1.624239,1.167893,-0.542976,1.329511,1.013223,-0.33058,-0.8703,1.405778,1.539512,1.328712,-0.990216,-1.341821,0.663666,-1.179833,-1.704608,-0.18268,1.722239,-1.00003,0.874161,-0.98957,0.905046,-1.604418,0.544936,P
1.5708,1.526924,2.984005,1.646826,3.725508,0.138947,-0.923246,-0.35079,-0.573648,-0.851558,0.918669,0.17303,1.184464,-0.709242,-1.072305,0.335551,-0.449672,-1.084873,-0.264253,1.979614,1.553588,0.757858,-0.793617,-0.115244,1.009413,0.59127,-0.408461,1.500072,0.623017,0.224286,-0.867448,0.340706,-1.379053,-0.555689,-0.266285,1.060941,1.579754,1.128789,-1.608286,0.119433,-1.617751,-0.465428,1.648794,1.430847,0.91819,-1.455238,0.415777,1.213835,0.855313,1.009283,-1.616034,-1.521582,0.136725,1.572091,0.717379,0.55333,1.051303,-0.248831,1.279932,-0.332595,-1.024394,-1.14734,0.429227,0.017756,-0.334112,1.317056,-1.273652,0.093081,-0.308281,-1.693642,1.820162,-0.604633,1.467068,0.32084,-0.632868,-1.467115,0.583267,0.945515,-1.559518,0.280846,-0.193944,-0.098486,-1.476089,1.554764,1.295424,-0.34631,-0.414264,-0.196138,0.914854,0.030715,0.085939,-0.861491,-1.462251,0.476337,-1.267262,-1.181946,1.528877,-1.198167,1.047493,0.996223,N
