"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","oz51","oz52","oz53","oz54","oz55","oz56","oz57","oz58","oz59","oz60","oz61","oz62","oz63","oz64","oz65","oz66","oz67","oz68","oz69","oz70","oz71","oz72","oz73","oz74","oz75","oz76","oz77","oz78","oz79","oz80","oz81","oz82","oz83","oz84","oz85","oz86","oz87","oz88","oz89","oz90","oz91","oz92","oz93","oz94","oz95","oz96","oz97","oz98","oz99","oz100","binaryClass"
1.539308,1.336813,2.432326,1.300321,2.99498,0.546185,0.367442,0.515015,-1.633308,-0.306168,0.540586,-0.412762,-1.448482,-0.831037,1.55898,0.417074,-0.89098,0.709058,-0.548387,0.127227,0.102026,1.20809,-1.179001,-1.529621,-1.158897,-1.368483,-0.717652,-1.563504,-0.902149,1.444404,-1.601198,-0.308621,0.913886,0.160166,0.730913,1.342144,0.029221,-0.049923,-0.181389,-1.461093,1.227918,0.524717,1.596674,1.653237,1.308485,-1.190422,0.971368,-0.457121,0.026908,1.654397,0.716796,1.686261,0.57883,1.351611,1.669107,0.538465,-1.628665,-1.205834,-1.546235,-0.013495,-0.829554,-0.632103,1.481412,0.03326,1.47833,-0.207103,-0.797597,-0.778503,-0.578165,-1.12807,-0.26084,-1.375037,-0.726237,-1.186421,-1.182607,0.517592,0.435111,-0.56233,0.33098,-0.071658,1.446343,-1.615137,1.624783,-1.288181,1.811392,-0.602703,0.887165,-1.045058,-1.674108,-0.5793,-0.54591,-0.097946,-0.785545,1.608306,-0.873456,1.55277,-0.166386,-0.263754,-0.945451,-1.314359,N
-0.912173,-1.253522,0.276679,-0.289266,-0.337631,-0.993291,-1.538723,-0.891599,0.607617,-0.725348,-0.874236,1.393651,-1.004869,0.009238,1.410541,0.243276,1.109196,1.470146,-1.50409,1.403539,-1.331268,0.685465,-0.117593,0.09144,-1.640075,1.162327,-1.54791,1.687984,1.53912,0.614407,0.016698,0.357243,1.410624,-0.246043,1.414592,1.212736,1.036296,-0.127247,1.407616,0.216408,-1.41662,1.518377,-1.039892,-0.492358,1.238245,-0.849829,0.234749,-1.198887,0.001686,-0.35874,-0.50623,0.435063,-0.38772,-0.444626,0.45787,1.158783,-0.505591,0.095739,-1.109012,1.3366,1.557546,-0.391877,-0.023659,1.051692,1.213545,-0.872127,-1.407268,0.659633,1.322774,-1.75859,1.210453,-0.880502,-1.851094,1.019668,-0.35327,0.366591,0.357418,0.467737,-0.454053,-1.082354,-1.641455,1.383104,0.1164,-0.38646,-1.129063,0.126495,-1.577389,-1.280698,-1.244175,-0.578755,1.575878,-0.782389,0.755437,0.105066,1.432769,-1.167732,0.425875,-0.944049,-0.679778,1.131303,P
-0.175569,-0.733418,-0.66132,-0.100238,-0.598194,-1.219231,-1.498721,-1.425337,0.618731,-0.377202,-1.344633,0.710787,0.935082,0.660313,-1.210199,-1.229686,1.523409,-0.937755,-1.132078,-0.47312,0.008192,1.001376,-1.65343,-1.071085,0.05546,1.316632,-1.608071,-1.140375,-0.975459,0.572668,-0.681103,1.264699,1.23172,1.338926,0.752444,-1.46663,0.432348,1.12397,-0.076858,1.122157,1.5945,1.579823,0.470744,0.057198,1.46905,-1.189165,-1.671434,-0.179578,0.097633,0.928162,-0.5404,-1.32189,-0.448586,0.250844,-0.996928,1.449154,-1.052558,1.015429,-0.846084,1.272606,-0.535576,1.644527,0.657415,1.296049,1.524305,1.070326,1.144758,0.156432,1.289232,0.134249,0.381866,0.662938,1.137633,-1.518515,-0.320623,-0.141978,1.160856,0.20378,0.654117,0.665415,1.053083,0.64097,1.417488,0.2534,1.788188,-1.255773,-0.509569,-0.180133,-1.611339,-1.133001,0.761286,-1.434256,-1.667106,-1.261248,0.158477,-1.136484,-1.100479,1.290081,-1.558357,1.190303,N
0.627215,1.14533,2.084051,1.639352,1.731259,2.415388,1.114042,1.563268,0.775635,1.35179,1.144407,-0.123357,-1.015885,1.268193,-1.297291,-1.564131,-0.196545,0.457586,-0.813881,0.408546,-1.525976,0.90398,1.543935,-1.357761,-0.200478,1.363869,-0.623712,0.234961,-0.447792,-1.550731,-1.264268,1.171205,-0.78925,-1.595539,0.147197,-0.032644,-1.553628,0.408576,-1.088363,-0.837559,-1.464052,-1.041113,1.608386,0.873789,-0.341673,-1.2709,-0.181863,0.745828,0.03362,1.022394,0.11026,1.621516,-0.243576,-0.766482,-1.130909,1.605281,0.214866,-0.349403,1.097778,0.766346,-0.797561,-1.526439,0.000077,-0.326574,1.601784,0.961176,1.697873,0.017523,0.024996,1.066732,0.141027,0.438247,-1.507221,1.516556,1.135918,-1.778744,-0.370889,1.553447,-0.225091,1.404008,1.338929,1.210435,-0.308008,0.695454,0.276491,0.154843,-0.676495,1.453438,-1.546184,-1.194159,1.40125,-1.397731,-0.11103,1.144711,-1.56522,1.304883,-1.322229,1.449205,1.009705,-1.035986,P
0.873037,0.751142,0.184384,-0.387705,0.24488,-0.970127,-1.169374,-0.573981,-0.670676,-1.427366,0.607118,0.486861,0.72728,1.254309,0.308387,1.669687,-1.246721,1.503413,-0.012983,0.661675,0.420819,-0.332338,-1.268125,-0.888696,1.363364,-0.774756,1.784429,-1.48439,1.546485,1.131707,-0.822458,0.825101,1.491625,0.450606,-0.09962,-1.516328,0.551995,-0.350719,-0.440574,-0.415057,1.403887,-0.565659,0.502526,1.297008,0.019343,1.377324,0.900709,-0.2844,0.723961,0.817313,0.011786,-1.013448,0.568653,1.110311,1.429151,1.112312,-0.952161,1.660699,0.760363,0.872728,0.345266,-1.116922,0.245476,0.179104,0.785494,0.833313,0.33289,-0.645014,-1.578165,0.21794,-0.10105,0.252027,0.676134,-0.918077,-0.403497,-1.564386,-1.477967,0.976044,1.002488,-0.307144,0.245403,1.314541,-1.248598,-1.27586,-0.167643,1.505906,0.829194,0.150486,-0.517649,-1.076274,-1.011729,-0.12761,-1.604476,0.633886,1.570693,-1.107036,0.537174,-0.024276,1.45218,-0.993014,P
-1.568954,-1.326905,-0.822834,-0.977962,-0.749374,1.30724,1.340906,-0.495879,-0.911845,1.352784,-0.59486,1.210594,1.448325,1.669875,-0.845062,0.050425,-0.955487,1.560248,0.558239,1.02232,-1.041107,-1.056991,-1.251774,1.64156,-1.097651,-0.339994,1.225263,-0.591144,-0.209073,-1.497946,1.469324,1.020971,-0.726325,-1.202422,1.011146,0.520111,0.970912,-1.424028,-1.026461,-0.672532,0.822522,1.361902,-0.618253,-1.123987,0.789404,1.419776,0.511915,-1.411611,-0.097718,0.737917,0.074061,-1.512651,0.141124,-0.390484,1.349446,1.542649,1.222314,-1.204985,0.890851,0.11132,1.478188,1.087546,-1.497224,-0.278651,-0.91535,1.416607,-0.236472,0.271744,-0.611866,1.135355,1.379677,-0.800598,-0.948394,-1.148075,0.156578,1.019854,-1.328652,1.746299,0.08689,0.411786,-1.482621,-1.256489,0.840857,1.05867,-0.338568,0.184317,-0.159096,1.121714,0.603323,-0.884609,-1.283272,-0.653183,1.482421,-0.02714,-0.141926,1.393156,-1.639006,-0.171331,-1.094871,1.237911,P
-0.495041,-0.425252,-0.206122,0.242726,-0.045872,-0.615458,-0.155233,-1.360204,-1.279888,0.175329,0.635606,-0.158681,-0.851963,-0.020382,-0.8688,1.323373,-0.698912,0.738376,-0.069276,-1.14945,-0.75806,-0.737099,-1.578586,0.866573,0.907028,-0.738406,-0.99639,1.135193,1.690509,-1.512925,-0.310243,0.389316,-0.828323,-1.463782,1.647871,0.84023,-1.105103,-0.887998,-0.547849,-0.121154,-1.500267,-0.350798,-1.63193,1.403335,-1.668561,0.554576,1.26348,-0.506867,1.255665,0.407302,1.158555,-0.090696,-0.63385,0.322355,0.765795,-0.115716,1.628622,1.616453,-0.224137,-0.285238,0.900103,-1.402236,0.23991,-1.30464,-0.122157,0.869494,-1.040393,0.002268,1.528386,0.174783,0.106913,0.37684,-1.519649,0.435832,0.754935,-1.61249,1.19656,-0.096616,-1.55119,0.072434,-1.174939,0.490652,-0.49721,1.61916,0.267903,0.741257,-1.250679,-0.058645,0.430156,1.370276,-1.199897,0.735685,0.748492,-1.104246,-0.371049,0.191012,0.755467,1.305834,0.264204,1.218493,N
0.951119,1.856335,-0.384069,-1.341054,-0.083391,0.495322,0.088187,0.680518,-0.783349,-0.522408,-1.148974,0.641078,1.060269,-0.918514,0.425522,0.745792,-0.595454,-1.662126,-0.424495,-0.024054,0.474307,0.644808,-0.110043,-0.557527,-0.02467,-1.48272,1.721371,0.349463,-1.467541,1.673526,1.28968,1.166526,-1.341302,0.45736,-1.435422,-0.60899,0.36842,1.317571,1.523379,-0.010518,0.973279,-1.553134,0.60708,1.532964,0.744038,1.126456,1.141286,-1.431809,0.11027,-1.329905,-1.179347,1.190531,0.674599,-1.410076,-1.39115,-0.828668,-1.414459,-1.394353,-0.062481,-0.763367,-0.250197,-1.537969,0.365871,-0.518932,0.489206,-1.125574,0.894969,0.25043,0.605291,-1.78005,0.975587,-1.36024,-1.557849,-0.076868,-1.099506,-0.560615,1.763153,0.707605,-1.547063,-0.06559,1.166298,0.856334,0.164586,0.683373,0.287508,0.704017,-1.031903,-1.059821,1.469603,-0.667911,1.677098,0.311288,0.347447,0.40535,0.372193,-1.217082,1.31826,-0.852076,-0.829701,-1.320717,P
-0.610801,-0.220091,1.016237,1.401954,0.158146,-1.787237,-1.302117,0.696234,0.651817,-1.709672,0.836116,0.343535,1.43803,1.373899,0.368589,-0.272758,-1.117034,-1.207589,-0.310437,1.069087,1.499274,-1.732667,1.179033,1.2138,-0.299178,-1.249048,0.131186,1.68017,0.847905,-1.507586,-0.207816,1.581334,1.65661,0.757582,-1.213187,-1.421037,-0.217619,-0.638234,-1.528118,0.051443,1.385315,-1.039322,-1.602207,-1.24479,1.195321,0.731075,0.957735,-1.490394,-0.942521,1.3024,0.690794,0.841014,-0.070344,1.847332,1.031581,1.170517,1.079846,0.094999,1.082094,1.311211,-0.985811,-0.611529,0.586078,0.208629,-1.587648,-0.803929,-1.642329,0.304975,-0.86025,1.328912,-1.719596,-0.722518,1.235746,0.194299,-0.404092,1.160224,1.02016,-1.018179,0.104927,-0.287325,1.368349,-0.28237,-0.559482,1.521119,0.676707,-0.77377,1.578932,-1.254308,1.187891,1.591799,-1.024771,-0.614151,-1.746179,-1.502092,-0.437608,0.586687,1.157977,1.544956,1.77982,-0.550959,N
-1.217178,-1.118446,0.390299,0.648881,-0.291525,-1.840106,-1.462197,-0.502847,0.262587,0.647675,-0.932728,0.774546,-1.527159,-0.642033,0.399812,-1.627755,0.159376,0.550819,-0.199052,-0.467555,-1.526968,1.615677,1.572628,0.151016,0.784982,-1.30992,-0.75254,1.457229,1.349998,-0.296087,-0.43447,0.734971,-0.23306,0.163642,-1.006768,1.624915,0.745752,-0.322085,-0.589434,0.047579,-1.618455,-0.976921,0.581012,1.481278,0.106041,-0.954675,-1.525151,-0.602506,-0.48192,-0.45138,-0.085529,1.728758,1.302063,-1.26203,-0.923593,-0.867393,-0.98018,0.294038,-1.222705,-0.751347,1.413941,-1.571725,-1.020704,-0.636,0.386989,-0.364798,-0.146151,1.567643,-1.149133,0.645152,-1.538367,1.369686,-0.593857,0.658365,1.200195,1.022191,-1.37488,1.605191,1.091751,-1.346005,0.501354,-1.414483,0.805193,1.456457,-1.063268,0.386765,1.712056,-1.443726,-1.555631,1.575799,1.551937,0.067017,-0.16012,0.559951,1.167625,0.854179,-0.228992,0.253779,0.966038,-0.525354,P
-1.36462,-0.754838,-0.586269,0.050603,-0.723817,-0.334324,-0.240274,0.383728,-0.380679,-0.383641,-0.955874,-0.000736,0.814595,0.924966,-0.885772,-0.790817,-1.246763,0.409668,0.599893,-1.1619,-1.17729,1.048952,0.502956,0.451309,0.377495,0.630616,-0.091276,-0.653311,1.026175,1.654221,0.240169,0.698819,0.032991,-1.566797,0.868929,-0.914911,0.44563,1.460078,-0.562785,-0.156329,-1.582813,-1.648644,-1.056782,-1.669815,0.771058,1.758071,0.655426,0.465138,-1.690711,-1.293531,0.65077,-0.425702,1.196752,-0.880562,0.477398,-1.107558,0.580285,-1.112294,-0.916466,-0.548835,-0.476633,1.581284,-1.500265,1.621374,-1.190334,-1.147568,-0.347377,1.061454,-0.056782,1.339162,0.12707,-1.439822,0.013695,-0.780996,1.275433,-0.891581,0.839832,1.166708,-0.63805,1.080058,-1.051586,-0.216206,-0.887748,-0.00977,-1.371724,-1.110316,0.576114,-0.054529,0.139686,0.125583,-1.39798,-1.552436,1.579716,1.091527,-1.076042,1.482529,1.219421,-1.222885,-1.369205,-1.288048,N
-0.252332,-0.48562,0.149413,1.625535,-0.143068,1.612635,1.594337,-0.231142,-1.178254,1.531417,-1.403904,1.162251,0.221636,-0.731749,-0.328153,0.580459,-0.452196,1.714245,1.314423,-0.916447,-0.028956,0.970311,0.459971,1.505722,1.481964,0.473631,-0.195164,-0.243401,-0.139946,0.570354,1.52427,1.562218,-0.998331,-1.537587,-1.185989,1.556744,0.029937,-0.32203,-1.255089,-1.028248,1.286476,0.856195,0.471191,1.084585,0.274108,-0.906317,0.147412,-0.58407,0.168717,0.001343,-0.988504,-1.360809,-0.995444,0.070603,-1.599023,0.106811,1.284813,0.166202,-1.03511,-1.821531,-1.647825,-1.477441,-0.611948,0.172837,-1.550621,1.324666,-0.094953,-1.19771,-0.160746,-1.21904,-0.071656,-0.398546,0.505217,1.604066,1.279487,1.331396,-1.582178,-1.609268,1.044276,0.29876,1.055709,1.454511,-1.353867,-0.891316,-0.441869,0.888167,-0.689119,1.077116,1.062586,0.268958,-0.181291,-1.367989,1.073436,-0.502173,1.640611,-1.719852,0.708833,1.423636,0.308272,1.766032,N
-0.414254,-0.526282,-0.669324,-1.036828,-0.629054,0.943638,0.25681,1.553824,1.082726,-0.457656,0.436889,-0.982517,0.255572,-0.145471,-0.51164,1.473955,1.117541,-1.15677,-1.00752,1.483023,-0.167746,-1.667733,-1.662977,1.252452,-0.918129,1.418188,-0.152229,0.573517,0.881928,0.657623,-0.715251,-1.677251,0.613604,1.279158,1.270095,-0.0571,-0.673964,-0.293433,-0.785203,-1.542271,0.516207,-1.138755,-1.209853,1.387003,-0.308172,-1.045209,-0.787895,-0.473294,-1.459974,0.974507,0.325798,-1.411891,1.570505,0.828644,-1.302569,0.174458,0.177176,0.302215,-0.703877,-0.43132,-1.643783,1.672954,0.990037,0.554473,1.614149,-1.495212,0.047701,-1.528374,-1.392077,-0.086076,0.750193,0.192828,-0.198269,0.49961,1.607413,0.672866,1.626666,0.059514,0.930091,1.02961,1.109795,0.956894,0.391926,-0.670051,0.006429,-1.48135,-0.99733,0.3917,-1.445107,-0.477855,0.902405,0.517837,0.888907,0.039719,0.71946,0.139246,-1.10859,-0.052403,1.779147,1.10514,N
