"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"10d-20c-no6.dat",3.1069,1,127.9,6311.3588,0.676628450588913,7.3151,0.0453,142.1111,0.9,0.2726,0.1337,0.1451,34.5236,0.189,0.5968,49.0559,7.4398,13703444.7993,257.4351,0.5024,0.650300059777123,0.653964742060226,0.595379580883676,0.723555709597565,0.675970995087982,0.662200826376381,0.638358493703378,0.690310658355111,0.641961136771879,0.62285510238665
"10d-20c-no7.dat",3.0342,1,108.2,5425.7951,0.676629504975856,8.1501,0.0591,120.2222,0.9,0.2436,0.117,0.1316,43.7554,0.1917,0.5487,49.0902,7.8496,11367814.453,227.35,0.5132,0.536144528146325,0.686578544754246,0.592954752287196,0.744384935551726,0.689950408035106,0.682667981549538,0.659887102374928,0.703001207701742,0.636784958656199,0.657579797922548
"10d-20c-no8.dat",3.1086,1,128.4,6116.6606,0.676644084251881,7.6597,0.0441,142.6667,0.9,0.2591,0.1298,0.1385,35.1471,0.1897,0.5763,49.2219,7.5969,13872762.3425,261.2291,0.543,0.61934753507636,0.664364693340182,0.606767849569856,0.720922854519376,0.674549939440965,0.666905787659551,0.642993359779935,0.68381596681704,0.607165975639419,0.598169215921904
"10d-20c-no9.dat",3.1193,1,131.6,7367.3587,0.676638738299639,8.7943,0.0489,146.2222,0.9,0.2817,0.1276,0.1393,39.1585,0.1901,0.5813,48.3003,7.9177,15963323.6118,277.9349,0.4234,0.580829734579622,0.531907771015284,0.628223059890927,0.692956352267979,0.663038513729933,0.655123982261988,0.630365752920133,0.671714931250144,0.627228224329703,0.625690331347117
"10d-40c-no0.dat",3.2871,1,193.7,6642.3071,0.676590814852923,10.892,0.0348,215.2222,0.9,0.2136,0.1322,0.1387,42.3403,0.1904,0.5056,59.1591,8.176,46439378.0106,398.8921,0.5358,0.48644426099061,0.566633700280303,0.461410563826426,0.615940457920647,0.567439798746029,0.556787785662832,0.525133234351936,0.548060388613912,0.50094906716632,0.421108525671511
"10d-40c-no1.dat",3.3596,1,228.9,6533.8931,0.676579756489111,10.237,0.0303,254.3333,0.9,0.2137,0.1373,0.1438,36.9333,0.1923,0.5121,58.4901,8.2245,59433811.9708,462.8194,0.4852,0.478656955769402,0.553417854133653,0.451991947903287,0.586399178434694,0.546723730505964,0.531043858185689,0.492250518819448,0.535109222908639,0.470040044964403,0.349418147384744
"10d-40c-no2.dat",3.3983,1,250.2,8020.0413,0.67656276220982,11.2487,0.0289,278,0.9,0.1958,0.1381,0.1461,38.6647,0.1901,0.4951,58.3279,8.261,69358897.4539,500.8406,0.4839,0.412044990020497,0.551385480465843,0.487989171939094,0.551612017169716,0.549756788405046,0.544280091104836,0.511192214825217,0.447056297167271,0.489545943432809,0.29927155344255
"10d-40c-no3.dat",3.3556,1,226.8,7388.2075,0.676630693610275,8.811,0.0278,252,0.9,0.2096,0.1391,0.1477,35.5176,0.1968,0.5073,54.0092,7.9519,59744613.6677,484.0777,0.5036,0.43429587417525,0.520448234562221,0.317427737010787,0.514262495292417,0.509523439058662,0.49743503739105,0.466503963082066,0.100810601339156,0.472634725371756,0.372266934923503
"10d-40c-no4.dat",3.4325,1,270.7,7344.97,0.676587918010063,10.4822,0.0266,300.7778,0.9,0.2071,0.1366,0.1508,33.5324,0.1984,0.4913,56.5359,8.1509,90493144.4936,590.2881,0.5411,0.434006421134634,0.52481220083043,0.457617129766381,0.580861199567907,0.5056940080431,0.497129797350792,0.457808606484879,0.424148297182193,0.47038197189751,0.362143073332876
"10d-40c-no5.dat",3.372,1,235.5,6340.6168,0.676558632467156,10.7515,0.0314,261.6667,0.9,0.2218,0.1303,0.1442,37.9475,0.1867,0.4993,60.2339,8.1952,59626922.6616,463.5468,0.5335,0.474696244290399,0.576607973832791,0.463984444484751,0.613730866913619,0.5582562946941,0.547922053095552,0.514634936828724,0.559833045285759,0.48654185900587,0.393718061816993
"10d-40c-no6.dat",3.4252,1,266.2,7770.5959,0.676569187947175,10.1519,0.0303,295.7778,0.9,0.2312,0.1317,0.1488,36.2032,0.1931,0.5136,56.2166,8.2909,84696988.2878,559.0727,0.5098,0.452462279633989,0.528531785372647,0.35810718651298,0.489994171439952,0.513907390648204,0.49876051433657,0.466313611760818,0.469036046960632,0.41813558409091,0.309057507851328
"10d-40c-no7.dat",3.3345,1,216,6844.0351,0.676606542126294,9.4583,0.0306,240,0.9,0.2218,0.1399,0.1422,38.975,0.1944,0.5,55.3852,8.2336,53789522.8682,456.0695,0.546,0.448784570850614,0.553181654081731,0.452767948906375,0.576051630811795,0.542848623002923,0.532024565689121,0.499297668118973,0.459667353836474,0.489959050760061,0.42018488685
"10d-40c-no8.dat",3.3629,1,230.6,7541.7192,0.676587058100547,9.7516,0.0307,256.2222,0.9,0.218,0.134,0.1462,41.2542,0.1909,0.4922,56.0181,8.1194,60566625.4122,474.8535,0.5217,0.466646544279935,0.54209554695834,0.451024639452164,0.561485166024388,0.534575201182845,0.524353925642056,0.488948353708769,0.4242001128906,0.473686973676714,0.375048293421498
"10d-40c-no9.dat",3.3746,1,236.9,9027.4626,0.676637546762571,11.1177,0.0264,263.2222,0.9,0.2064,0.1417,0.1485,35.6771,0.1958,0.5208,54.6047,8.3304,64530699.3635,488.884,0.4831,0.458195361370234,0.531401435607639,0.449415162975746,0.632009193059199,0.547073529176928,0.536955112480985,0.496573280296194,0.587679237615099,0.518895010985917,0.329647959991461
"10d-4c-no0.dat",3.1103,1,128.9,3214.0548,0.676773340625588,2.87,7e-04,143.2222,0.9,0.3575,0.1945,0.1609,59.2565,0.194,0.6138,42.9446,6.4812,19383200.1426,259.9389,0.4607,0.672606476469389,0.781798488101298,0.456042055701662,0.248889268917247,0.766905082186145,0.762416511422262,0.744303524423522,0.176383546784207,0.7556537125176,0.697703486981278
"10d-4c-no1.dat",2.9814,1,95.8,2857.622,0.676827162253358,2.4775,3e-04,106.4444,0.9,0.3191,0.1945,0.158,63.8976,0.1926,0.6481,47.3657,6.3982,10721224.9914,190.4443,0.4707,0.739286566043854,0.480181023164203,0.756363082270123,0.283899742014865,0.760713239593188,0.75675533396288,0.739780738616225,0.184298358653051,0.743069687045675,0.740864799922294
"10d-4c-no2.dat",2.9232,1,83.8,1764.9502,0.676731575872597,1.8917,0.0039,93.1111,0.9,0.3284,0.1728,0.1541,64.5825,0.1937,0.6145,54.3389,5.8896,10080308.1092,168.2858,0.5331,0.629286254013662,0.684780444091476,0.585431656560213,0.285538368498533,0.550235115273015,0.645295577096987,0.627082314787692,0.197843601560403,0.627308025956583,0.627654251260159
"10d-4c-no3.dat",3.1199,1,131.8,3276.7065,0.676736766533162,2.5419,0.0021,146.4444,0.9,0.2819,0.1736,0.1576,51.3623,0.1935,0.6089,48.214,6.1012,17371694.8394,264.6365,0.5111,0.601776057975169,0.661604623655433,0.550696885429884,0.26203665371394,0.472343713793135,0.612381138562352,0.603447553219316,0.159648465947304,0.583491331208206,0.5888090597732
"10d-4c-no4.dat",2.9699,1,93.3,2633.1001,0.676768667362057,1.8609,5e-04,103.6667,0.9,0.3573,0.1938,0.1553,54.0985,0.195,0.6071,48.6057,5.7542,9827902.3438,187.5253,0.4934,0.515737801397499,0.765748987553288,0.625827026125251,0.230099269881179,0.715097568010831,0.741072120304886,0.720981421907731,0.169951423766528,0.628771913775556,0.561218127183915
"10d-4c-no5.dat",3.0565,1,113.9,3053.6656,0.676776290441777,2.9191,3e-04,126.5556,0.9,0.3235,0.1943,0.1653,64.4846,0.1995,0.5976,44.3996,6.1594,14134576.7908,237.7858,0.4943,0.718708847283417,0.756320961010689,0.439044563650284,0.243520326154318,0.635284188219611,0.721473247161261,0.719102889529598,0.152301813106393,0.681884405736618,0.580446563293157
"10d-4c-no6.dat",2.9899,1,97.7,2491.8974,0.676737368832654,2.4318,0.002,108.5556,0.9,0.3068,0.184,0.1537,57.9823,0.196,0.5923,48.1614,5.7897,10859542.3024,199.0674,0.5175,0.602174247620104,0.7395997487097,0.495900389313413,0.237089908236626,0.673539355768201,0.723072895444875,0.698195800416152,0.162236304136485,0.622114543649033,0.656630656207029
"10d-4c-no7.dat",3.1708,1,148.2,3414.777,0.676704883845817,2.4336,0.0016,185.25,0.8,0.3563,0.191,0.1472,47.8328,0.1861,0.6799,50.2532,7.5671,22861807.3724,282.9713,0.5672,0.749515806644375,0.787140251969439,0.630260252667261,0.672296871836845,0.714984940687974,0.765996621649809,0.749322621879551,0.133926965883132,0.588497752357239,0.765664339352826
"10d-4c-no8.dat",2.985,1,96.6,2223.3143,0.676719096662512,2.2637,0.0015,107.3333,0.9,0.273,0.1824,0.1534,58.861,0.1934,0.6019,49.1546,5.6283,11251166.4281,194.3526,0.4951,0.561728807532938,0.730650069830975,0.567950879723567,0.23680733520278,0.674940126130694,0.705029248068194,0.677456255062081,0.186544676992162,0.588969147040701,0.684900366798893
"10d-4c-no9.dat",3.073,1,118.3,2092.9939,0.676691676796707,1.8208,0.0015,131.4444,0.9,0.3066,0.1774,0.1575,61.7954,0.1906,0.6684,56.6699,5.3403,17316346.8119,231.8013,0.487,0.647711852132615,0.70092816020304,0.639571831164504,0.227079202455073,0.618506288514838,0.695852633846973,0.645970587130363,0.152550622517032,0.681564657154674,0.670410014294679
"2d-10c-no0.dat",3.473,0.301,1486,27.1526,0.676563258562655,94.7976,0.001,1486,1,0.5675,0.1526,0.1801,5.7629,0.1777,0.8034,10.8436,372.743,818959.5073,565.4182,0.5038,0.527663795556802,0.643601488044735,0.575571500167594,0.642910611478849,0.598893289714715,0.612440347088,0.596455801122831,0.634922600452734,0.615340216702117,0.595632387371514
"2d-10c-no1.dat",3.4023,0.301,1262.5,193.6764,0.67661216383011,112.4903,0.0042,1262.5,1,0.5672,0.184,0.1603,8.4666,0.1796,0.7962,9.9965,630.9364,1250468.0464,505.8104,0.5413,0.468529269957115,0.512838046941252,0.480892940445894,0.509807559007361,0.66101616691731,0.530163384630425,0.504818382491722,0.577072436672759,0.567874991841908,0.483198334172331
"2d-10c-no2.dat",3.4876,0.301,1536.5,423.0761,0.676565760645365,151.3574,0,1536.5,1,0.6577,0.1754,0.2017,6.8471,0.1829,0.8262,12.1575,651.147,1403446.5457,623.2757,0.384,0.617073657428,0.545002330362565,0.667826483830288,0.590853388118332,0.6529598010559,0.679263975763213,0.617186605444057,0.696879706371582,0.642945772735565,0.645151615442176
"2d-10c-no3.dat",3.5262,0.301,1679.5,496.8316,0.676530285205265,236.1748,0,1679.5,1,0.531,0.2122,0.1725,6.3137,0.1872,0.7987,10.5814,686.9597,925410.1029,698.4214,0.5605,0.709892703998169,0.744681400355052,0.698090072486489,0.778943056485717,0.673634149024737,0.755151644067162,0.754253265073343,0.777708345001609,0.670397494688334,0.70204329492237
"2d-10c-no4.dat",3.5173,0.301,1645.5,183.3464,0.676585740298284,124.8025,0.0033,1645.5,1,0.698,0.1596,0.1665,7.019,0.1803,0.8097,10.0291,626.7592,764512.9214,646.0526,0.4286,0.567128677507351,0.5359700330129,0.555129723258198,0.673296862102764,0.579363654629025,0.614110108014584,0.580522205709069,0.627383163625335,0.558036588971644,0.599212720527352
"2d-10c-no5.dat",3.5599,0.301,1815,48.297,0.676588708981686,167.2791,2e-04,1815,1,0.7335,0.1856,0.1826,14.4266,0.177,0.8827,10.9812,765.6859,1302422.1007,741.9055,0.561,0.418217728207314,0.470210042885062,0.534893298145121,0.254207343303757,0.716309540676929,0.519544230487079,0.477314457624629,0.568516316567221,0.500061159719304,0.458443155156997
"2d-10c-no6.dat",3.5325,0.301,1704,66.577,0.676614020073605,96.1482,0.0026,1704,1,0.5758,0.1698,0.1694,9.1731,0.176,0.8092,10.3234,712.4282,1817727.0852,672.7621,0.4808,0.540369397676911,0.44956823847534,0.513441946583965,0.22326832019576,0.523318773431428,0.542977540965194,0.54303190408123,0.562982326729202,0.546729157519478,0.566801609769863
"2d-10c-no7.dat",3.4038,0.301,1267,433.0298,0.676606829488461,110.5555,0.0012,1267,1,0.6213,0.1871,0.1783,9.4512,0.176,0.8122,11.2026,811.5412,1789947.4994,480.1452,0.3143,0.558898556272722,0.665274686656236,0.59522943082424,0.66253573198908,0.651776928823479,0.639181917772418,0.619623078737378,0.664150376021008,0.618739504143183,0.590772778970222
"2d-10c-no8.dat",3.4518,0.301,1415,283.1979,0.6765869557822,203.2103,0,1415,1,0.7287,0.1897,0.1981,7.9666,0.1796,0.8237,10.9094,851.968,374042.9603,557.8069,0.5563,0.600331560126278,0.753506085573535,0.665564977928734,0.257842855038625,0.730785371245868,0.689819456941019,0.665823049336883,0.699521038324062,0.630336507147691,0.605736169702695
"2d-10c-no9.dat",3.5539,0.301,1790,92.7729,0.676543909510047,207.7096,0,1790,1,0.5454,0.1837,0.181,5.9482,0.1778,0.8237,11.6969,786.2712,483752.6732,709.113,0.5057,0.628255586317503,0.674518688613938,0.604399011121869,0.617949244976626,0.631565667008132,0.620209294477797,0.598272849253282,0.647321137533815,0.700472745742384,0.652117915687618
"2d-20c-no0.dat",3.181,0.301,758.5,109.2867,0.676589290236979,48.3451,0,758.5,1,0.6076,0.1919,0.1843,5.407,0.1696,0.7953,11.9418,359.4942,63265.7786,274.9094,0.4476,0.45317123380919,0.530105077397001,0.546612015034173,0.610370408199791,0.527090144242232,0.548981944275891,0.506532789761152,0.553358329253859,0.51126038048685,0.491444373937042
"2d-20c-no1.dat",3.0903,0.301,615.5,16.9623,0.67661191129972,34.3269,5e-04,615.5,1,0.5393,0.1772,0.1685,7.9653,0.1718,0.8335,10.1106,339.9658,134379.4632,225.6193,0.4731,0.443665806901265,0.552290059958838,0.55313834233416,0.628012958129999,0.513014862147239,0.553983867450994,0.519543802801844,0.574877564008453,0.544719734553899,0.524304998814426
"2d-20c-no2.dat",3.035,0.301,542,12.7314,0.676620765102258,30.502,0.0076,542,1,0.6636,0.16,0.1603,6.666,0.1698,0.8196,9.7654,237.2127,54553.6747,196.4464,0.6254,0.426183712248612,0.539855703016256,0.507714249116925,0.633719235492024,0.560265593622684,0.547319179227777,0.521115031351727,0.559546785340216,0.511595439552135,0.482052965925162
"2d-20c-no3.dat",3.0527,0.301,564.5,28.3108,0.676590814127261,41.529,2e-04,564.5,1,0.594,0.1852,0.1688,5.8292,0.1774,0.8023,11.3496,306.6234,54316.6481,226.4376,0.402,0.438436225022576,0.552389375564542,0.536017438234484,0.575508732719891,0.526727130176757,0.507235428064212,0.531299244372787,0.526369641924534,0.485763056294119,0.536953599111939
"2d-20c-no4.dat",3.1602,0.301,723,73.2844,0.676590439685649,43.5315,0,723,1,0.5306,0.176,0.1924,5.3679,0.1665,0.8087,10.6104,366.1558,153016.4398,272.527,0.5697,0.60314044943203,0.530862947231611,0.599185784601926,0.61582130898189,0.623459798708031,0.513100237827826,0.514797908776338,0.651084259629978,0.565766787180164,0.525676701867587
"2d-20c-no5.dat",3.0711,0.301,589,22.563,0.676619122203402,36.9157,2e-04,589,1,0.6178,0.1613,0.1585,6.0383,0.1693,0.7961,10.4215,334.9447,50877.6112,216.6572,0.4519,0.530056766992277,0.527058553443992,0.526154019225351,0.674289667624033,0.567998059991201,0.559376178418338,0.541022853578178,0.613150015575477,0.521319607956662,0.559282911631652
"2d-20c-no6.dat",3.0708,0.301,588.5,35.0776,0.676587594364794,42.0465,0,588.5,1,0.5477,0.1794,0.1856,4.8452,0.1689,0.8264,12.1353,328.4195,93985.6519,216.8923,0.5959,0.495724860260799,0.600781631017535,0.578205546593135,0.6606824202596,0.579158682147595,0.575864701180368,0.519207145600922,0.621248213063704,0.549525289998536,0.59398547028427
"2d-20c-no7.dat",3.0924,0.301,618.5,8.3438,0.676598778993801,29.7017,3e-04,618.5,1,0.531,0.1728,0.1841,5.8052,0.1684,0.8024,10.9405,360.3106,43025.5495,224.5993,0.4868,0.538743297406571,0.560346592089917,0.588053213973284,0.649621851115832,0.559651826834405,0.568462738969283,0.532003545615391,0.550416941711618,0.532077582723234,0.528463727523929
"2d-20c-no8.dat",3.0615,0.301,576,66.1007,0.67662274107999,31.0349,1e-04,576,1,0.5888,0.1674,0.1856,5.4978,0.1656,0.808,11.0772,379.065,39722.1823,206.5055,0.4662,0.540604063907156,0.629463313151355,0.598563088245393,0.639659942345984,0.585009398939003,0.607215489550195,0.567561707298285,0.606191286486995,0.585315718948827,0.585056913690999
"2d-20c-no9.dat",3.0813,0.301,603,9.4145,0.676587537037493,34.5385,0,603,1,0.5284,0.1685,0.1877,5.9775,0.1823,0.8039,12.1324,339.9301,67359.1727,240.4955,0.63,0.483315451532485,0.575668363576158,0.537957664080064,0.613370287143884,0.546841559016306,0.555274780967097,0.540471598448333,0.563969692735172,0.523277309909358,0.533243039509962
"2d-40c-no0.dat",3.4087,0.301,1281.5,87.4862,0.676579746329842,57.0217,0,1281.5,1,0.5829,0.19,0.1779,4.5356,0.1653,0.7953,11.5157,485.8677,237926.468,447.1276,0.4407,0.277971009523713,0.383714165281369,0.332713399129862,0.426508921819037,0.324762761903798,0.371082397701445,0.303522489012006,0.3838074725144,0.292279455933148,0.316166840354621
"2d-40c-no1.dat",3.3454,0.301,1107.5,10.2397,0.676567884658153,51.3575,0,1107.5,1,0.5352,0.1831,0.1762,3.9068,0.1649,0.8076,11.3362,477.8564,156958.8793,388.9589,0.5315,0.284651722212759,0.358573594578443,0.281172012008934,0.494804427681707,0.30310959673061,0.309555283543764,0.315070948792813,0.319304769993038,0.333622835489642,0.330228153938292
"2d-40c-no2.dat",3.3316,0.301,1073,67.4691,0.676580980680971,55.1385,0,1073,1,0.6202,0.1842,0.1782,3.7844,0.1703,0.8,11.5558,456.5295,215759.5738,395.8293,0.4992,0.297520946036466,0.413925416114603,0.367790578234052,0.450210059564621,0.333392344191622,0.358966137506492,0.29917178744563,0.377623265893922,0.343769876850569,0.330343597885299
"2d-40c-no3.dat",3.3591,0.301,1143,47.9331,0.676569018142258,44.9449,0,1143,1,0.5157,0.1808,0.177,4.2134,0.1674,0.8099,11.3815,488.3165,211404.1781,414.9983,0.5017,0.230646074242673,0.376417066044144,0.348067862377004,0.431548911389574,0.347703317123326,0.312440404428436,0.31178378840631,0.350061441474341,0.311535365616258,0.329456173221643
"2d-40c-no4.dat",3.3533,0.301,1128,29.1979,0.676565239620021,48.7243,0,1128,1,0.6057,0.1832,0.1823,4.195,0.1713,0.7997,11.553,502.0335,211357.4255,406.9383,0.5016,0.252881923570683,0.382135913375396,0.287089501894561,0.426603474796788,0.343117398758024,0.338723375929431,0.322493995079416,0.341123324516586,0.302118879591519,0.316172475314229
"2d-40c-no5.dat",3.3375,0.301,1087.5,11.1825,0.676572506399679,40.7557,1e-04,1087.5,1,0.5517,0.1839,0.1826,3.6578,0.1641,0.7949,11.7119,354.882,238868.0035,389.9606,0.5225,0.296158917573713,0.376886511486893,0.294852466293575,0.422628317275901,0.31235846297823,0.285593617459254,0.305917388477227,0.374505058010159,0.296959842857373,0.311151777216314
"2d-40c-no6.dat",3.372,0.301,1177.5,19.842,0.67657296937206,43.2789,1e-04,1177.5,1,0.5233,0.181,0.1801,3.797,0.1721,0.7963,11.8099,459.3537,208356.1839,421.9143,0.338,0.259178429917824,0.371159289164631,0.2974943677215,0.400457369497793,0.321092101508367,0.338100083602686,0.295651558292828,0.352417050258925,0.327591169560064,0.307526295216017
"2d-40c-no7.dat",3.3465,0.301,1110.5,55.2818,0.676570492687521,45.6758,3e-04,1110.5,1,0.6357,0.1836,0.1793,3.8679,0.166,0.8125,11.0894,400.0361,239180.0269,395.4708,0.5296,0.286903030434385,0.369161094233563,0.279852874237757,0.378519117465362,0.354968774958119,0.346930203501928,0.301110196072836,0.374102752369015,0.363405600523051,0.355804524387017
"2d-40c-no8.dat",3.3206,0.301,1046,35.135,0.676568969522901,47.979,0,1046,1,0.5161,0.184,0.1774,3.6129,0.1705,0.7945,11.7089,335.7932,160209.5563,383.4992,0.5556,0.285562737659004,0.367302169359618,0.281601423430251,0.373851895286346,0.348269462385939,0.357663642866095,0.286716352052923,0.385046965480748,0.279971935728896,0.31040062667675
"2d-40c-no9.dat",3.3751,0.301,1186,89.0426,0.676591388125934,32.2708,7e-04,1186,1,0.5491,0.1777,0.1776,3.296,0.1681,0.801,10.28,471.2608,450450.453,423.9067,0.4981,0.291417004959283,0.355854317582607,0.257591980451932,0.40357034640008,0.274854886345897,0.291253688410476,0.307500983974413,0.323385030550353,0.250367580730551,0.316090117975928
"2d-4c-no0.dat",3.1965,0.301,786,166.517,0.676566190237292,120.6444,0,786,1,0.6883,0.2158,0.1978,7.5639,0.1814,0.8117,9.6421,267.0992,194661.5946,308.8441,0.4594,0.748624327073735,0.78574841237941,0.679336574316079,0.785367701894011,0.720681412894269,0.766990520715145,0.750112028070853,0.769908595480911,0.768538108494229,0.764545185586384
