"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"2d-20c-no2.dat",3.035,0.301,542,12.7314,0.676620765102258,30.502,0.0076,542,1,0.6636,0.16,0.1603,6.666,0.1698,0.8196,9.7654,237.2127,54553.6747,196.4464,0.6254,1.11882010399953,3.41837548616132,2.09790379543271,0.792333788901261,1.48665573325188,1.35525429623379,1.80110613773042,1.40114357799083,1.33464294059356,1.29467839850263
"2d-20c-no3.dat",3.0527,0.301,564.5,28.3108,0.676590814127261,41.529,2e-04,564.5,1,0.594,0.1852,0.1688,5.8292,0.1774,0.8023,11.3496,306.6234,54316.6481,226.4376,0.402,2.24810604134158,1.8842506599243,3.4968318986879,3.65824480117621,2.43924981175777,2.10808828633329,1.48171816026697,2.10603366697442,2.64648426717802,2.2041385300453
"2d-20c-no4.dat",3.1602,0.301,723,73.2844,0.676590439685649,43.5315,0,723,1,0.5306,0.176,0.1924,5.3679,0.1665,0.8087,10.6104,366.1558,153016.4398,272.527,0.5697,3.22265250752588,1.43529363216326,8.0540703759438,1.51809597753383,5.63578054387982,1.17422487655513,1.26359949911427,6.73368936373878,2.91976480679777,2.87431657650732
"2d-20c-no5.dat",3.0711,0.301,589,22.563,0.676619122203402,36.9157,2e-04,589,1,0.6178,0.1613,0.1585,6.0383,0.1693,0.7961,10.4215,334.9447,50877.6112,216.6572,0.4519,2.17679916501186,2.35877208939577,3.75105807464415,1.35212065288789,1.79947974434931,1.9493803492253,2.53499029712854,2.71125258414245,2.34369328226018,2.17992118885725
"2d-20c-no6.dat",3.0708,0.301,588.5,35.0776,0.676587594364794,42.0465,0,588.5,1,0.5477,0.1794,0.1856,4.8452,0.1689,0.8264,12.1353,328.4195,93985.6519,216.8923,0.5959,2.7089676918661,4.09536449324788,3.16917560529489,1.1449934942047,4.14979265311778,3.73571503815468,1.52477399338662,2.48366747168598,3.34006598567518,2.3408578999173
"2d-20c-no7.dat",3.0924,0.301,618.5,8.3438,0.676598778993801,29.7017,3e-04,618.5,1,0.531,0.1728,0.1841,5.8052,0.1684,0.8024,10.9405,360.3106,43025.5495,224.5993,0.4868,2.32966187743031,2.11102459820123,1.94437887473645,2.43791551470871,1.44710151733329,1.34260592989875,1.58122203538063,1.44152510524439,2.31784623015095,2.10223851922151
"2d-20c-no8.dat",3.0615,0.301,576,66.1007,0.67662274107999,31.0349,1e-04,576,1,0.5888,0.1674,0.1856,5.4978,0.1656,0.808,11.0772,379.065,39722.1823,206.5055,0.4662,2.18183885213824,5.02610824484512,1.51934418982715,2.40949117361523,1.91733611979344,1.588764728342,1.47888225283342,1.21573788527202,1.87398404051408,1.66010885100477
"2d-20c-no9.dat",3.0813,0.301,603,9.4145,0.676587537037493,34.5385,0,603,1,0.5284,0.1685,0.1877,5.9775,0.1823,0.8039,12.1324,339.9301,67359.1727,240.4955,0.63,3.25049702742938,2.89595036286187,4.75151475356886,2.30583876134323,2.96636851721058,1.64896437665372,1.71461993734231,2.49747006890798,5.41572927127853,2.32535415344361
"2d-40c-no0.dat",3.4087,0.301,1281.5,87.4862,0.676579746329842,57.0217,0,1281.5,1,0.5829,0.19,0.1779,4.5356,0.1653,0.7953,11.5157,485.8677,237926.468,447.1276,0.4407,0.823162568206932,1.04625582776639,1.24158507974898,1.3868011446519,0.843994323144918,0.758032211460375,0.75363239678527,0.734167570557333,1.02201725164218,0.801087196535077
"2d-40c-no1.dat",3.3454,0.301,1107.5,10.2397,0.676567884658153,51.3575,0,1107.5,1,0.5352,0.1831,0.1762,3.9068,0.1649,0.8076,11.3362,477.8564,156958.8793,388.9589,0.5315,1.05116894173214,1.83018227760523,2.13221784759407,4.58611753961477,0.862893739044541,0.793956775578853,0.898805192004205,1.69136587220876,1.25000741850755,1.02258722062102
"2d-40c-no2.dat",3.3316,0.301,1073,67.4691,0.676580980680971,55.1385,0,1073,1,0.6202,0.1842,0.1782,3.7844,0.1703,0.8,11.5558,456.5295,215759.5738,395.8293,0.4992,3.0613052901807,5.70489279994259,4.39636756198759,2.87976374531262,3.93445411322198,0.924314110718628,0.8023512733172,3.56790642994707,3.88852607809791,2.87294040406302
"2d-40c-no3.dat",3.3591,0.301,1143,47.9331,0.676569018142258,44.9449,0,1143,1,0.5157,0.1808,0.177,4.2134,0.1674,0.8099,11.3815,488.3165,211404.1781,414.9983,0.5017,0.942238923894477,1.06824701548968,1.5020884644596,1.29860308966397,0.876755655887854,1.01925244419103,0.983358705980415,1.13747053655531,1.2590438185755,0.976338553195223
"2d-40c-no4.dat",3.3533,0.301,1128,29.1979,0.676565239620021,48.7243,0,1128,1,0.6057,0.1832,0.1823,4.195,0.1713,0.7997,11.553,502.0335,211357.4255,406.9383,0.5016,1.32457854066348,7.69800020210995,2.03434976580847,3.42426802693532,0.890658126015403,1.2746063960576,0.90321266630127,1.44856134310589,1.6570842045472,1.34911429746348
"2d-40c-no5.dat",3.3375,0.301,1087.5,11.1825,0.676572506399679,40.7557,1e-04,1087.5,1,0.5517,0.1839,0.1826,3.6578,0.1641,0.7949,11.7119,354.882,238868.0035,389.9606,0.5225,1.45820538601285,0.96802854165374,1.16360667578868,20.38108605917,2.13485255081041,3.18998492275171,1.31722113991766,0.89506628812758,1.71675063727,1.56822840958653
"2d-40c-no6.dat",3.372,0.301,1177.5,19.842,0.67657296937206,43.2789,1e-04,1177.5,1,0.5233,0.181,0.1801,3.797,0.1721,0.7963,11.8099,459.3537,208356.1839,421.9143,0.338,1.04303576797399,2.09375471808384,1.53674593744691,1.36582978085168,1.20646919982427,0.979557679662809,1.08404951859066,1.00742560260952,1.35832308040271,1.03227320677558
"2d-40c-no7.dat",3.3465,0.301,1110.5,55.2818,0.676570492687521,45.6758,3e-04,1110.5,1,0.6357,0.1836,0.1793,3.8679,0.166,0.8125,11.0894,400.0361,239180.0269,395.4708,0.5296,1.06823452399806,14.8718139753352,1.23701031711768,1.0048778784712,0.948978901840298,1.18655032462247,1.29392048971179,0.793685654753203,1.09792998071115,1.01221152680295
"2d-40c-no8.dat",3.3206,0.301,1046,35.135,0.676568969522901,47.979,0,1046,1,0.5161,0.184,0.1774,3.6129,0.1705,0.7945,11.7089,335.7932,160209.5563,383.4992,0.5556,2.02792836694397,1.12521786734982,1.63961154234848,1.38051598190374,0.93658652172062,1.04136051518885,1.38209057915034,1.05623257267866,2.77309169147946,2.11000377911108
"2d-40c-no9.dat",3.3751,0.301,1186,89.0426,0.676591388125934,32.2708,7e-04,1186,1,0.5491,0.1777,0.1776,3.296,0.1681,0.801,10.28,471.2608,450450.453,423.9067,0.4981,1.08348801950267,0.986774483800195,2.76985464418168,1.17364612791154,2.01051710250636,1.48127045720465,0.850361943395355,1.81978494652901,1.57511425714302,1.01953640437044
"2d-4c-no0.dat",3.1965,0.301,786,166.517,0.676566190237292,120.6444,0,786,1,0.6883,0.2158,0.1978,7.5639,0.1814,0.8117,9.6421,267.0992,194661.5946,308.8441,0.4594,5.74272880309564,5.76320015098932,10.0463139193455,8.94944811730341,4.86785690595744,5.70598061157376,5.71118480500543,5.84570655457758,5.70971268161751,5.75482253196101
"2d-4c-no1.dat",3.2103,0.301,811.5,579.1019,0.676594726171313,133.028,0,811.5,1,0.5431,0.2338,0.1731,5.7726,0.178,0.8105,13.4027,286.4433,717523.3531,324.411,0.5078,14.4774954148343,11.9194343894961,14.4879413460826,24.5084468767177,12.0749983965066,16.406974658481,14.626462511022,16.1914460028382,18.0068532201505,15.0730610771355
